"SubjectTag","SurveyYear","Age","Generation","Gender","InchesTotal","HeightZAgeGender"
234703,2010,21,2,1,69,-0.427826756296287
234801,2000,24,2,2,64,-0.205724056306393
235501,2006,24,2,2,69,1.61831436911672
235502,2006,20,2,1,73,0.826659513885604
235503,2010,23,2,1,75,1.5432598794361
235702,2006,24,2,2,65,0.15908362877823
235901,2004,21,2,2,60,-1.5521050466004
235902,2008,24,2,1,67,-1.16259317081087
235903,2010,22,2,2,62,-0.939376381136813
236001,2002,22,2,2,64,-0.211993099327904
236002,2002,18,2,1,72,0.576619436937051
236201,2004,24,2,2,67,0.888698998947474
236202,2010,21,2,1,71,0.220360867777522
236203,2010,18,2,1,72,0.576619436937051
236802,2010,24,2,1,70,-0.1624455367281
236901,2010,20,2,1,76,1.81269302414195
237401,1996,19,2,1,69,-0.376462737100947
237403,2010,19,2,1,67,-1.00794861868963
237404,2010,18,2,1,73,0.914152765875814
237501,2010,22,2,2,66,0.515390182481005
238301,2006,23,2,2,63,-0.508360431942781
239401,2006,22,2,2,65,0.15169854157655
239402,2010,24,2,2,71,2.34792973928596
239501,2004,24,2,1,67,-1.16259317081087
239502,2006,24,2,2,61,-1.30014711156026
239503,2008,20,2,1,66,-1.47408534337919
239504,2010,20,2,2,62,-0.923451524904423
239505,2010,17,2,1,67,-0.952199077071496
239601,2006,24,2,2,64,-0.205724056306393
239602,2006,23,2,1,72,0.573494841913946
239603,2008,23,2,2,66,0.476587904946359
239604,2010,23,2,1,65,-1.68929024563774
239801,1996,18,2,2,66,0.485083370596015
239802,2006,23,2,1,69,-0.396270195608205
239803,2010,19,2,2,64,-0.222753168768175
239901,2004,24,2,1,68,-0.829210626116616
239902,2010,20,2,2,61,-1.27926458342596
240001,2010,18,2,2,61,-1.28630163442659
240002,2010,17,2,1,68,-0.628504710460863
240201,2002,24,2,1,69,-0.495828081422358
240202,2004,23,2,1,69,-0.396270195608205
240401,2010,22,2,1,70,-0.145004862380408
240402,2010,18,2,1,66,-1.44858053669552
240501,2006,24,2,1,73,0.837702097354673
240701,2004,24,2,2,62,-0.935339426475638
240702,2010,24,2,1,67,-1.16259317081087
240801,2004,23,2,2,67,0.804904017242739
240802,2010,24,2,2,69,1.61831436911672
240803,2010,23,2,1,70,-0.0730151831008213
240901,2004,20,2,2,62,-0.923451524904423
241001,2010,23,2,1,71,0.250239829406562
241002,2010,18,2,2,65,0.130806369591495
241101,2010,20,2,2,68,1.21142682622479
241201,2010,23,2,1,69,-0.396270195608205
241202,2010,22,2,2,63,-0.575684740232358
241203,2010,16,2,2,63,-0.529695458919556
241601,2010,21,2,1,71,0.220360867777522
241602,2010,19,2,1,72,0.570766085282081
241603,2010,16,2,1,68,-0.493689542068506
241801,2008,23,2,2,63,-0.508360431942781
242001,2008,23,2,2,62,-0.836676544239161
242002,2010,16,2,1,69,-0.182215286576611
242401,2010,18,2,2,69,1.54791437360958
242601,2008,20,2,1,72,0.49798167713349
243301,2010,19,2,1,69,-0.376462737100947
243401,2000,24,2,1,75,1.50446718674319
243402,2004,24,2,2,68,1.2535066840321
243501,2010,21,2,1,72,0.544454679814426
243601,2006,24,2,1,72,0.504319552660416
243602,2010,23,2,2,69,1.4615362418355
243701,2010,18,2,1,73,0.914152765875814
244101,2006,23,2,1,68,-0.719525208115589
244102,2008,23,2,2,60,-1.49330876883192
244103,2010,24,2,2,61,-1.30014711156026
244201,2008,22,2,1,68,-0.802683819787775
244202,2010,17,2,1,70,0.0188840227604028
244401,2010,17,2,1,71,0.342578389371036
244402,2010,16,2,1,74,1.37515599088286
244403,2010,16,2,1,68,-0.493689542068506
244702,2004,23,2,2,67,0.804904017242739
244703,2004,23,2,2,63,-0.508360431942781
244704,2006,22,2,1,72,0.512674095026959
244801,2002,24,2,2,64,-0.205724056306393
244802,2002,24,2,2,67,0.888698998947474
245001,2002,23,2,2,64,-0.180044319646401
245002,2004,24,2,1,66,-1.49597571550513
245401,2008,20,2,1,74,1.15533735063772
245402,2010,20,2,1,74,1.15533735063772
245801,2002,24,2,2,68,1.2535066840321
245802,2004,24,2,2,68,1.2535066840321
245901,2006,24,2,1,75,1.50446718674319
245902,2006,23,2,2,66,0.476587904946359
245903,2010,21,2,1,75,1.51673611592514
246201,2010,24,2,2,67,0.888698998947474
246202,2010,23,2,2,67,0.804904017242739
247101,2004,18,2,1,75,1.58921942375334
247401,2000,24,2,1,71,0.170937007966158
247402,2006,24,2,1,67,-1.16259317081087
247801,2008,24,2,1,70,-0.1624455367281
247802,2010,23,2,2,61,-1.16499265653554
248001,2006,23,2,2,63,-0.508360431942781
248002,2010,24,2,2,62,-0.935339426475638
248201,2000,24,2,2,63,-0.570531741391015
248202,2000,23,2,1,71,0.250239829406562
248203,2006,22,2,1,63,-2.44688121330619
248204,2010,22,2,1,71,0.183834616323276
248301,2006,24,2,1,67,-1.16259317081087
248302,2010,16,2,2,66,0.55053829244556
248401,2008,23,2,1,72,0.573494841913946
248501,2006,23,2,1,73,0.89674985442133
248802,2002,24,2,1,70,-0.1624455367281
248803,2002,22,2,1,65,-1.78920225589883
248804,1998,16,2,2,62,-0.889773376041261
249201,2010,21,2,2,64,-0.191086130713889
249202,2010,19,2,1,70,-0.0607197963066047
249203,2010,17,2,2,66,0.474020642707521
249601,1996,18,2,1,73,0.914152765875814
249901,2004,24,2,1,73,0.837702097354673
249902,2006,23,2,1,76,1.86651489194348
250101,2010,24,2,2,65,0.15908362877823
250501,2000,24,2,2,68,1.2535066840321
250502,2008,23,2,1,74,1.22000486692871
250701,2008,23,2,2,65,0.148271792649979
250702,2008,19,2,2,64,-0.222753168768175
251001,2010,20,2,2,61,-1.27926458342596
251401,2008,24,2,1,72,0.504319552660416
251402,2010,21,2,2,66,0.489423327229364
251501,2006,19,2,1,74,1.20225196687077
252101,2010,22,2,1,73,0.841513573730643
252102,2010,18,2,2,69,1.54791437360958
252301,2002,24,2,2,63,-0.570531741391015
252302,2004,23,2,2,64,-0.180044319646401
252303,2008,24,2,1,71,0.170937007966158
252501,1996,21,2,1,73,0.86854849185133
252502,2002,24,2,2,64,-0.205724056306393
252801,1994,17,2,1,76,1.9610502224242
252802,2010,24,2,2,63,-0.570531741391015
252901,2010,22,2,1,70,-0.145004862380408
252902,2010,18,2,1,68,-0.773513878817999
253001,2010,19,2,1,74,1.20225196687077
253603,2004,24,2,2,64,-0.205724056306393
253604,2006,24,2,2,63,-0.570531741391015
253801,2010,24,2,2,68,1.2535066840321
253802,2010,21,2,1,73,0.86854849185133
253803,2010,16,2,2,62,-0.889773376041261
254201,2010,23,2,1,71,0.250239829406562
254202,2010,18,2,1,71,0.239086107998289
254401,2010,24,2,2,61,-1.30014711156026
254402,2010,20,2,1,72,0.49798167713349
254901,2010,23,2,2,63,-0.508360431942781
254902,2010,20,2,2,66,0.499800709181719
255101,2010,20,2,2,59,-1.99089070046903
255201,2010,20,2,1,71,0.169303840381376
255901,2006,24,2,1,76,1.83784973143745
255902,2008,24,2,1,66,-1.49597571550513
255903,2010,23,2,2,64,-0.180044319646401
256001,2008,24,2,1,68,-0.829210626116616
256002,2010,24,2,2,67,0.888698998947474
256401,2006,23,2,2,67,0.804904017242739
256402,2008,23,2,2,66,0.476587904946359
256403,2010,23,2,2,68,1.13322012953912
256404,2010,21,2,2,68,1.16993278517262
256501,2010,22,2,2,64,-0.211993099327904
256502,2008,19,2,1,71,0.255023144487738
256503,2010,17,2,1,71,0.342578389371036
256601,2010,23,2,2,71,2.11816846642826
256701,2010,17,2,1,74,1.31366148920293
256901,2008,23,2,2,73,2.77480069102102
256902,2010,23,2,2,64,-0.180044319646401
257001,2006,23,2,1,72,0.573494841913946
257002,2010,22,2,2,67,0.879081823385459
257301,2008,24,2,2,66,0.523891313862852
257701,2006,24,2,1,71,0.170937007966158
257702,2004,21,2,2,68,1.16993278517262
258001,2010,22,2,2,63,-0.575684740232358
258801,2010,20,2,1,75,1.48401518738983
259101,2006,24,2,1,70,-0.1624455367281
259201,2004,22,2,2,65,0.15169854157655
259601,1998,20,2,1,67,-1.14540750662708
259903,2008,22,2,1,73,0.841513573730643
260501,2010,24,2,2,68,1.2535066840321
260601,2006,18,2,1,72,0.576619436937051
260602,2010,20,2,2,66,0.499800709181719
260701,2010,20,2,1,70,-0.159373996370738
260702,2010,18,2,2,66,0.485083370596015
261501,2010,24,2,2,61,-1.30014711156026
261502,2010,21,2,1,71,0.220360867777522
261503,2010,20,2,1,70,-0.159373996370738
262301,2004,23,2,2,65,0.148271792649979
262901,2002,24,2,1,73,0.837702097354673
263501,2008,23,2,1,67,-1.04278022062297
263801,2006,20,2,2,62,-0.923451524904423
264001,2000,23,2,1,68,-0.719525208115589
264002,1998,18,2,1,67,-1.11104720775676
264501,2004,24,2,2,63,-0.570531741391015
264502,2010,24,2,2,66,0.523891313862852
264601,2008,22,2,1,72,0.512674095026959
265101,2006,24,2,1,72,0.504319552660416
265201,2010,21,2,1,71,0.220360867777522
265202,2010,17,2,1,73,0.989967122592301
265401,2008,23,2,2,61,-1.16499265653554
265402,2010,23,2,2,59,-1.8216248811283
265403,2010,17,2,2,66,0.474020642707521
265501,2010,21,2,1,69,-0.427826756296287
265502,2010,20,2,1,64,-2.13144101688342
265503,2010,19,2,2,65,0.12173132352184
265504,2010,18,2,1,74,1.25168609481458
265505,2010,17,2,2,65,0.132011695342728
265901,2006,23,2,1,69,-0.396270195608205
265902,2010,22,2,2,61,-1.30306802204127
266201,2006,24,2,1,70,-0.1624455367281
266202,2008,24,2,2,64,-0.205724056306393
266203,2010,24,2,1,69,-0.495828081422358
266301,2004,23,2,2,61,-1.16499265653554
266302,2006,23,2,2,65,0.148271792649979
266303,2008,24,2,2,64,-0.205724056306393
266304,2008,21,2,1,66,-1.400108192407
266305,2008,16,2,2,67,0.910616209567265
266306,2010,16,2,1,68,-0.493689542068506
266401,2002,24,2,1,64,-2.16274080489365
266901,2010,24,2,1,65,-1.82935826019939
266902,2010,19,2,2,59,-1.94517563021825
267001,2006,24,2,2,62,-0.935339426475638
267002,2008,21,2,1,70,-0.103732944259383
267201,2002,23,2,2,64,-0.180044319646401
267202,2008,24,2,2,62,-0.935339426475638
267501,2004,23,2,1,64,-2.01254525814512
267502,2008,24,2,1,67,-1.16259317081087
267503,2010,16,2,1,66,-1.1166380530523
267701,2010,23,2,2,64,-0.180044319646401
267702,2010,20,2,1,67,-1.14540750662708
267901,2004,24,2,1,71,0.170937007966158
267902,2006,24,2,1,68,-0.829210626116616
267903,2010,24,2,1,75,1.50446718674319
267904,2010,22,2,1,68,-0.802683819787775
267905,2010,21,2,1,70,-0.103732944259383
267906,2010,18,2,2,62,-0.932024633422066
268001,2010,19,2,2,69,1.4996692926819
268002,2010,18,2,1,72,0.576619436937051
268101,2010,24,2,1,67,-1.16259317081087
268102,2010,17,2,2,59,-1.92004198884603
268301,2002,23,2,1,68,-0.719525208115589
268302,2008,24,2,2,64,-0.205724056306393
268303,2008,23,2,1,69,-0.396270195608205
268901,2010,20,2,2,64,-0.211825407861352
268902,2010,18,2,1,69,-0.435980549879237
269001,2004,23,2,1,66,-1.36603523313036
269002,2010,22,2,1,62,-2.77572069200988
269003,2010,17,2,2,60,-1.57803304148124
269101,2010,23,2,2,64,-0.180044319646401
269102,2010,20,2,2,65,0.143987650660184
269201,2004,23,2,1,65,-1.68929024563774
269202,2010,24,2,1,67,-1.16259317081087
269801,2004,23,2,1,68,-0.719525208115589
269901,2006,23,2,1,70,-0.0730151831008213
270001,2010,21,2,1,67,-1.0760143803701
270002,2010,17,2,1,67,-0.952199077071496
270401,2006,18,2,1,65,-1.78611386563429
270501,2004,24,2,2,65,0.15908362877823
270502,2006,23,2,2,63,-0.508360431942781
270601,2010,17,2,2,63,-0.552006199386858
270602,2010,17,2,1,71,0.342578389371036
270901,2006,23,2,1,65,-1.68929024563774
271001,2008,24,2,2,65,0.15908362877823
271002,2010,22,2,1,70,-0.145004862380408
271201,2010,22,2,2,63,-0.575684740232358
271202,2008,18,2,1,68,-0.773513878817999
271203,2010,18,2,1,65,-1.78611386563429
272001,2000,24,2,2,60,-1.66495479664488
272003,2004,23,2,2,60,-1.49330876883192
272201,2004,23,2,1,74,1.22000486692871
272301,2010,16,2,1,73,1.06368173539097
272302,2010,16,2,2,62,-0.889773376041261
272901,1998,20,2,1,68,-0.816729669874966
272902,2004,23,2,2,63,-0.508360431942781
273101,2010,21,2,1,74,1.19264230388823
273102,2010,18,2,2,68,1.19363737260506
273501,2008,23,2,1,69,-0.396270195608205
273601,2004,23,2,2,66,0.476587904946359
273701,2002,21,2,1,72,0.544454679814426
273702,2008,24,2,1,69,-0.495828081422358
273703,2010,22,2,1,72,0.512674095026959
273901,2010,17,2,1,74,1.31366148920293
274001,2010,19,2,1,67,-1.00794861868963
274201,1996,18,2,2,65,0.130806369591495
274202,2010,23,2,1,73,0.89674985442133
274301,2006,24,2,2,68,1.2535066840321
274302,2010,19,2,2,65,0.12173132352184
274401,2010,23,2,2,66,0.476587904946359
274601,2000,23,2,2,58,-2.14994099342468
274602,2004,22,2,1,69,-0.473844341084092
274801,2002,20,2,2,68,1.21142682622479
274802,2010,24,2,1,73,0.837702097354673
275301,2004,24,2,2,64,-0.205724056306393
275302,2008,24,2,1,76,1.83784973143745
275702,2000,16,2,1,72,0.752207479899074
275801,2004,22,2,2,64,-0.211993099327904
275802,2010,23,2,1,69,-0.396270195608205
276901,2006,24,2,2,63,-0.570531741391015
276902,2008,24,2,1,68,-0.829210626116616
276903,2010,20,2,1,69,-0.488051833122852
277001,2008,23,2,1,69,-0.396270195608205
277002,2010,18,2,1,69,-0.435980549879237
277003,2010,18,2,2,62,-0.932024633422066
277101,2004,23,2,1,66,-1.36603523313036
277102,2010,22,2,1,69,-0.473844341084092
277103,2010,20,2,2,64,-0.211825407861352
277501,2004,23,2,1,71,0.250239829406562
277502,2010,21,2,2,68,1.16993278517262
277801,2002,23,2,2,66,0.476587904946359
277802,2010,17,2,1,67,-0.952199077071496
277803,2010,16,2,1,71,0.440733224407179
278101,2004,24,2,2,71,2.34792973928596
278102,2006,23,2,2,70,1.78985235413188
278103,2008,22,2,2,69,1.60646510519437
278401,2010,24,2,2,70,1.98312205420134
278501,2002,22,2,1,74,1.17035305243433
279001,2010,24,2,2,65,0.15908362877823
279201,2000,21,2,1,72,0.544454679814426
279202,2004,21,2,1,70,-0.103732944259383
279203,2010,23,2,2,63,-0.508360431942781
279501,2002,23,2,2,66,0.476587904946359
279502,2004,24,2,2,63,-0.570531741391015
279503,2004,23,2,2,60,-1.49330876883192
279504,2008,23,2,2,57,-2.47825710572106
280401,2010,19,2,2,65,0.12173132352184
280402,2010,16,2,1,66,-1.1166380530523
280801,2006,23,2,1,69,-0.396270195608205
280901,2004,23,2,1,76,1.86651489194348
280902,2008,24,2,2,65,0.15908362877823
281401,2010,23,2,2,62,-0.836676544239161
281402,2010,19,2,1,72,0.570766085282081
281701,2004,23,2,2,63,-0.508360431942781
281702,2002,21,2,2,66,0.489423327229364
281703,2008,24,2,1,68,-0.829210626116616
281801,2010,23,2,1,71,0.250239829406562
281802,2010,19,2,2,66,0.466215815811856
282301,2008,24,2,2,64,-0.205724056306393
282302,2008,21,2,1,74,1.19264230388823
282601,2010,20,2,2,62,-0.923451524904423
282602,2010,19,2,1,67,-1.00794861868963
282603,2010,18,2,2,61,-1.28630163442659
282801,2004,24,2,1,65,-1.82935826019939
282802,2004,23,2,2,61,-1.16499265653554
282803,2006,23,2,1,65,-1.68929024563774
282901,2010,21,2,1,64,-2.04829581648081
282902,2010,20,2,2,62,-0.923451524904423
283401,2002,23,2,2,62,-0.836676544239161
283402,2004,24,2,1,66,-1.49597571550513
283501,2008,23,2,1,74,1.22000486692871
283502,2010,22,2,2,64,-0.211993099327904
284101,2006,23,2,1,71,0.250239829406562
284102,2010,24,2,2,68,1.2535066840321
284103,2010,22,2,1,73,0.841513573730643
285501,2006,21,2,1,75,1.51673611592514
285502,2006,19,2,2,68,1.15518480039189
285503,2008,16,2,2,63,-0.529695458919556
287701,2010,19,2,2,68,1.15518480039189
287801,1994,19,2,1,63,-2.270920381867
287803,2004,23,2,2,60,-1.49330876883192
287804,2008,24,2,2,61,-1.30014711156026
287805,2010,20,2,1,73,0.826659513885604
287806,2010,18,2,1,67,-1.11104720775676
287901,2008,24,2,2,65,0.15908362877823
287902,2008,16,2,1,68,-0.493689542068506
288001,2010,24,2,1,73,0.837702097354673
288002,2010,19,2,2,64,-0.222753168768175
288301,2006,16,2,1,70,0.129258968915284
288501,2008,24,2,2,67,0.888698998947474
288502,2010,23,2,2,66,0.476587904946359
288503,2010,16,2,1,69,-0.182215286576611
288601,2000,24,2,1,70,-0.1624455367281
288602,2000,24,2,1,70,-0.1624455367281
288603,2002,24,2,1,74,1.17108464204893
290001,2008,18,2,1,74,1.25168609481458
290002,2008,16,2,2,65,0.190460375323854
290201,2010,19,2,2,66,0.466215815811856
290801,2010,21,2,2,67,0.829678056200991
290802,2010,19,2,1,73,0.886509026076423
290901,2008,22,2,2,64,-0.211993099327904
291101,2004,24,2,2,64,-0.205724056306393
291102,2006,18,2,1,73,0.914152765875814
291103,2010,18,2,2,65,0.130806369591495
291104,2010,16,2,2,62,-0.889773376041261
291801,2010,23,2,2,66,0.476587904946359
291802,2010,21,2,2,64,-0.191086130713889
292801,2010,19,2,2,61,-1.25620664563822
292802,2010,17,2,1,71,0.342578389371036
293601,2010,19,2,2,65,0.12173132352184
294601,2010,16,2,1,73,1.06368173539097
294801,2006,24,2,1,73,0.837702097354673
294802,2008,24,2,1,70,-0.1624455367281
294803,2010,24,2,2,66,0.523891313862852
294804,2010,18,2,2,66,0.485083370596015
294901,2010,23,2,2,67,0.804904017242739
294902,2010,22,2,1,74,1.17035305243433
294903,2010,20,2,2,66,0.499800709181719
295201,2010,19,2,2,65,0.12173132352184
296101,2010,24,2,1,69,-0.495828081422358
296102,2010,22,2,2,60,-1.66675966294572
296901,1998,16,2,2,66,0.55053829244556
297001,2004,23,2,2,59,-1.8216248811283
297002,2006,24,2,1,66,-1.49597571550513
297003,2008,24,2,1,67,-1.16259317081087
297801,2008,24,2,1,71,0.170937007966158
297802,2010,21,2,2,64,-0.191086130713889
297901,2010,19,2,2,62,-0.911722153348207
298301,2010,19,2,2,61,-1.25620664563822
299301,2010,24,2,2,64,-0.205724056306393
299501,2010,23,2,1,71,0.250239829406562
300401,1996,21,2,2,66,0.489423327229364
300402,2002,24,2,2,62,-0.935339426475638
300403,2008,23,2,1,69,-0.396270195608205
300404,2010,21,2,1,72,0.544454679814426
301001,2010,19,2,2,67,0.810700308101872
301101,2010,20,2,1,68,-0.816729669874966
301102,2010,17,2,1,67,-0.952199077071496
301201,2010,17,2,1,71,0.342578389371036
301301,2010,21,2,2,64,-0.191086130713889
301401,2010,21,2,1,69,-0.427826756296287
302001,2010,18,2,1,64,-2.12364719457305
302101,2000,24,2,2,59,-2.0297624817295
302102,2002,24,2,2,67,0.888698998947474
302103,2010,18,2,2,63,-0.577747632417546
302301,2010,20,2,2,65,0.143987650660184
302302,2010,17,2,1,72,0.666272755981668
302501,2006,23,2,2,61,-1.16499265653554
302502,2008,24,2,2,63,-0.570531741391015
302702,2004,22,2,1,67,-1.13152329849146
302703,2010,22,2,1,66,-1.46036277719514
302704,2010,19,2,2,62,-0.911722153348207
303501,2004,23,2,2,66,0.476587904946359
303502,2010,19,2,1,66,-1.32369155948398
303503,2010,18,2,2,62,-0.932024633422066
303504,2010,17,2,2,60,-1.57803304148124
303601,2002,24,2,1,74,1.17108464204893
303602,2004,24,2,1,74,1.17108464204893
304102,2004,24,2,2,68,1.2535066840321
304103,2010,21,2,1,72,0.544454679814426
304104,2010,19,2,1,70,-0.0607197963066047
304201,2010,23,2,2,63,-0.508360431942781
304301,2010,22,2,2,64,-0.211993099327904
304501,1996,19,2,1,68,-0.69220567789529
304502,2002,24,2,2,66,0.523891313862852
304503,2006,24,2,2,62,-0.935339426475638
304504,2010,24,2,2,64,-0.205724056306393
304602,1996,21,2,1,71,0.220360867777522
304603,2002,23,2,2,63,-0.508360431942781
304604,2004,24,2,2,70,1.98312205420134
304605,2010,24,2,1,73,0.837702097354673
304701,2000,23,2,2,68,1.13322012953912
304901,2008,18,2,2,60,-1.64057863543111
305102,2004,23,2,1,67,-1.04278022062297
305401,2010,21,2,1,68,-0.751920568333191
305402,2010,19,2,1,61,-2.90240626345569
305403,2010,18,2,2,62,-0.932024633422066
305701,2000,24,2,1,69,-0.495828081422358
305702,2006,24,2,1,66,-1.49597571550513
305801,2002,24,2,1,69,-0.495828081422358
305802,2004,23,2,2,65,0.148271792649979
305803,2004,21,2,2,66,0.489423327229364
305804,2010,22,2,1,72,0.512674095026959
305805,2010,18,2,2,68,1.19363737260506
306101,2010,17,2,2,67,0.816029590072314
306601,2004,24,2,1,76,1.83784973143745
306602,2010,24,2,2,72,2.71273742437059
306802,2002,21,2,2,67,0.829678056200991
306901,2006,23,2,1,68,-0.719525208115589
306902,2010,22,2,1,69,-0.473844341084092
307301,2010,16,2,2,67,0.910616209567265
307401,2002,17,2,1,68,-0.628504710460863
307501,2004,23,2,1,69,-0.396270195608205
307901,2008,23,2,2,66,0.476587904946359
308001,2010,20,2,2,64,-0.211825407861352
308101,2010,24,2,2,61,-1.30014711156026
309301,2008,24,2,2,65,0.15908362877823
309302,2010,23,2,2,61,-1.16499265653554
309501,2000,24,2,1,74,1.17108464204893
309502,2002,23,2,1,70,-0.0730151831008213
309601,2004,21,2,2,64,-0.191086130713889
309602,2010,24,2,1,70,-0.1624455367281
309801,2010,23,2,2,68,1.13322012953912
309802,2010,18,2,2,66,0.485083370596015
309901,2010,16,2,2,69,1.63077204381068
310101,2008,24,2,2,67,0.888698998947474
310102,2008,23,2,2,59,-1.8216248811283
310103,2010,23,2,2,66,0.476587904946359
310501,2004,23,2,2,63,-0.508360431942781
310502,2010,22,2,1,74,1.17035305243433
310701,2010,21,2,1,70,-0.103732944259383
310802,2010,24,2,1,68,-0.829210626116616
310803,2010,18,2,2,58,-2.34913263744015
311101,2010,24,2,2,63,-0.570531741391015
311102,2010,21,2,1,69,-0.427826756296287
311301,2004,24,2,2,61,-1.30014711156026
311302,2006,23,2,1,70,-0.0730151831008213
312101,2006,24,2,1,73,0.837702097354673
312102,2004,20,2,1,73,0.826659513885604
312103,2010,19,2,2,65,0.12173132352184
312201,2010,24,2,1,70,-0.1624455367281
312202,2010,16,2,2,66,0.55053829244556
312901,2008,17,2,2,64,-0.209997252022065
314501,2010,17,2,1,69,-0.30481034385023
315101,2008,22,2,2,65,0.15169854157655
315102,2008,22,2,2,65,0.15169854157655
315103,2010,20,2,1,68,-0.816729669874966
315401,2010,21,2,1,67,-1.0760143803701
315402,2006,16,2,1,69,-0.182215286576611
315403,2010,16,2,2,62,-0.889773376041261
315501,2008,19,2,2,62,-0.911722153348207
315502,2010,19,2,1,69,-0.376462737100947
315503,2010,16,2,1,70,0.129258968915284
315601,2010,16,2,1,67,-0.805163797560401
316201,2010,19,2,1,70,-0.0607197963066047
316202,2010,16,2,1,70,0.129258968915284
316301,1998,18,2,1,70,-0.098447220940474
316302,2008,24,2,1,73,0.837702097354673
316303,2010,22,2,2,65,0.15169854157655
316401,2008,24,2,1,70,-0.1624455367281
316402,2010,23,2,2,65,0.148271792649979
317801,2006,23,2,2,60,-1.49330876883192
317901,2010,19,2,1,72,0.570766085282081
318201,2010,16,2,1,74,1.37515599088286
319001,2006,23,2,2,63,-0.508360431942781
319002,2010,21,2,2,64,-0.191086130713889
319701,2006,22,2,1,72,0.512674095026959
319702,2008,23,2,2,63,-0.508360431942781
319801,2004,24,2,1,70,-0.1624455367281
319802,2006,24,2,1,68,-0.829210626116616
320101,2006,24,2,1,74,1.17108464204893
320102,2010,23,2,2,62,-0.836676544239161
320103,2010,18,2,1,71,0.239086107998289
320401,2010,21,2,2,65,0.149168598257737
320601,2010,16,2,2,70,1.99084996093238
322101,2010,22,2,2,67,0.879081823385459
322501,2010,24,2,1,72,0.504319552660416
322502,2010,22,2,2,65,0.15169854157655
322503,2010,20,2,2,63,-0.567638466382888
322504,2008,17,2,1,61,-2.89436527673529
323701,2006,24,2,2,63,-0.570531741391015
324201,2010,21,2,1,70,-0.103732944259383
324202,2010,18,2,2,69,1.54791437360958
324301,2008,23,2,1,73,0.89674985442133
324302,2010,23,2,2,69,1.4615362418355
324303,2010,20,2,1,71,0.169303840381376
324401,2010,18,2,1,68,-0.773513878817999
324801,2010,21,2,1,71,0.220360867777522
324802,2010,18,2,2,66,0.485083370596015
325001,2008,23,2,1,71,0.250239829406562
325002,2010,23,2,1,73,0.89674985442133
325003,2008,17,2,2,66,0.474020642707521
325004,2010,17,2,2,64,-0.209997252022065
325201,2006,24,2,1,67,-1.16259317081087
325202,2010,20,2,1,69,-0.488051833122852
325301,2010,20,2,2,63,-0.567638466382888
325401,2010,19,2,2,65,0.12173132352184
325901,2000,22,2,1,78,2.48571096724906
325902,2004,23,2,1,67,-1.04278022062297
325903,2006,23,2,1,68,-0.719525208115589
325904,2008,24,2,2,63,-0.570531741391015
326001,2002,24,2,1,72,0.504319552660416
326002,2002,22,2,1,64,-2.11804173460251
326802,2010,24,2,1,71,0.170937007966158
326805,2010,21,2,1,70,-0.103732944259383
326806,2010,19,2,2,62,-0.911722153348207
326807,2010,17,2,1,68,-0.628504710460863
326901,2010,24,2,1,75,1.50446718674319
327301,2006,24,2,1,75,1.50446718674319
327302,2006,21,2,2,67,0.829678056200991
328701,2006,24,2,2,68,1.2535066840321
329301,2000,20,2,1,72,0.49798167713349
329302,2004,19,2,2,65,0.12173132352184
330301,2006,23,2,2,68,1.13322012953912
330302,2008,24,2,2,66,0.523891313862852
330303,2010,22,2,2,70,1.97015674609882
330401,2010,16,2,1,70,0.129258968915284
330601,2004,23,2,1,69,-0.396270195608205
330602,2006,24,2,1,70,-0.1624455367281
331201,2006,24,2,1,74,1.17108464204893
331501,1996,22,2,1,71,0.183834616323276
331502,2000,24,2,2,62,-0.935339426475638
331503,2002,24,2,2,64,-0.205724056306393
331504,2004,24,2,2,62,-0.935339426475638
331505,2006,23,2,2,62,-0.836676544239161
331506,2008,24,2,1,67,-1.16259317081087
331602,2004,24,2,2,64,-0.205724056306393
331604,2010,21,2,1,67,-1.0760143803701
331702,2004,24,2,1,71,0.170937007966158
331703,2004,24,2,1,67,-1.16259317081087
331704,2006,24,2,1,68,-0.829210626116616
332101,2008,24,2,2,66,0.523891313862852
332102,2008,23,2,1,68,-0.719525208115589
332201,2010,18,2,2,67,0.839360371600536
332501,1996,17,2,2,60,-1.57803304148124
333801,2010,16,2,1,70,0.129258968915284
334201,2010,19,2,2,64,-0.222753168768175
334701,2008,24,2,1,70,-0.1624455367281
334702,2010,24,2,2,66,0.523891313862852
334801,1998,21,2,1,73,0.86854849185133
334802,2006,24,2,2,65,0.15908362877823
334805,2006,17,2,1,68,-0.628504710460863
335001,2010,16,2,1,67,-0.805163797560401
335501,2010,24,2,2,64,-0.205724056306393
335502,2010,22,2,1,68,-0.802683819787775
335503,2010,19,2,2,64,-0.222753168768175
335801,2010,20,2,1,72,0.49798167713349
335802,2010,17,2,1,70,0.0188840227604028
336001,2010,17,2,1,71,0.342578389371036
336301,2010,21,2,1,70,-0.103732944259383
336302,2010,19,2,1,68,-0.69220567789529
336401,2010,18,2,2,64,-0.223470631413025
336402,2010,16,2,1,72,0.752207479899074
336501,2010,18,2,2,63,-0.577747632417546
336502,2010,17,2,1,73,0.989967122592301
336503,2010,16,2,1,74,1.37515599088286
336901,2010,21,2,2,69,1.51018751414424
336902,2010,18,2,1,67,-1.11104720775676
337101,2006,24,2,2,62,-0.935339426475638
337104,2010,20,2,1,72,0.49798167713349
