"ID","Afqt80","Afqt89","Afqt06"
"11842","69","80","85222"
"11843",".",".","."
"11844","13","21","23172"
"11845","38","46","47552"
"11846","8","10","9003"
"11847","51","55","55125"
"11848","42","45","48795"
"11849","11","10","14611"
"11850","16","23","24520"
"11851","66","67","67970"
"11852","73","74","81309"
"11853","49","51","62053"
"11854","75","69","68817"
"11855","18","17","22504"
"11856","17","13","19400"
"11857",".",".","70946"
"11858","53","39","37279"
"11859","6","2","4896"
"11860","71","67","61243"
"11861","39","30","30814"
"11862","57","72","59342"
"11863","71","77","78549"
"11864","12","14","16885"
"11865","59","61","75534"
"11866","57","56","53834"
"11867","16","16","18000"
"11868","46","46","54370"
"11869","79","86","83763"
"11870","59","68","72983"
"11871","71","81","88152"
"11872","90","92","81931"
"11873","35","40","37469"
"11874","74","59","52296"
"11875","68","58","63866"
"11876","30","31","30891"
"11877","20","15","21150"
"11878","27","27","39427"
"11879","57","54","63777"
"11880","28","37","44032"
"11881","81","95","92255"
"11882","86","91","89699"
"11883","49","68","75428"
"11884","26","27","18231"
"11885","23","21","31039"
"11886","78","80","79197"
"11887","75","66","61341"
"11888","37","42","39393"
"11889","53","53","68263"
"11890","1","1","1779"
"11891","4","8","4028"
"11892","98","93","92067"
"11893","96","95","94632"
"11894","63","61","55742"
"11895",".",".","."
"11896",".",".","."
"11897","83","94","96751"
"11898","89","84","80758"
"11899","55","61","70501"
"11900",".",".","."
"11901","34","37","36943"
"11902","52","45","39267"
"11903","5","6","3969"
"11904","6","6","6610"
"11905","43","43","43256"
"11906","91","84","85185"
"11907","65","77","72402"
"11908",".",".","."
"11909","38","42","51061"
"11910","44","35","39959"
"11911","51","70","56834"
"11912","33","44","51878"
"11913","38","41","41570"
"11914","26","27","27574"
"11915","38","32","42503"
"11916","32","32","45787"
"11917","83","67","62412"
"11918","93","90","89086"
"11919","82","88","95601"
"11920","70","73","83021"
"11921","89","84","74201"
"11922","58","66","71663"
"11923","36","44","45430"
"11924","98","91","91057"
"11925","85","69","70000"
"11926","83","82","86514"
"11927","20","13","12015"
"11928","19","17","23467"
"11929","88","95","93914"
"11930","9","7","8718"
"11931","28","21","20715"
"11932","13","12","9829"
"11933","8","11","10208"
"11934","13","13","12465"
"11935","12","10","10590"
"11936","47","37","38717"
"11937","19","13","12877"
"11938","6","7","3947"
"11939","24","27","27064"
"11940","65","55","48739"
"11941","22","25","36721"
"11942","30","46","52131"
"11943",".",".","."
"11944","28","32","37482"
"11945","10","7","15874"
"11946",".",".","."
"11947","13","12","10751"
"11948","67","54","54283"
"11949","17","15","20859"
"11950","11","13","6732"
"11951","11","5","5413"
"11952","2","5","7419"
"11953","30","29","19822"
"11954","5","5","5172"
"11955","72","68","72750"
"11956","50","47","47974"
"11957","35","39","37125"
"11958","25","27","42412"
"11959","70","79","81450"
"11960","22","23","28278"
"11961","20","18","24733"
"11962","93","88","87828"
"11963","70","79","89793"
"11964","83","85","90147"
"11965","91","88","75807"
"11966","92","92","95014"
"11967","28","35","40616"
"11968","16","9","14354"
"11969","2","2","1467"
"11970","21","25","18459"
"11971","26","18","24339"
"11972","36","43","37918"
"11973","50","53","60113"
"11974",".",".","."
"11975","14","18","22133"
"11976","6","9","20201"
"11977","32","35","37452"
"11978","10","14","19238"
"11979","22","16","10752"
"11980","3","4","1821"
"11981","1","1","332"
"11982",".",".","."
"11983","3","1","962"
"11984","33","35","34721"
"11985","32","43","44128"
"11986",".",".","."
"11987","58","52","46201"
"11988","74","73","63559"
"11989","47","51","53004"
"11990","96","92","85632"
"11991","20","19","22235"
"11992","51","59","65990"
"11993","42","29","36867"
"11994","37","48","53337"
"11995","31","32","45263"
"11996","35","35","32146"
"11997","13","11","19617"
"11998","91","87","88703"
"11999","79","87","81356"
"12000","77","76","56178"
"12001","80","88","92465"
"12002","94","94","96046"
"12003","45","41","52133"
"12004","32","33","33085"
"12005","38","41","39556"
"12006","67","76","59085"
"12007","17","19","22844"
"12008","46","38","38202"
"12009","55","47","51550"
"12010","71","81","83535"
"12011","5","8","8125"
"12012","73","82","76322"
"12013","45","49","61527"
"12014","64","66","80790"
"12015","30","35","44696"
"12016","81","73","70816"
"12017","28","45","30120"
"12018","96","95","94157"
"12019","55","57","69997"
"12020","89","86","85439"
"12021","89","80","82756"
"12022","77","64","54756"
"12023","71","66","74585"
"12024",".",".","."
"12025",".",".","."
"12026",".",".","."
"12027","86","80","93177"
"12028","25","30","39966"
"12029","75","68","69492"
"12030",".",".","."
"12031","63","61","66317"
"12032","9","11","14177"
"12033","43","48","50336"
"12034","83","82","72753"
"12035","68","58","64136"
"12036","88","85","81701"
"12037","8","10","6594"
"12038","48","50","66912"
"12039","57","61","65528"
"12040","19","22","33691"
"12041","16","13","16707"
"12042","10","7","8479"
"12043","1","1","5867"
"12044","35","34","41848"
"12045","97","95","87993"
"12046","84","82","81954"
"12047","57","64","71275"
"12048","29","46","62162"
"12049","96","94","98495"
"12050","49","34","29860"
"12051",".",".","."
"12052","57","77","68169"
"12053","49","58","58600"
"12054","91","81","83962"
"12055","58","53","49365"
"12056","72","75","76886"
"12057","47","46","58250"
"12058","62","53","57221"
"12059","99","97","96370"
"12060",".",".","."
"12061","82","82","88136"
"12062","10","3","1350"
"12063","96","96","98123"
"12064","97","98","91448"
"12065","37","41","45810"
"12066","23","32","26619"
"12067","65","78","73579"
"12068","70","84","88023"
"12069","56","62","77440"
"12070","43","51","50856"
"12071","94","95","94012"
"12072","84","84","70510"
"12073","35","33","32706"
"12074","40","52","62891"
"12075","96","96","94368"
"12076","55","59","58498"
"12077","74","91","88938"
"12078","57","75","85714"
"12079","8","10","6164"
"12080","58","48","41604"
"12081","57","64","55226"
"12082","42","40","33649"
"12083","35","36","42237"
"12084","57","56","56342"
"12085","15","15","15193"
"12086","32","26","27908"
"12087","22","25","18164"
"12088","88","96","97573"
"12089","55","47","63613"
"12090","42","44","53959"
"12091","5","7","10556"
"12092","56","45","53775"
"12093","40","47","59265"
"12094","26","25","30965"
"12095","77","78","69959"
"12096","74","70","78152"
"12097","32","29","36668"
"12098","67","84","82763"
"12099","55","70","88359"
"12100","54","51","51243"
"12101","80","91","85384"
"12102","51","69","62246"
"12103","15","12","8052"
"12104","66","84","83988"
"12105",".",".","."
"12106","58","62","76524"
"12107",".",".","."
"12108","43","37","29096"
"12109","22","24","29938"
"12110","30","51","56116"
"12111",".",".","."
"12112","17","18","25021"
"12113","71","72","64178"
"12114","59","52","55171"
"12115","69","53","58643"
"12116","71","72","74244"
"12117","2","2","4218"
"12118","4","4","3121"
"12119","69","62","54283"
"12120","26","32","24050"
"12121","35","32","25567"
"12122","22","23","20531"
"12123","13","10","7223"
"12124","2","7","2763"
"12125","12","18","15881"
"12126","8","9","10695"
"12127","11","18","18781"
"12128","48","59","64324"
"12129","53","78","72169"
"12130","22","23","27983"
"12131","25","27","32593"
"12132","1","1","2652"
"12133","17","19","22983"
"12134","9","10","22446"
"12135","7","8","10769"
"12136","17","17","17469"
"12137","40","30","33411"
"12138","29","32","40280"
"12139","17","21","29169"
"12140","27","35","31207"
"12141","39","49","63958"
"12142","16","23","25268"
"12143","10","13","18221"
"12144","12","13","33640"
"12145","32","29","36797"
"12146","17","13","14647"
"12147","19","18","25624"
"12148","7","4","13273"
"12149","65","65","55854"
"12150","46","40","36934"
"12151",".",".","."
"12152",".",".","."
"12153","94","92","86029"
"12154","32","27","33722"
"12155","28","25","41062"
"12156","34","29","37084"
"12157","39","26","35318"
"12158","3","2","387"
"12159","17","20","33125"
"12160","12","7","11753"
"12161","19","16","16051"
"12162","38","26","28366"
"12163","67","74","78009"
"12164","53","51","60985"
"12165",".",".","."
"12166","34","33","36140"
"12167",".",".","."
"12168","52","49","47111"
"12169","7","9","13434"
"12170","30","27","42799"
"12171","7","10","18021"
"12172","2","1","1588"
"12173","16","11","7786"
"12174",".",".","."
"12175","15","18","10417"
"12176","10","12","12241"
"12177","17","10","20237"
"12178","4","7","12200"
"12179","59","68","60412"
"12180","46","56","60125"
"12181","30","22","24994"
"12182","87","78","78359"
"12183","57","58","70956"
"12184","9","1","3773"
"12185","8","14","11916"
"12186","1","5","7688"
"12187","1","1","1070"
"12188","21","12","13859"
"12189","25","18","21449"
"12190","39","38","45654"
"12191","16","8","7163"
"12192",".",".","."
"12193","8","9","10672"
"12194","31","35","29438"
"12195","77","75","73690"
"12196","4","4","5764"
"12197","31","36","47599"
"12198","88","82","82454"
"12199","15","21","28047"
"12200","19","13","31088"
"12201","9","5","7309"
"12202","1","1","1249"
"12203","17","18","13645"
"12204","14","16","21064"
"12205","1","1","2676"
"12206","96","91","96461"
"12207","46","37","38144"
"12208","30","26","33337"
"12209","14","13","17279"
"12210","25","24","32171"
"12211","13","17","27607"
"12212","4","5","1118"
"12213",".",".","."
"12214","6","11","9007"
"12215","38","29","30682"
"12216",".",".","."
"12217","14","13","7044"
"12218","8","7","10266"
"12219","4","6","16461"
"12220",".",".","."
"12221","57","59","39841"
"12222","1","1","206"
"12223","2","4","1756"
"12224","15","18","20195"
"12225","57","56","67812"
"12226","11","9","9787"
"12227","49","50","50461"
"12228","38","36","41791"
"12229","44","49","60275"
"12230","28","29","28374"
"12231","68","61","55988"
"12232","69","54","46774"
"12233","21","23","21676"
"12234","75","80","87540"
"12235","50","61","69833"
"12236","24","25","24358"
"12237","3","4","5956"
"12238","8","11","9740"
"12239","14","21","28147"
"12240","17","19","30566"
"12241","12","8","8048"
"12242","8","5","3373"
"12243","30","29","19960"
"12244","66","79","80693"
"12245","72","70","76200"
"12246","72","65","59725"
"12247","24","26","21713"
"12248","49","34","40419"
"12249","89","89","90374"
"12250","85","86","85508"
"12251","99","96","91376"
"12252","95","94","91791"
"12253",".",".","."
"12254","21","25","23066"
"12255","46","54","56305"
"12256","32","25","24827"
"12257","23","24","33949"
"12258","23","19","21811"
"12259","81","80","76013"
"12260","87","87","92429"
"12261","3","2","616"
"12262","33","49","52047"
"12263",".",".","."
"12264","58","59","54409"
"12265","74","74","78779"
"12266","42","39","42157"
"12267","34","42","43756"
"12268","65","61","70920"
"12269","30","24","39412"
"12270","91","84","80602"
"12271","99","99","99003"
"12272","91","88","83310"
"12273","69","67","44521"
"12274","87","87","74048"
"12275","99","98","95608"
"12276","46","54","63209"
"12277","25","32","26916"
"12278","27","21","28024"
"12279","62","52","42195"
"12280","27","31","19957"
"12281","24","17","13613"
"12282","41","29","33225"
"12283","30","25","27757"
"12284","76","72","70098"
"12285","26","29","37380"
"12286","18","11","16760"
"12287","62","52","54436"
"12288",".",".","."
"12289","17","17","14198"
"12290","4","4","908"
"12291","7","8","9215"
"12292","46","50","51586"
"12293","9","10","9484"
"12294","27","26","23179"
"12295","68","69","80659"
"12296","4","6","9044"
"12297","11","12","16858"
"12298","64","74","79366"
"12299","7","6","3133"
"12300","1","4","4134"
"12301","30","27","33501"
"12302","3","2","2193"
"12303","21","19","20629"
"12304","4","3","3310"
"12305","12","10","12200"
"12306","42","35","37172"
"12307","20","19","26598"
"12308","14","17","25036"
"12309","9","13","19358"
"12310","1","1","0"
"12311","20","18","20751"
"12312","65","61","60842"
"12313","64","72","61504"
"12314",".",".","."
"12315","72","65","74123"
"12316","83","75","81567"
"12317",".",".","."
"12318","16","21","26864"
"12319","46","43","35042"
"12320","30","43","53440"
"12321","10","8","6395"
"12322","49","51","44195"
"12323","28","27","36245"
"12324","26","18","29493"
"12325","25","25","33549"
"12326","4","2","5784"
"12327","5","6","5694"
"12328","38","35","50319"
"12329","53","61","66809"
"12330","16","17","16318"
"12331","15","18","21884"
"12332","62","64","64333"
"12333","36","46","47635"
"12334","16","13","12238"
"12335",".",".","1869"
"12336","49","61","67385"
"12337","82","73","73857"
"12338","42","47","58531"
"12339","84","89","95597"
"12340","77","69","61261"
"12341","4","5","11512"
"12342","5","7","13187"
"12343","83","82","87805"
"12344","83","85","86968"
"12345","86","93","97922"
"12346","94","90","88523"
"12347","82","81","82453"
"12348","38","34","25616"
"12349","78","66","75852"
"12350","38","29","36969"
"12351","54","64","73604"
"12352","29","27","33189"
"12353","5","5","3907"
"12354","75","76","85509"
"12355","73","77","84481"
"12356","65","68","66607"
"12357","71","72","70685"
"12358","43","43","46260"
"12359","83","73","77781"
"12360","34","35","35506"
"12361","54","47","47564"
"12362","65","49","41163"
"12363","17","15","19556"
"12364","82","71","78380"
"12365","83","80","81504"
"12366","26","26","30129"
"12367","6","7","11180"
"12368","9","13","7682"
"12369","28","24","20602"
"12370","2","1","3188"
"12371",".",".","5498"
"12372","1","1","1281"
"12373","21","20","24289"
"12374",".",".","."
"12375","26","32","35385"
"12376","27","28","36552"
"12377","57","65","70223"
"12378","25","21","17559"
"12379","35","47","53719"
"12380","63","72","79163"
"12381","63","84","81026"
"12382","37","25","23878"
"12383","16","12","6307"
"12384","6","10","13912"
"12385","48","61","46380"
"12386","25","25","27375"
"12387","6","6","16013"
"12388","43","49","57902"
"12389","37","37","42867"
"12390","43","48","49939"
"12391","21","24","31213"
"12392","6","6","13379"
"12393","44","56","70186"
"12394","26","27","23877"
"12395","30","28","32035"
"12396","86","71","69991"
"12397","69","61","65150"
"12398","79","77","77317"
"12399","16","18","21364"
"12400","2","2","5379"
"12401","3","2","2435"
"12402","10","8","7310"
"12403","5","6","11927"
"12404","1","1","9717"
"12405",".",".","."
"12406","43","50","57594"
"12407","16","16","17396"
"12408","63","50","48874"
"12409","13","10","18526"
"12410","28","42","37118"
"12411","38","51","51868"
"12412","17","29","24641"
"12413","6","9","5414"
"12414","42","35","30929"
"12415","83","86","85333"
"12416","10","17","17642"
"12417","51","51","53167"
"12418","43","58","66960"
"12419","25","24","17261"
"12420","32","35","30033"
"12421","80","73","71668"
"12422","10","15","14845"
"12423","17","21","20527"
"12424","22","27","46298"
"12425","1","3","6520"
"12426","72","73","68963"
"12427","2","3","2579"
"12428","40","34","44262"
"12429","23","28","26765"
"12430","16","11","14566"
"12431","67","61","44137"
"12432","14","11","12781"
"12433","99","87","83498"
"12434",".",".","."
"12435","12","13","25511"
"12436","26","22","31255"
"12437","87","93","97020"
"12438","26","24","36271"
"12439","23","27","50576"
