C0000100,C0000200,HtSt,HtSt19to25,WtSt,WtSt19to25
1256602,12566,-0.772566125,-0.764638203,0.143198843,0.231164616
1266701,12667,-2.421007364,-2.398280972,-0.002355063,-0.044130285
1266702,12667,-1.102254373,-1.091366757,-0.099391,-0.019103476
403,4,,,,
30502,305,,,,
36502,365,,,,
36503,365,,,,
36504,365,,,,
36505,365,,,,
49102,491,,,,
50401,504,,,,
53201,532,,,,
53202,532,,,,
62203,622,,,,
62704,627,,,,
69401,694,,,,
78701,787,,,,
89401,894,,,,
89402,894,,,,
89403,894,,,,
101902,1019,,,,
113502,1135,,,,
116003,1160,,,,
121602,1216,,,,
134102,1341,,,,
134701,1347,,,,
142101,1421,,,,
142102,1421,,,,
167403,1674,,,,
168901,1689,,,,
168902,1689,,,,
172201,1722,,,,
173701,1737,,,,
175402,1754,,,,
175403,1754,,,,
175407,1754,,,,
175701,1757,,,,
175702,1757,,,,
179901,1799,,,,
186202,1862,,,,
192201,1922,,,,
192202,1922,,,,
203601,2036,,,,
203602,2036,,,,
203603,2036,,,,
221501,2215,,,,
228601,2286,,,,
253103,2531,,,,
260801,2608,,,,
266308,2663,,,,
268304,2683,,,,
278903,2789,,,,
287802,2878,,,,
291002,2910,,,,
293502,2935,,,,
304302,3043,,,,
305301,3053,,,,
310801,3108,,,,
313001,3130,,,,
313002,3130,,,,
317602,3176,,,,
319006,3190,,,,
321201,3212,,,,
326803,3268,,,,
326804,3268,,,,
330901,3309,,,,
331701,3317,,,,
332003,3320,,,,
334501,3345,,,,
334803,3348,,,,
335201,3352,,,,
337701,3377,,,,
344806,3448,,,,
347503,3475,,,,
354405,3544,,,,
356801,3568,,,,
366701,3667,,,,
367801,3678,,,,
368801,3688,,,,
368802,3688,,,,
368803,3688,,,,
379401,3794,,,,
383901,3839,,,,
391503,3915,,,,
404002,4040,,,,
410802,4108,,,,
415401,4154,,,,
415402,4154,,,,
425002,4250,-1.957925884,,,
426501,4265,,,,
439103,4391,,,,
443401,4434,,,,
448803,4488,,,,
455401,4554,,,,
462201,4622,,,,
465801,4658,,,,
465802,4658,,,,
467902,4679,,,,
476902,4769,,,,
481701,4817,,,,
481702,4817,,,,
481704,4817,,,,
491603,4916,,,,
498801,4988,,,,
506502,5065,,,,
508102,5081,,,,
514202,5142,,,,
515301,5153,0.217055132,,,
522501,5225,1.667042476,,,
536001,5360,,,,
542502,5425,,,,
554704,5547,,,,
555901,5559,,,,
558901,5589,,,,
562001,5620,,,,
562002,5620,,,,
568203,5682,,,,
568501,5685,,,,
573701,5737,,,,
576001,5760,,,,
577002,5770,,,,
577003,5770,,,,
577305,5773,,,,
577702,5777,,,,
586804,5868,,,,
589502,5895,,,,
593201,5932,,,,
593202,5932,,,,
594101,5941,,,,
595602,5956,,,,
597804,5978,,,,
599102,5991,,,,
604702,6047,,,,
605802,6058,,,,
619201,6192,,,,
620402,6204,,,,
628302,6283,,,,
629103,6291,,,,
636504,6365,,,,
637503,6375,,,,
637504,6375,,,,
638303,6383,,,,
639402,6394,,,,
642802,6428,,,,
644402,6444,,,,
647003,6470,,,,
652301,6523,,,,
652302,6523,,,,
659203,6592,,,,
661004,6610,,,,
662701,6627,,,,
662904,6629,,,,
669201,6692,,,,
669501,6695,,,,
669502,6695,,,,
669902,6699,,,,
670703,6707,0.39830355,,,
677701,6777,,,,
678002,6780,,,,
679701,6797,,,,
685603,6856,,,,
692002,6920,,,,
692003,6920,,,,
693701,6937,,,,
693702,6937,,,,
696201,6962,,,,
696202,6962,,,,
700004,7000,,,,
702001,7020,,,,
702101,7021,,,,
703403,7034,,,,
703903,7039,,,,
705301,7053,,,,
716701,7167,,,,
716903,7169,,,,
726311,7263,,,,
730301,7303,,,,
731402,7314,,,,
732401,7324,,,,
733103,7331,,,,
736704,7367,,,,
744501,7445,,,,
745507,7455,0.942048804,,,
746001,7460,,,,
746003,7460,,,,
746004,7460,,,,
750305,7503,,,,
760702,7607,,,,
760902,7609,,,,
768301,7683,,,,
773901,7739,,,,
774002,7740,,,,
774602,7746,,,,
774701,7747,,,,
776502,7765,,,,
777202,7772,,,,
778202,7782,,,,
778203,7782,,,,
781301,7813,,,,
784201,7842,,,,
786405,7864,,,,
788501,7885,,,,
788502,7885,,,,
790501,7905,,,,
790502,7905,,,,
791902,7919,,,,
792401,7924,,,,
796902,7969,,,,
798503,7985,,,,
799001,7990,,,,
801501,8015,,,,
801602,8016,,,,
801703,8017,,,,
803902,8039,,,,
805302,8053,,,,
805402,8054,,,,
805704,8057,,,,
807201,8072,,,,
807802,8078,0.760800386,,,
807901,8079,,,,
808601,8086,,,,
809902,8099,,,,
811401,8114,,,,
812902,8129,,,,
819402,8194,,,,
828401,8284,,,,
828402,8284,,,,
828403,8284,,,,
828404,8284,,,,
828405,8284,,,,
828407,8284,,,,
828408,8284,,,,
830801,8308,,,,
831001,8310,,,,
831104,8311,,,,
833201,8332,,,,
833203,8332,,,,
837101,8371,,,,
837102,8371,,,,
844601,8446,,,,
844902,8449,,,,
844903,8449,,,,
851103,8511,,,,
851104,8511,,,,
851301,8513,,,,
859303,8593,,,,
866204,8662,,,,
868002,8680,0.760800386,,,
871802,8718,,,,
875704,8757,,,,
877904,8779,,,,
879902,8799,,,,
883003,8830,,,,
884801,8848,,,,
896102,8961,,,,
908701,9087,,,,
910404,9104,,,,
914504,9145,,,,
916701,9167,,,,
924602,9246,,,,
924802,9248,,,,
931901,9319,,,,
936602,9366,,,,
942901,9429,,,,
945502,9455,,,,
945601,9456,,,,
946101,9461,,,,
946102,9461,,,,
946901,9469,,,,
949702,9497,,,,
949801,9498,,,,
950703,9507,,,,
952302,9523,,,,
957801,9578,,,,
959402,9594,,,,
961001,9610,,,,
964701,9647,,,,
966201,9662,,,,
970402,9704,,,,
970501,9705,,,,
972201,9722,,,,
973101,9731,,,,
983102,9831,,,,
985101,9851,,,,
985102,9851,,,,
986502,9865,,,,
986503,9865,,,,
986504,9865,,,,
991303,9913,,,,
996002,9960,,,,
1001501,10015,,,,
1003402,10034,,,,
1003403,10034,,,,
1008105,10081,,,,
1008601,10086,,,,
1010104,10101,,,,
1014402,10144,,,,
1021003,10210,,,,
1021104,10211,,,,
1022004,10220,,,,
1025503,10255,,,,
1026201,10262,,,,
1026202,10262,,,,
1027203,10272,,,,
1035001,10350,,,,
1036101,10361,,,,
1036201,10362,,,,
1036602,10366,,,,
1037301,10373,,,,
1037303,10373,,,,
1039002,10390,,,,
1039602,10396,,,,
1041501,10415,,,,
1041502,10415,,,,
1041503,10415,,,,
1041504,10415,,,,
1041505,10415,,,,
1041506,10415,,,,
1041507,10415,,,,
1041901,10419,,,,
1044603,10446,,,,
1048403,10484,,,,
1050601,10506,,,,
1051101,10511,,,,
1051103,10511,,,,
1052103,10521,,,,
1052104,10521,,,,
1052105,10521,,,,
1054303,10543,,,,
1055901,10559,,,,
1061802,10618,,,,
1062102,10621,,,,
1062201,10622,,,,
1062601,10626,,,,
1062701,10627,,,,
1062802,10628,,,,
1063601,10636,,,,
1064901,10649,,,,
1064902,10649,,,,
1065001,10650,,,,
1065101,10651,,,,
1065201,10652,,,,
1065301,10653,,,,
1067401,10674,,,,
1067402,10674,,,,
1068301,10683,,,,
1068401,10684,,,,
1068702,10687,,,,
1069102,10691,,,,
1071301,10713,,,,
1072001,10720,,,,
1074601,10746,,,,
1079202,10792,,,,
1079301,10793,,,,
1079401,10794,,,,
1080001,10800,,,,
1080201,10802,,,,
1080902,10809,,,,
1081401,10814,,,,
1081501,10815,,,,
1081502,10815,,,,
1081601,10816,,,,
1083301,10833,,,,
1083302,10833,,,,
1086101,10861,,,,
1086102,10861,,,,
1086201,10862,,,,
1086301,10863,,,,
1086401,10864,,,,
1086402,10864,,,,
1086403,10864,,,,
1087401,10874,,,,
1087601,10876,,,,
1087802,10878,,,,
1088001,10880,,,,
1090101,10901,,,,
1090601,10906,,,,
1093001,10930,,,,
1093002,10930,,,,
1095101,10951,,,,
1095102,10951,,,,
1095103,10951,,,,
1097301,10973,,,,
1097601,10976,,,,
1097801,10978,,,,
1098101,10981,,,,
1102501,11025,,,,
1102801,11028,,,,
1103102,11031,,,,
1103401,11034,,,,
1109801,11098,,,,
1109802,11098,,,,
1109901,11099,,,,
1109902,11099,,,,
1110101,11101,,,,
1110102,11101,,,,
1110301,11103,,,,
1110401,11104,,,,
1110801,11108,,,,
1112201,11122,,,,
1112301,11123,,,,
1112302,11123,,,,
1113701,11137,,,,
1114801,11148,,,,
1114802,11148,,,,
1115502,11155,,,,
1115901,11159,,,,
1116002,11160,,,,
1116201,11162,,,,
1116301,11163,,,,
1117001,11170,,,,
1118201,11182,,,,
1118301,11183,,,,
1118401,11184,,,,
1118402,11184,,,,
1119101,11191,,,,
1119103,11191,,,,
1119104,11191,,,,
1120001,11200,,,,
1120401,11204,,,,
1121102,11211,,,,
1121301,11213,,,,
1121302,11213,,,,
1121401,11214,,,,
1121701,11217,,,,
1121702,11217,,,,
1121901,11219,,,,
1122001,11220,,,,
1122401,11224,,,,
1122502,11225,,,,
1122601,11226,,,,
1122801,11228,,,,
1122802,11228,,,,
1126201,11262,,,,
1126202,11262,,,,
1126601,11266,,,,
1127201,11272,,,,
1128301,11283,,,,
1128402,11284,,,,
1129902,11299,,,,
1130701,11307,,,,
1130801,11308,,,,
1131301,11313,,,,
1132001,11320,,,,
1132401,11324,,,,
1132402,11324,,,,
1134701,11347,,,,
1134801,11348,,,,
1134802,11348,,,,
1135601,11356,,,,
1135602,11356,,,,
1135801,11358,,,,
1136301,11363,,,,
1136502,11365,,,,
1136901,11369,,,,
1138002,11380,,,,
1139201,11392,,,,
1139301,11393,,,,
1139302,11393,,,,
1140401,11404,,,,
1141202,11412,,,,
1143201,11432,,,,
1144201,11442,,,,
1144202,11442,,,,
1144301,11443,,,,
1144601,11446,,,,
1144602,11446,,,,
1144801,11448,,,,
1144802,11448,,,,
1145501,11455,,,,
1146101,11461,,,,
1147101,11471,,,,
1147401,11474,,,,
1148501,11485,,,,
1148801,11488,,,,
1149101,11491,,,,
1149103,11491,,,,
1150401,11504,,,,
1151801,11518,,,,
1151802,11518,,,,
1152701,11527,,,,
1152702,11527,,,,
1152801,11528,,,,
1152902,11529,,,,
1153102,11531,,,,
1155001,11550,,,,
1155301,11553,,,,
1155602,11556,,,,
1156401,11564,,,,
1164002,11640,,,,
1164201,11642,,,,
1164701,11647,,,,
1165201,11652,,,,
1170801,11708,,,,
1170901,11709,,,,
1172502,11725,,,,
1172601,11726,,,,
1172602,11726,,,,
1173301,11733,,,,
1173302,11733,,,,
1173901,11739,,,,
1173902,11739,,,,
1174401,11744,,,,
1177301,11773,,,,
1180003,11800,,,,
1180203,11802,,,,
1181802,11818,,,,
1186502,11865,,,,
1187801,11878,,,,
1188201,11882,,,,
1194401,11944,,,,
1197904,11979,,,,
1212101,12121,,,,
1212102,12121,,,,
1212103,12121,,,,
1214201,12142,,,,
1214701,12147,,,,
1221501,12215,,,,
1221601,12216,,,,
1221602,12216,,,,
1223302,12233,,,,
1223801,12238,,,,
1224203,12242,,,,
1225102,12251,,,,
1226502,12265,,,,
1229202,12292,,,,
1232202,12322,,,,
1235601,12356,,,,
1236203,12362,,,,
1236302,12363,,,,
1239101,12391,,,,
1240902,12409,,,,
1242401,12424,,,,
1244203,12442,,,,
1244902,12449,,,,
1244903,12449,,,,
1246401,12464,,,,
1246803,12468,,,,
1251301,12513,,,,
1255404,12554,,,,
1256001,12560,,,,
1256701,12567,,,,
1256702,12567,,,,
1256901,12569,,,,
1256902,12569,,,,
1256903,12569,,,,
1257001,12570,,,,
1257202,12572,,,,
1257402,12574,,,,
1257403,12574,,,,
1257502,12575,,,,
1258301,12583,,,,
1259301,12593,,,,
1260101,12601,,,,
1261101,12611,,,,
1261601,12616,,,,
1262201,12622,,,,
1262301,12623,,,,
1262701,12627,,,,
1264501,12645,,,,
1266401,12664,,,,
1266603,12666,,,,
1267001,12670,,,,
1267201,12672,,,,
1267301,12673,,,,
1267302,12673,,,,
1027302,10273,,,,
127002,1270,,,,
283403,2834,,,,
394502,3945,,,,
511302,5113,,,,
802003,8020,,,,
1199902,11999,,,,
52502,525,,,,
57201,572,,,,
64301,643,,,,
83104,831,,,,
245701,2457,,,,
539301,5393,,,,
568204,5682,,,,
574403,5744,,,,
695603,6956,,,,
740902,7409,,,,
946601,9466,,,,
974002,9740,,,,
1194403,11944,,,,
1196201,11962,,,,
1229201,12292,,,,
82401,824,,,,
119502,1195,,,,
173601,1736,,,,
329201,3292,,,,
350002,3500,,,,
408001,4080,,,,
505201,5052,,,,
509002,5090,,,,
628601,6286,,,,
29802,298,,,,
348604,3486,,,,
407403,4074,,,,
428304,4283,,,,
466001,4660,,,,
606102,6061,,,,
767101,7671,,,,
803903,8039,,,,
806803,8068,,,,
818901,8189,,,,
1186203,11862,,,,
1206303,12063,,,,
3502,35,,,,
118103,1181,,,,
169101,1691,,,,
193402,1934,,,,
264802,2648,,,,
468202,4682,,,,
963202,9632,,,,
963203,9632,,,,
1037201,10372,,,,
52501,525,,,,
275703,2757,,,,
368202,3682,,,,
372702,3727,,,,
468201,4682,,,,
160601,1606,,,,
301302,3013,-1.015677916,,,
368201,3682,-0.172148799,,,
687001,6870,-0.172148799,,,
1218501,12185,-0.172148799,,,
167101,1671,-0.458322126,,,
292603,2926,1.374966379,,,
547201,5472,0,,,
757403,7574,,,,
172602,1726,0.533725005,,,
445601,4456,-1.050233075,,,
509001,5090,-1.927213439,,,
241101,2411,2.342541685,,,
963201,9632,0.734638604,,,
458403,4584,,,,
660404,6604,,,,
886102,8861,1.123297222,,,
303803,3038,,,,
319005,3190,,,,
467401,4674,,,,
524001,5240,,,,
619203,6192,,,,
659104,6591,,,,
661301,6613,,,,
661807,6618,,,,
673101,6731,,,,
694502,6945,,,,
703402,7034,,,,
705305,7053,,,,
734402,7344,,,,
735903,7359,,,,
753802,7538,,,,
776501,7765,,,,
777102,7771,,,,
790402,7904,,,,
803105,8031,,,,
829606,8296,,,,
863502,8635,,,,
876303,8763,,,,
878803,8788,,,,
916801,9168,,,,
923102,9231,,,,
943002,9430,,,,
949907,9499,,,,
1047503,10475,,,,
1055803,10558,,,,
1211304,12113,,,,
1235701,12357,,,,
1254203,12542,,,,
253301,2533,,,,
445102,4451,,,,
571503,5715,,,,
803904,8039,,,,
472804,4728,,,,
189201,1892,,,,
341102,3411,,,,
469401,4694,,,,
495902,4959,,,,
26202,262,0.09182094,,,
428303,4283,,,,
130402,1304,-0.458322126,,,
304802,3048,-0.458322126,,,
377203,3772,-0.916644253,,,
861403,8614,-0.124809875,,,
108703,1087,,,,
154001,1540,,,,
199502,1995,,,,
253102,2531,,,,
269203,2692,,,,
289403,2894,,,,
293403,2934,,,,
310702,3107,,,,
459801,4598,,,,
789502,7895,,,,
957602,9576,,,,
957603,9576,,,,
977402,9774,,,,
1021002,10210,,,,
1234702,12347,,,,
52202,522,,,,
99805,998,,,,
108806,1088,,,,
121403,1214,,,,
146003,1460,,,,
169902,1699,,,,
183403,1834,,,,
215001,2150,,,,
338401,3384,,,,
350003,3500,,,,
368203,3682,,,,
382601,3826,,,,
428603,4286,,,,
450504,4505,,,,
467901,4679,,,,
585803,5858,,,,
605502,6055,,,,
642401,6424,,,,
648301,6483,,,,
653401,6534,,,,
661403,6614,,,,
666902,6669,,,,
666903,6669,,,,
676701,6767,,,,
685602,6856,,,,
691702,6917,,,,
698302,6983,,,,
704904,7049,,,,
726306,7263,,,,
735803,7358,,,,
737602,7376,,,,
742001,7420,,,,
787501,7875,,,,
789001,7890,,,,
789203,7892,,,,
802004,8020,,,,
831103,8311,,,,
852901,8529,,,,
854202,8542,,,,
882602,8826,,,,
896704,8967,,,,
900003,9000,,,,
913501,9135,,,,
914503,9145,,,,
949602,9496,,,,
949701,9497,,,,
954203,9542,,,,
960402,9604,,,,
961603,9616,,,,
973603,9736,,,,
974801,9748,,,,
979804,9798,,,,
989801,9898,,,,
993202,9932,,,,
997301,9973,,,,
1014501,10145,,,,
1025702,10257,,,,
1028102,10281,,,,
1041803,10418,,,,
1048405,10484,,,,
1221402,12214,,,,
1223803,12238,,,,
1240201,12402,,,,
1241904,12419,,,,
1243902,12439,,,,
1245302,12453,,,,
1255501,12555,,,,
726308,7263,,,,
239804,2398,,,,
319004,3190,,,,
416202,4162,,,,
505202,5052,,,,
557801,5578,,,,
802002,8020,,,,
803003,8030,,,,
803104,8031,,,,
851201,8512,,,,
15904,159,,,,
15905,159,,,,
96401,964,,,,
802001,8020,,,,
11802,118,0.671380317,,,
445602,4456,-1.015677916,,,
792803,7928,-1.015677916,,,
1186202,11862,,,,
32203,322,1.721693566,,,
588904,5889,-0.258254035,,,
288701,2887,-0.166338387,,,
372701,3727,-1.43265643,,,
783602,7836,1.416559167,,,
624503,6245,-0.428269653,,,
989102,9891,0.071378276,,,
993901,9939,-0.578752049,,,
248404,2484,,,,
596302,5963,,,,
637111,6371,,,,
677401,6774,,,,
893101,8931,-1.595429048,,,
897704,8977,,,,
931204,9312,-1.595429048,,,
1005903,10059,,,,
1010404,10104,,,,
1228603,12286,,,,
29402,294,,,,
141507,1415,,,,
183102,1831,,,,
229203,2292,,,,
241401,2414,,,,
332002,3320,,,,
389302,3893,,,,
444102,4441,,,,
652603,6526,,,,
655602,6556,,,,
663002,6630,,,,
674702,6747,,,,
703802,7038,,,,
711101,7111,,,,
711102,7111,,,,
730802,7308,,,,
732701,7327,,,,
740802,7408,,,,
753103,7531,,,,
775102,7751,,,,
775502,7755,,,,
776102,7761,,,,
777101,7771,,,,
800801,8008,,,,
805301,8053,,,,
872904,8729,,,,
878302,8783,,,,
878802,8788,,,,
883301,8833,,,,
935302,9353,,,,
949906,9499,,,,
979603,9796,,,,
983101,9831,,,,
986102,9861,,,,
1009503,10095,,,,
1010103,10101,,,,
1015003,10150,,,,
1025201,10252,,,,
1027301,10273,,,,
1029702,10297,,,,
1044602,10446,,,,
1055802,10558,,,,
1056401,10564,,,,
1180002,11800,,,,
1195901,11959,,,,
1199601,11996,,,,
1216802,12168,,,,
1232201,12322,,,,
1234701,12347,,,,
1250602,12506,,,,
140106,1401,,,,
791103,7911,1.014722138,,,
873601,8736,,,,
887301,8873,,,,
910303,9103,,,,
1194402,11944,,,,
695602,6956,,,,
37103,371,-0.642746581,,,
57401,574,,,,
227402,2274,,,,
492802,4928,,,,
3501,35,0,,,
238802,2388,0.916644253,,,
341101,3411,,,,
349802,3498,0,,,
445101,4451,,,,
110102,1101,1.099979656,,,
758502,7585,,,,
844502,8445,,,,
1031203,10312,,,,
1250701,12507,,,,
69103,691,,,,
78501,785,,,,
108601,1086,,,,
112602,1126,,,,
129801,1298,,,,
168501,1685,,,,
172701,1727,,,,
183101,1831,,,,
184902,1849,,,,
321701,3217,,,,
328802,3288,,,,
398302,3983,,,,
411203,4112,,,,
415703,4157,,,,
454403,4544,,,,
479702,4797,,,,
491602,4916,,,,
504702,5047,,,,
604402,6044,,,,
626401,6264,,,,
634802,6348,,,,
635002,6350,,,,
651203,6512,,,,
652307,6523,,,,
652503,6525,,,,
654301,6543,,,,
656302,6563,,,,
660902,6609,,,,
661401,6614,,,,
662903,6629,,,,
663702,6637,,,,
698301,6983,,,,
701902,7019,,,,
702203,7022,,,,
703401,7034,,,,
709802,7098,,,,
735502,7355,,,,
745303,7453,,,,
774601,7746,,,,
789303,7893,,,,
795804,7958,,,,
805103,8051,,,,
830803,8308,,,,
833502,8335,,,,
836601,8366,,,,
842402,8424,,,,
842902,8429,,,,
852203,8522,,,,
853001,8530,,,,
863501,8635,,,,
904102,9041,,,,
911803,9118,,,,
911901,9119,,,,
914102,9141,,,,
917102,9171,,,,
924901,9249,,,,
947602,9476,,,,
948803,9488,,,,
951503,9515,,,,
959302,9593,,,,
960202,9602,,,,
961602,9616,,,,
1010403,10104,,,,
1011902,10119,,,,
1027202,10272,,,,
1041802,10418,,,,
1046501,10465,,,,
1048501,10485,,,,
1050203,10502,,,,
1055801,10558,,,,
1192201,11922,,,,
1223102,12231,,,,
1225101,12251,,,,
1236802,12368,,,,
1244703,12447,,,,
1246201,12462,,,,
1253202,12532,,,,
333902,3339,-0.393749615,,,
472702,4727,,,,
472803,4728,,,,
512001,5120,,,,
663001,6630,,,,
753801,7538,,,,
902502,9025,,,,
337102,3371,,,,
394501,3945,,,,
151703,1517,-0.258254035,,,
505001,5050,-1.050233075,,,
544502,5445,-0.258254035,,,
581202,5812,1.325704046,,,
989901,9899,-1.050233075,,,
1901,19,0.32120224,,,
32202,322,0.071378276,,,
66803,668,-0.678093617,,,
113301,1133,-1.927213439,,,
178903,1789,0.820850168,,,
304801,3048,1.820146026,,,
499302,4993,0.071378276,,,
558102,5581,-1.677389475,,,
746202,7462,0.32120224,,,
624502,6245,-0.014254818,,,
44902,449,-1.957925884,,,
165006,1650,,,,
328003,3280,,,,
340203,3402,,,,
685202,6852,,,,
694501,6945,,,,
1037104,10371,,,,
1204802,12048,,,,
634205,6342,,,,
1179501,11795,,,,
116701,1167,,,,
133604,1336,,,,
259902,2599,,,,
323301,3233,,,,
328801,3288,,,,
332001,3320,,,,
359705,3597,,,,
363101,3631,,,,
365202,3652,,,,
485203,4852,,,,
570901,5709,,,,
582202,5822,,,,
602701,6027,,,,
619202,6192,,,,
656701,6567,,,,
657202,6572,,,,
659001,6590,,,,
662202,6622,,,,
662902,6629,,,,
666502,6665,,,,
701901,7019,,,,
703001,7030,,,,
705201,7052,,,,
716702,7167,,,,
733102,7331,,,,
735802,7358,,,,
745002,7450,,,,
753701,7537,,,,
793103,7931,,,,
797502,7975,-1.240215946,,1360,
801601,8016,,,,
842903,8429,,,,
857102,8571,0.563734521,,,
857202,8572,,,,
870701,8707,,,,
878301,8783,,,,
879701,8797,,,,
880203,8802,,,,
882101,8821,,,,
884502,8845,,,,
914101,9141,,,,
914301,9143,,,,
915901,9159,,,,
945201,9452,,,,
947702,9477,,,,
949905,9499,,,,
979702,9797,,,,
994402,9944,,,,
1014401,10144,,,,
1026101,10261,,,,
1028101,10281,,,,
1029101,10291,,,,
1029501,10295,,,,
1029902,10299,,,,
1034402,10344,,,,
1039501,10395,,,,
1057703,10577,,,,
1059402,10594,,,,
1183802,11838,-0.338240713,,,
1185301,11853,,,,
1197501,11975,,,,
1202402,12024,,,,
1203802,12038,,,,
1224202,12242,,,,
1233601,12336,,,,
1238301,12383,,,,
1241702,12417,,,,
1244202,12442,,,,
1247201,12472,,,,
1250202,12502,,,,
1254001,12540,,,,
1254202,12542,,,,
1002,10,-0.642746581,,,
140105,1401,,,,
582201,5822,,,,
695601,6956,,,,
771301,7713,,,,
934401,9344,,,,
1249201,12492,,,,
663701,6637,,,,
367401,3674,-1.374966379,,,
614601,6146,0,,,
213903,2139,0.137735485,,,
151702,1517,1.416559167,,,
558202,5582,-0.30885438,,,
1000003,10000,0.574944308,,,
6203,62,-1.595429048,,,
66502,665,-1.595429048,,,
116006,1160,-1.776677466,,,
150204,1502,-1.595429048,,,
156402,1564,-1.776677466,,,
164903,1649,,,,
190603,1906,-1.957925884,,,
190604,1906,-1.776677466,,,
206802,2068,-1.595429048,,,
256903,2569,-1.595429048,,,
318202,3182,-1.776677466,,,
341601,3416,-1.957925884,,,
343008,3430,-1.41418063,,,
414803,4148,-0.50793854,,,
428401,4284,-1.41418063,,,
463104,4631,,,,
525802,5258,-1.41418063,,,
535302,5353,-1.957925884,,,
616106,6161,-1.957925884,,,
627406,6274,,,,
678802,6788,,,,
721402,7214,-1.776677466,,,
799703,7997,,,,
816102,8161,-1.595429048,,,
894206,8942,-1.776677466,,,
936002,9360,,,,
971101,9711,-1.776677466,,,
989702,9897,-1.957925884,,,
1015301,10153,0.217055132,,,
224702,2247,,,,
293401,2934,,,,
39004,390,,,,
80306,803,,,,
112801,1128,,,,
140002,1400,,,,
154601,1546,,,,
183402,1834,,,,
344202,3442,-0.098437404,,,
411202,4112,,,,
474902,4749,,,,
576803,5768,,,,
619002,6190,,,,
652305,6523,,,,
652502,6525,,,,
652602,6526,,,,
659102,6591,,,,
661002,6610,,,,
661201,6612,,,,
667202,6672,,,,
685601,6856,,,,
696502,6965,,,,
703101,7031,,,,
726304,7263,-0.098437404,,,
735801,7358,,,,
736702,7367,,,,
741502,7415,,,,
741803,7418,,,,
773601,7736,,,,
775501,7755,,,,
789202,7892,,,,
791203,7912,,,,
831102,8311,,,,
836201,8362,,,,
872802,8728,-0.689061827,,,
875001,8750,,,,
875702,8757,,,,
881502,8815,,,,
882501,8825,,,,
908401,9084,,,,
917901,9179,,,,
923801,9238,,,,
937801,9378,,,,
940803,9408,,,,
943001,9430,,,,
948802,9488,,,,
960201,9602,,,,
973301,9733,,,,
979601,9796,,,,
991001,9910,,,,
991604,9916,,,,
999102,9991,,,,
1005902,10059,,,,
1014902,10149,,,,
1021202,10212,,,,
1021304,10213,,,,
1021502,10215,,,,
1024503,10245,,,,
1029701,10297,,,,
1033205,10332,,,,
1044601,10446,,,,
1054601,10546,1.968748077,,,
1057702,10577,,,,
1216801,12168,,,,
1223101,12231,,,,
1223802,12238,,,,
1223901,12239,,,,
1224701,12247,,,,
1233201,12332,,,,
1234902,12349,,,,
1236801,12368,,,,
1242101,12421,,,,
1247601,12476,,,,
34501,345,-0.642746581,,,
98601,986,-0.593913358,,,
313502,3135,,,,
895101,8951,,,,
1025701,10257,-1.015677916,,,
218101,2181,,,,
38902,389,0.929714525,,,
238801,2388,1.099979656,,,
240802,2408,0.071378276,,,
1053401,10534,0.571026204,,,
99802,998,-0.30885438,,,
110101,1101,1.614694686,,,
746201,7462,-0.110933223,,,
499301,4993,-0.975065784,,,
1113203,11132,-0.477095812,,,
20301,203,,,,
28805,288,-1.41418063,,,
108702,1087,-1.776677466,,,
129504,1295,-0.50793854,,,
209902,2099,-1.41418063,,,
223502,2235,-1.595429048,,,
255803,2558,-1.957925884,,,
262702,2627,-0.145441704,,1.149391542,
266309,2663,-0.50793854,,-0.478913143,
289203,2892,,,,
328704,3287,-1.232932212,,,
351903,3519,0.760800386,,,
487303,4873,-1.41418063,,,
514201,5142,-1.595429048,,,
573201,5732,-1.595429048,,,
620503,6205,-0.870435376,,,
631102,6311,-1.957925884,,,
647205,6472,0.035806714,,,
670303,6703,0.942048804,,,
736801,7368,-0.870435376,,,
783504,7835,-1.776677466,,,
799405,7994,,,,
803303,8033,-1.232932212,,,
817407,8174,-1.957925884,,,
821302,8213,-1.595429048,,,
828906,8289,-1.776677466,,,
919902,9199,-1.051683794,,,
931203,9312,-0.689186958,,,
942302,9423,,,,
1003701,10037,-1.051683794,,,
174503,1745,,,,
226708,2267,,,,
7804,78,,,,
4304,43,,,,
5703,57,-0.642746581,,,
146701,1467,,,,
165002,1650,,,,
166202,1662,,,,
229202,2292,-0.642746581,,,
291901,2919,-0.642746581,,,
315404,3154,,,,
344201,3442,,,,
402602,4026,-0.642746581,,,
409402,4094,0.826388461,,,
415702,4157,,,,
475705,4757,,,,
635001,6350,,,,
637902,6379,,,,
652001,6520,1.560955982,,,
652304,6523,,,,
652601,6526,,,,
659201,6592,,,,
662201,6622,-0.642746581,,,
691901,6919,-0.642746581,,,
696302,6963,,,,
696501,6965,,,,
726303,7263,2.295523503,,-0.6704784,
735501,7355,,,,
739603,7396,3.030091024,,,
745001,7450,,,,
752702,7527,,,,
782103,7821,,,,
791501,7915,0.09182094,,,
801503,8015,,,,
846701,8467,,,,
859002,8590,,,,
871601,8716,0.09182094,,,
874401,8744,,,,
877002,8770,,,,
877202,8772,,,,
879802,8798,,,,
881602,8816,,,,
910302,9103,,,,
911801,9118,,,,
912202,9122,-0.642746581,,,
913301,9133,,,,
925202,9252,,,,
948801,9488,,,,
962302,9623,,,,
977401,9774,0.09182094,,,
