C0000100,C0000200,HtSt,HtSt19to25,WtSt,WtSt19to25
1155601,11556,,,,
5003,50,,,,
5004,50,,,,
29403,294,,,,
30501,305,,,,
36501,365,,,,
49101,491,,,,
53001,530,,,,
59301,593,,,,
59302,593,,,,
63401,634,,,,
63402,634,,,,
66805,668,,,,
68903,689,,,,
69402,694,,,,
69403,694,,,,
69404,694,,,,
84502,845,,,,
86901,869,,,,
86902,869,,,,
90401,904,,,,
93001,930,,,,
93002,930,,,,
101903,1019,,,,
103304,1033,,,,
108704,1087,,,,
112101,1121,,,,
112102,1121,,,,
112601,1126,,,,
115902,1159,,,,
116201,1162,,,,
121404,1214,,,,
129802,1298,,,,
130201,1302,,,,
138201,1382,,,,
139801,1398,,,,
140003,1400,,,,
140701,1407,,,,
144303,1443,,,,
147801,1478,,,,
147802,1478,,,,
152502,1525,,,,
153101,1531,,,,
168903,1689,,,,
170503,1705,,,,
171602,1716,,,,
172202,1722,,,,
172203,1722,,,,
172702,1727,,,,
173801,1738,,,,
175202,1752,,,,
180101,1801,,,,
190701,1907,,,,
200902,2009,-0.412180396,,,
205301,2053,,,,
206101,2061,,,,
220604,2206,,,,
220605,2206,,,,
226703,2267,,,,
226709,2267,,,,
227401,2274,,,,
227502,2275,,,,
231906,2319,,,,
240204,2402,,,,
240404,2404,,,,
251101,2511,,,,
251901,2519,,,,
252503,2525,,,,
253104,2531,,,,
253601,2536,,,,
253602,2536,,,,
278902,2789,,,,
291001,2910,,,,
293501,2935,,,,
304601,3046,,,,
317601,3176,,,,
318203,3182,,,,
329801,3298,,,,
331603,3316,,,,
331605,3316,,,,
333903,3339,,,,
338301,3383,,,,
344802,3448,,,,
344804,3448,,,,
344805,3448,,,,
348502,3485,,,,
351201,3512,,,,
354402,3544,,,,
354406,3544,,,,
360302,3603,,,,
362401,3624,,,,
363702,3637,,,,
364701,3647,,,,
364802,3648,,,,
365410,3654,,,,
368804,3688,,,,
373703,3737,,,,
379001,3790,,,,
381301,3813,,,,
381302,3813,,,,
386401,3864,,,,
394001,3940,,,,
397702,3977,,,,
408002,4080,,,,
408301,4083,,,,
417502,4175,,,,
419002,4190,,,,
423202,4232,,,,
428601,4286,,,,
443402,4434,,,,
446302,4463,,,,
447501,4475,,,,
447503,4475,,,,
448802,4488,,,,
450505,4505,,,,
452202,4522,,,,
469101,4691,,,,
469102,4691,,,,
470603,4706,,,,
474402,4744,,,,
477701,4777,,,,
479004,4790,,,,
479201,4792,,,,
480101,4801,,,,
481001,4810,,,,
481703,4817,,,,
488601,4886,,,,
488701,4887,,,,
495102,4951,,,,
497301,4973,,,,
500801,5008,,,,
505701,5057,,,,
505702,5057,,,,
508101,5081,,,,
508103,5081,,,,
515401,5154,,,,
524002,5240,,,,
528301,5283,,,,
538001,5380,,,,
538002,5380,,,,
552401,5524,,,,
558902,5589,,,,
565901,5659,,,,
565902,5659,,,,
568101,5681,,,,
568102,5681,,,,
568103,5681,,,,
568902,5689,,,,
571601,5716,,,,
571602,5716,,,,
573202,5732,,,,
577304,5773,,,,
578202,5782,,,,
579305,5793,,,,
594401,5944,,,,
595103,5951,,,,
595601,5956,,,,
599101,5991,,,,
603603,6036,,,,
605801,6058,,,,
620301,6203,,,,
620302,6203,,,,
620401,6204,,,,
621401,6214,,,,
621402,6214,,,,
622701,6227,,,,
627302,6273,,,,
628301,6283,,,,
628403,6284,,,,
629302,6293,,,,
633101,6331,,,,
637102,6371,,,,
637203,6372,,,,
644401,6444,,,,
647204,6472,0.080425443,,,
652002,6520,,,,
652103,6521,,,,
652303,6523,,,,
652402,6524,,,,
653901,6539,,,,
654901,6549,,,,
655603,6556,,,,
657904,6579,,,,
660602,6606,,,,
662203,6622,,,,
664601,6646,-0.576382342,,,
664602,6646,,,,
666401,6664,,,,
667106,6671,,,,
669202,6692,,,,
670402,6704,,,,
675302,6753,,,,
676702,6767,,,,
692001,6920,,,,
695003,6950,-1.397392073,,,
696203,6962,,,,
699504,6995,,,,
700001,7000,,,,
700201,7002,,,,
703901,7039,,,,
704801,7048,,,,
705302,7053,,,,
705303,7053,,,,
708801,7088,,,,
708802,7088,,,,
708803,7088,,,,
717402,7174,,,,
720201,7202,,,,
722002,7220,,,,
723202,7232,,,,
726309,7263,,,,
728504,7285,,,,
737601,7376,,,,
738301,7383,,,,
741402,7414,,,,
742002,7420,,,,
742201,7422,1.229839067,,,
746002,7460,,,,
752903,7529,,,,
753001,7530,,,,
759101,7591,,,,
760502,7605,,,,
761903,7619,,,,
767303,7673,,,,
768103,7681,,,,
773501,7735,,,,
774001,7740,,,,
777701,7777,,,,
777905,7779,,,,
778201,7782,,,,
779802,7798,,,,
782804,7828,,,,
787802,7878,,,,
789503,7895,,,,
790403,7904,,,,
791405,7914,,,,
791406,7914,,,,
791407,7914,,,,
801704,8017,,,,
804201,8042,,,,
805703,8057,,,,
806603,8066,,,,
807902,8079,,,,
809901,8099,,,,
812901,8129,,,,
813301,8133,,,,
820801,8208,,,,
828406,8284,,,,
829605,8296,,,,
832503,8325,,,,
833202,8332,,,,
837303,8373,,,,
842205,8422,,,,
850303,8503,,,,
851102,8511,,,,
852802,8528,,,,
853301,8533,,,,
859004,8590,,,,
859005,8590,,,,
859302,8593,,,,
864903,8649,,,,
867303,8673,,,,
870104,8701,,,,
870702,8707,,,,
871602,8716,,,,
873402,8734,,,,
875602,8756,,,,
879901,8799,,,,
880202,8802,,,,
884802,8848,,,,
884803,8848,,,,
884901,8849,,,,
890201,8902,,,,
896101,8961,,,,
897404,8974,,,,
901103,9011,,,,
906701,9067,,,,
912901,9129,,,,
913302,9133,,,,
917103,9171,,,,
917202,9172,,,,
917903,9179,,,,
920201,9202,,,,
923902,9239,,,,
926401,9264,,,,
928103,9281,,,,
940601,9406,,,,
942902,9429,,,,
944001,9440,,,,
944002,9440,,,,
945901,9459,,,,
946401,9464,,,,
949603,9496,,,,
949805,9498,,,,
949901,9499,,,,
951202,9512,1.06563712,,,
952904,9529,,,,
959303,9593,,,,
970201,9702,,,,
971301,9713,,,,
974802,9748,,,,
979803,9798,,,,
986501,9865,,,,
992002,9920,,,,
992702,9927,,,,
993902,9939,0.408829336,,,
996001,9960,,,,
1001502,10015,,,,
1003401,10034,,,,
1004401,10044,,,,
1006601,10066,,,,
1006602,10066,,,,
1006603,10066,,,,
1006604,10066,,,,
1008602,10086,,,,
1014802,10148,,,,
1016602,10166,,,,
1018502,10185,,,,
1021601,10216,,,,
1022102,10221,,,,
1026701,10267,,,,
1026802,10268,,,,
1026901,10269,,,,
1028103,10281,,,,
1028301,10283,,,,
1028302,10283,,,,
1029102,10291,,,,
1029103,10291,,,,
1034502,10345,,,,
1036102,10361,,,,
1036103,10361,,,,
1037302,10373,,,,
1040001,10400,,,,
1040603,10406,0.080425443,,,
1045802,10458,,,,
1048003,10480,,,,
1048404,10484,,,,
1049801,10498,,,,
1051102,10511,,,,
1052101,10521,,,,
1052102,10521,,,,
1053004,10530,,,,
1056402,10564,,,,
1058901,10589,,,,
1059201,10592,,,,
1059701,10597,,,,
1059702,10597,,,,
1059901,10599,,,,
1059902,10599,,,,
1061501,10615,,,,
1061502,10615,,,,
1061801,10618,,,,
1062101,10621,,,,
1062801,10628,,,,
1067601,10676,,,,
1067701,10677,,,,
1068001,10680,,,,
1068002,10680,,,,
1068201,10682,,,,
1068501,10685,,,,
1068502,10685,,,,
1068503,10685,,,,
1068701,10687,,,,
1068801,10688,,,,
1068901,10689,,,,
1069101,10691,,,,
1071201,10712,,,,
1071202,10712,,,,
1071203,10712,,,,
1072002,10720,,,,
1074101,10741,,,,
1074401,10744,,,,
1074402,10744,,,,
1079201,10792,,,,
1079402,10794,,,,
1080202,10802,,,,
1080601,10806,,,,
1080801,10808,,,,
1080802,10808,,,,
1080901,10809,,,,
1082801,10828,,,,
1083501,10835,,,,
1083502,10835,,,,
1086501,10865,,,,
1086801,10868,,,,
1087101,10871,,,,
1087102,10871,,,,
1087201,10872,,,,
1087801,10878,,,,
1089801,10898,,,,
1090001,10900,,,,
1090002,10900,,,,
1090003,10900,,,,
1090401,10904,,,,
1094401,10944,,,,
1095201,10952,,,,
1096001,10960,,,,
1096002,10960,,,,
1096401,10964,,,,
1097401,10974,,,,
1097402,10974,,,,
1098701,10987,,,,
1102901,11029,,,,
1103101,11031,,,,
1103301,11033,,,,
1110001,11100,,,,
1110402,11104,,,,
1110701,11107,,,,
1110802,11108,,,,
1113001,11130,,,,
1113002,11130,,,,
1113301,11133,,,,
1113601,11136,,,,
1114701,11147,,,,
1114702,11147,,,,
1115001,11150,,,,
1115501,11155,,,,
1116001,11160,,,,
1116003,11160,,,,
1116101,11161,,,,
1116901,11169,,,,
1117101,11171,,,,
1117102,11171,,,,
1117201,11172,,,,
1117401,11174,,,,
1117501,11175,,,,
1117502,11175,,,,
1118403,11184,,,,
1119102,11191,,,,
1120402,11204,,,,
1121101,11211,,,,
1121103,11211,,,,
1121402,11214,,,,
1121703,11217,,,,
1122201,11222,,,,
1122501,11225,,,,
1122803,11228,,,,
1124301,11243,,,,
1126101,11261,,,,
1126203,11262,,,,
1126801,11268,,,,
1126901,11269,,,,
1127601,11276,,,,
1127801,11278,,,,
1128401,11284,,,,
1129801,11298,,,,
1129901,11299,,,,
1130401,11304,,,,
1130402,11304,,,,
1131001,11310,,,,
1131302,11313,,,,
1131303,11313,,,,
1132101,11321,,,,
1132701,11327,,,,
1134101,11341,,,,
1134102,11341,,,,
1134301,11343,,,,
1134302,11343,,,,
1134601,11346,,,,
1135501,11355,,,,
1135701,11357,,,,
1135802,11358,,,,
1136501,11365,,,,
1136601,11366,,,,
1138001,11380,,,,
1138901,11389,,,,
1140001,11400,,,,
1140201,11402,,,,
1140202,11402,,,,
1140901,11409,,,,
1141101,11411,,,,
1141102,11411,,,,
1141201,11412,,,,
1144501,11445,,,,
1145401,11454,,,,
1145502,11455,,,,
1145601,11456,,,,
1145602,11456,,,,
1146801,11468,,,,
1146802,11468,,,,
1146803,11468,,,,
1147102,11471,,,,
1148502,11485,,,,
1148601,11486,,,,
1148602,11486,,,,
1148603,11486,,,,
1149102,11491,,,,
1149201,11492,,,,
1149202,11492,,,,
1150301,11503,,,,
1150302,11503,,,,
1151201,11512,,,,
1152901,11529,,,,
1153101,11531,,,,
1153301,11533,,,,
1153801,11538,,,,
1154901,11549,,,,
1155401,11554,,,,
1155701,11557,,,,
1156402,11564,,,,
1157001,11570,,,,
1157301,11573,,,,
1157601,11576,,,,
1157602,11576,,,,
1163301,11633,,,,
1164001,11640,,,,
1164003,11640,,,,
1164101,11641,,,,
1164102,11641,,,,
1164501,11645,,,,
1164702,11647,,,,
1165001,11650,,,,
1170601,11706,,,,
1170802,11708,,,,
1172501,11725,,,,
1172503,11725,,,,
1173101,11731,,,,
1173102,11731,,,,
1173401,11734,,,,
1174701,11747,,,,
1178601,11786,,,,
1185302,11853,,,,
1185901,11859,,,,
1187702,11877,,,,
1188501,11885,,,,
1190301,11903,,,,
1195902,11959,,,,
1196202,11962,,,,
1198601,11986,,,,
1199501,11995,1.886646851,,,
1199502,11995,0.080425443,,,
1199503,11995,-1.06898818,,,
1212104,12121,,,,
1215501,12155,,,,
1216701,12167,,,,
1219101,12191,,,,
1219501,12195,,,,
1221502,12215,,,,
1222203,12222,,,,
1224901,12249,,,,
1225801,12258,,,,
1226801,12268,,,,
1226902,12269,,,,
1227201,12272,,,,
1230901,12309,,,,
1231901,12319,,,,
1232901,12329,,,,
1235902,12359,,,,
1237902,12379,,,,
1242901,12429,,,,
1244901,12449,,,,
1245703,12457,,,,
1246402,12464,,,,
1247902,12479,,,,
1249003,12490,,,,
1249502,12495,,,,
1249701,12497,,,,
1252301,12523,,,,
1252701,12527,,,,
1253603,12536,,,,
1254201,12542,,,,
1255403,12554,,,,
1257101,12571,,,,
1257201,12572,,,,
1257401,12574,,,,
1257501,12575,,,,
1260801,12608,,,,
1261901,12619,,,,
1262202,12622,,,,
1262302,12623,,,,
1262702,12627,,,,
1266501,12665,,,,
1266601,12666,,,,
1266602,12666,,,,
1267101,12671,,,,
1267102,12671,,,,
1267202,12672,,,,
1267501,12675,,,,
111701,1117,,,,
806602,8066,,,,
1202,12,,,,
113602,1136,,,,
181402,1814,,,,
371702,3717,,,,
466002,4660,,,,
520101,5201,,,,
586803,5868,,,,
614602,6146,,,,
640903,6409,,,,
767102,7671,,,,
771302,7713,,,,
805401,8054,,,,
806601,8066,,,,
817204,8172,,,,
872101,8721,,,,
946602,9466,,,,
86701,867,,,,
113303,1133,,,,
244404,2444,,,,
469402,4694,,,,
799002,7990,,,,
818902,8189,,,,
882102,8821,,,,
908402,9084,,,,
992001,9920,,,,
1049601,10496,,,,
99804,998,,,,
172603,1726,,,,
286901,2869,,,,
640902,6409,,,,
776001,7760,,,,
113601,1136,,,,
119501,1195,,,,
125403,1254,,,,
125404,1254,,,,
372703,3727,,,,
407401,4074,,,,
407402,4074,,,,
795202,7952,-0.707106781,,,
1197906,11979,,,,
1201,12,,,,
127001,1270,,,,
154403,1544,,,,
445702,4457,,,,
517101,5171,,,,
573401,5734,,,,
687002,6870,,,,
1202802,12028,,,,
130502,1305,,,,
292604,2926,1.886670032,,,
319003,3190,-0.72564232,,,
420305,4203,,,,
839104,8391,,,,
851402,8514,-0.72564232,,,
967201,9672,-0.290256928,,,
1206302,12063,,,,
130403,1304,-0.432480611,,,
455304,4553,,,,
953203,9532,-1.012637529,,,
1049402,10494,-0.432480611,,,
167102,1671,-0.181008397,,,
450502,4505,-0.532377637,,,
606101,6061,,,,
757402,7574,-1.767813572,,,
801702,8017,-0.68068168,,,
805701,8057,0.768827509,,,
61801,618,0.730948884,,,
193401,1934,-0.987326478,,,
757401,7574,0.217179262,,,
1198801,11988,0.578427354,,,
745506,7455,-0.494607416,,,
895601,8956,-0.494607416,,,
107401,1074,,,,
200401,2004,0.080425443,,,
271003,2710,,,,
441102,4411,,,,
950401,9504,,,,
1054302,10543,,,,
78801,788,,,,
112603,1126,,,,
113501,1135,,,,
126903,1269,,,,
206602,2066,,,,
240402,2404,,,,
240403,2404,,,,
288902,2889,,,,
415303,4153,,,,
454404,4544,,,,
628006,6280,,,,
661302,6613,,,,
661806,6618,,,,
663903,6639,,,,
693301,6933,,,,
731403,7314,,,,
733902,7339,,,,
734503,7345,,,,
803106,8031,,,,
836602,8366,,,,
841803,8418,,,,
875002,8750,,,,
875703,8757,,,,
882502,8825,,,,
882804,8828,,,,
884503,8845,,,,
904103,9041,,,,
917802,9178,,,,
924301,9243,,,,
947902,9479,,,,
973003,9730,,,,
988103,9881,,,,
1009703,10097,,,,
1039401,10394,,,,
1048502,10485,,,,
1053901,10539,,,,
1056403,10564,,,,
1211303,12113,,,,
1211504,12115,,,,
1224801,12248,,,,
1229403,12294,,,,
1236301,12363,,,,
1239201,12392,,,,
1248602,12486,,,,
1254002,12540,,,,
1255603,12556,,,,
1192901,11929,,,,
512002,5120,,,,
959701,9597,,,,
81602,816,,,,
160602,1606,,,,
244403,2444,,,,
301303,3013,,,,
328603,3286,,,,
726307,7263,,,,
164802,1648,,,,
888502,8885,,,,
317802,3178,0.580513856,,,
498402,4984,,,,
695102,6951,,,,
989902,9899,,,,
535501,5355,-0.532377637,,,
543405,5434,0.406450212,,,
6103,61,,,,
27804,278,,,,
164904,1649,,,,
173602,1736,,,,
288901,2889,,,,
327303,3273,,,,
371903,3719,,,,
448801,4488,,,,
466203,4662,,,,
487801,4878,,,,
508903,5089,-1.889997912,,,
628602,6286,,,,
633202,6332,,,,
782803,7828,,,,
983704,9837,,,,
83501,835,,,,
101601,1016,,,,
322201,3222,,,,
354403,3544,,,,
419001,4190,,,,
465901,4659,,,,
471302,4713,,,,
488703,4887,,,,
504703,5047,,,,
603701,6037,,,,
626402,6264,,,,
643701,6437,,,,
652102,6521,,,,
652401,6524,,,,
655201,6552,,,,
657903,6579,,,,
659002,6590,,,,
661003,6610,,,,
661402,6614,,,,
663901,6639,,,,
663902,6639,,,,
692004,6920,,,,
696303,6963,,,,
702802,7028,,,,
703102,7031,,,,
736703,7367,,,,
753104,7531,,,,
774501,7745,,,,
787801,7878,,,,
818004,8180,,,,
842502,8425,,,,
843702,8437,,,,
844503,8445,,,,
845502,8455,,,,
851101,8511,,,,
851202,8512,,,,
873602,8736,,,,
875601,8756,,,,
883302,8833,,,,
885403,8854,,,,
922701,9227,,,,
923802,9238,,,,
923901,9239,,,,
933001,9330,,,,
946001,9460,,,,
947703,9477,,,,
956401,9564,,,,
969202,9692,,,,
970401,9704,,,,
970901,9709,,,,
979604,9796,,,,
990301,9903,,,,
1008104,10081,,,,
1014002,10140,,,,
1019103,10191,,,,
1021001,10210,,,,
1022003,10220,,,,
1026102,10261,,,,
1029203,10292,,,,
1036601,10366,,,,
1039502,10395,,,,
1047705,10477,,,,
1053404,10534,,,,
1054603,10546,,,,
1226701,12267,,,,
1231902,12319,,,,
1233602,12336,,,,
1233901,12339,,,,
1238901,12389,,,,
1248601,12486,,,,
1249501,12495,,,,
103303,1033,,,,
169102,1691,,,,
444001,4440,,,,
499401,4994,,,,
511404,5114,,,,
895102,8951,,,,
922101,9221,,,,
348501,3485,,,,
974001,9740,,,,
1249902,12499,,,,
338601,3386,,,,
348603,3486,-1.012637529,,,
888501,8885,0.727833224,,,
99803,998,1.007104272,,,
571502,5715,-1.306929207,,,
695101,6951,-1.637505419,,,
1000004,10000,1.007104272,,,
292602,2926,0.387293812,,,
377202,3772,-1.674636622,,,
21104,211,,,,
24904,249,,,,
195302,1953,,,,
209903,2099,,,,
296402,2964,,,,
318801,3188,,,,
380901,3809,-1.233190127,,,
428402,4284,-1.561594019,,,
441101,4411,,,,
446503,4465,,,,
461302,4613,,,,
597603,5976,,,,
671801,6718,,,,
914203,9142,,,,
922903,9229,,,,
926802,9268,-1.889997912,,,
971102,9711,,,,
116702,1167,,,,
170502,1705,,,,
256003,2560,,,,
439201,4392,,,,
499201,4992,,,,
567303,5673,,,,
588803,5888,,,,
636203,6362,,,,
652504,6525,,,,
654001,6540,,,,
656802,6568,,,,
659103,6591,,,,
681401,6814,,,,
691902,6919,,,,
701601,7016,,,,
734401,7344,,,,
753702,7537,,,,
760501,7605,,,,
772201,7722,,,,
790401,7904,,,,
791901,7919,,,,
811901,8119,,,,
832502,8325,,,,
836202,8362,,,,
836302,8363,,,,
871801,8718,,,,
874403,8744,,,,
882803,8828,,,,
883002,8830,,,,
923101,9231,,,,
930806,9308,,,,
930807,9308,,,,
937802,9378,,,,
945501,9455,,,,
947901,9479,,,,
950702,9507,,,,
954204,9542,,,,
988203,9882,,,,
1008103,10081,,,,
1014001,10140,,,,
1039601,10396,,,,
1041101,10411,,,,
1183203,11832,,,,
1202403,12024,,,,
1226501,12265,,,,
1228501,12285,,,,
1230703,12307,,,,
1237901,12379,,,,
1240901,12409,,,,
1247602,12476,,,,
1255402,12554,,,,
1255602,12556,,,,
714701,7147,,,,
105001,1050,,,,
587803,5878,,,,
404001,4040,,,,
1228602,12286,,,,
218102,2181,,,,
367402,3674,,,,
411502,4115,-0.72564232,,,
213904,2139,-0.432480611,,,
15903,159,-0.883746877,,,
81601,816,-0.532377637,,,
107703,1077,-0.532377637,,,
445701,4457,-1.235116117,,,
994801,9948,-0.532377637,,,
1053403,10534,0.521730084,,,
1202801,12028,-0.532377637,,,
113302,1133,-0.315200574,,,
205404,2054,1.131204806,,,
455303,4553,0.768827509,,,
746203,7462,-2.492568166,,,
29801,298,-0.643671405,,,
783601,7836,-0.751774369,,,
331705,3317,-0.128917916,,,
1019102,10191,,,,
124102,1241,,,,
127101,1271,,,,
307802,3078,,,,
329902,3299,,,,
337103,3371,,,,
438102,4381,,,,
475706,4757,,,,
490902,4909,,,,
506501,5065,,,,
553301,5533,,,,
557102,5571,,,,
597302,5973,,,,
615001,6150,,,,
650201,6502,,,,
658602,6586,,,,
659202,6592,,,,
703902,7039,,,,
726305,7263,,,,
733901,7339,,,,
734502,7345,,,,
752902,7529,,,,
773001,7730,,,,
777201,7772,,,,
791404,7914,,,,
795803,7958,,,,
797503,7975,,,,
799401,7994,,,,
808401,8084,,,,
813701,8137,,,,
815302,8153,,,,
819601,8196,,,,
820204,8202,,,,
836301,8363,,,,
841802,8418,,,,
843701,8437,,,,
845202,8452,,,,
853002,8530,,,,
855401,8554,,,,
859003,8590,,,,
870103,8701,,,,
872803,8728,53,,,
874801,8748,,,,
900002,9000,,,,
910403,9104,,,,
914302,9143,,,,
914802,9148,,,,
924601,9246,,,,
940302,9403,,,,
973002,9730,,,,
979503,9795,,,,
1009502,10095,,,,
1015601,10156,,,,
1022101,10221,,,,
1026002,10260,,,,
1216902,12169,,,,
1220702,12207,,,,
1242102,12421,,,,
1245901,12459,,,,
1250402,12504,,,,
185201,1852,,,,
340804,3408,,,,
745302,7453,-0.353553391,,,
877903,8779,-0.353553391,,,
495303,4953,,,,
994401,9944,,,,
37102,371,2.468303976,,,
337302,3373,-1.012637529,,,
932502,9325,0.015375638,,,
1206301,12063,-1.637505419,,,
1175701,11757,-1.33098155,,,
243302,2433,-1.561594019,,,
250001,2500,,,,
295903,2959,,,,
483301,4833,,,,
537403,5374,,,,
632206,6322,,,,
691501,6915,-1.889997912,,,
942303,9423,,,,
293402,2934,,,,
456502,4565,,,,
11801,118,,,,
87604,876,,,,
146001,1460,,,,
146002,1460,,,,
205202,2052,,,,
228001,2280,,,,
282202,2822,,,,
293001,2930,,,,
355602,3556,,,,
402603,4026,,,,
417501,4175,,,,
428602,4286,,,,
449901,4499,,,,
520002,5200,,,,
589202,5892,,,,
652203,6522,,,,
652306,6523,,,,
657802,6578,,,,
657902,6579,,,,
661202,6612,,,,
661805,6618,,,,
667503,6675,,,,
674701,6747,,,,
696503,6965,,,,
702801,7028,,,,
703801,7038,,,,
705304,7053,,,,
705501,7055,,,,
726401,7264,,,,
748102,7481,,,,
760701,7607,,,,
776101,7761,,,,
777904,7779,,,,
789501,7895,,,,
790103,7901,,,,
830802,8308,,,,
841801,8418,,,,
852801,8528,,,,
872903,8729,,,,
873401,8734,,,,
874402,8744,,,,
876302,8763,,,,
882601,8826,,,,
882802,8828,,,,
883001,8830,,,,
884703,8847,,,,
900001,9000,,,,
901102,9011,,,,
902503,9025,,,,
904101,9041,,,,
911802,9118,,,,
917902,9179,,,,
923601,9236,,,,
935301,9353,,,,
936601,9366,,,,
944102,9441,,,,
949202,9492,,,,
949804,9498,,,,
959301,9593,,,,
959401,9594,,,,
969201,9692,,,,
979602,9796,,,,
1001203,10012,,,,
1009501,10095,,,,
1015002,10150,,,,
1026801,10268,,,,
1045801,10458,,,,
1047502,10475,,,,
1054602,10546,,,,
1184202,11842,,,,
1233701,12337,,,,
1238402,12384,,,,
1241903,12419,,,,
1244904,12449,0.707106781,,2448,
1245301,12453,,,,
1249202,12492,,,,
1250901,12509,,,,
51502,515,-0.290256928,,,
471301,4713,,,,
737502,7375,,,,
777903,7779,,,,
817203,8172,,,,
983403,9834,,,,
1199901,11999,,,,
1228601,12286,-0.72564232,,,
822201,8222,,,,
717401,7174,-0.532377637,,,
1016802,10168,1.668256694,,,
49402,494,0.768827509,,,
215402,2154,-0.68068168,,,
328602,3286,1.493582104,,,
1053402,10534,0.044072915,,,
299302,2993,0.217179262,,,
66802,668,0.103134333,,,
624501,6245,0.335186581,,,
660501,6605,0.045125538,,,
989101,9891,-0.22152537,,,
25602,256,,,,
50102,501,-1.397392073,,,
74402,744,-1.397392073,,,
75605,756,-1.725795965,,,
96602,966,-1.889997912,,,
111703,1117,-1.233190127,,,
123402,1234,-1.561594019,,,
123603,1236,,,,
174002,1740,,,,
190602,1906,-1.725795965,,,
191501,1915,-1.561594019,,,
204202,2042,-1.725795965,,,
270101,2701,-0.904786234,,,
310601,3106,-1.725795965,,,
337003,3370,-1.561594019,,,
402302,4023,-1.889997912,,,
407101,4071,-0.904786234,,,
528604,5286,-1.889997912,,,
547402,5474,-1.889997912,,,
822701,8227,-1.06898818,,,
826906,8269,-1.725795965,,,
848202,8482,-1.561594019,,,
968602,9686,,,,
997404,9974,-1.561594019,,,
1030803,10308,,,,
1052602,10526,,,,
369705,3697,,,,
538803,5388,,,,
749001,7490,,,,
183203,1832,,,,
223202,2232,,,,
229602,2296,,,,
250301,2503,,,,
329901,3299,-0.353553391,,,
365409,3654,,,,
389301,3893,-0.353553391,,,
444101,4441,,,,
474401,4744,,,,
479701,4797,,,,
499103,4991,,,,
583303,5833,,,,
594704,5947,,,,
600701,6007,,,,
621201,6212,,,,
624402,6244,,,,
644501,6445,2.474873734,,1312,
654101,6541,,,,
656801,6568,,,,
669901,6699,,,,
700603,7006,,,,
731004,7310,,,,
735902,7359,,,,
741401,7414,,,,
745501,7455,,,,
746803,7468,,,,
752901,7529,,,,
769504,7695,,,,
775101,7751,,,,
790102,7901,,,,
805102,8051,,,,
832501,8325,,,,
833501,8335,,,,
872902,8729,,,,
873102,8731,,,,
873304,8733,,,,
876203,8762,,,,
880103,8801,,,,
896905,8969,,,,
900402,9004,,,,
908602,9086,,,,
922802,9228,,,,
924402,9244,,,,
949201,9492,,,,
949601,9496,-0.353553391,,,
950701,9507,,,,
961102,9611,,,,
975003,9750,,,,
979502,9795,,,,
993201,9932,,,,
1008801,10088,,,,
1009702,10097,,,,
1013002,10130,-0.353553391,,,
1014801,10148,,,,
1024601,10246,-0.353553391,,,
1027101,10271,,,,
1027201,10272,,,,
1047704,10477,,,,
1051802,10518,,,,
1058801,10588,,,,
1216901,12169,,,,
1232001,12320,,,,
1235202,12352,,,,
1236602,12366,,,,
1240802,12408,,,,
1241701,12417,,,,
1244702,12447,,,,
1248001,12480,,,,
1249901,12499,,,,
1250401,12504,,,,
1253602,12536,,,,
51501,515,0.147676306,,,
340803,3408,0.727833224,,,
877702,8777,,,,
169901,1699,1.007104272,,,
337301,3373,0.345951849,,,
495901,4959,-0.976352996,,,
574401,5744,0.345951849,,,
664402,6644,0.015375638,,,
122802,1228,-0.987326478,,,
348602,3486,-0.643671405,,,
372002,3720,0.387293812,,,
428302,4283,1.761914101,,,
481003,4810,0.387293812,,,
1186201,11862,1.418259029,,,
110801,1108,0.217179262,,,
543403,5434,-2.689681632,,,
231701,2317,-0.82507466,,,
292601,2926,-0.593022412,,,
455302,4553,-0.360970164,,,
571501,5715,1.263395573,,,
28806,288,-1.397392073,,,
132602,1326,-1.561594019,,,
213703,2137,-1.06898818,,,
220002,2200,-1.233190127,,0.707106781,
307302,3073,-0.576382342,,,
328002,3280,,,,
335203,3352,-0.740584288,,,
387601,3876,-1.397392073,,,
422302,4223,-1.06898818,,,
449402,4494,-0.083776503,,,
452602,4526,-1.397392073,,,
470502,4705,-1.725795965,,,
514303,5143,-1.397392073,,,
519301,5193,-1.561594019,,,
538705,5387,-0.904786234,,,
617101,6171,-1.561594019,,,
637403,6374,-1.06898818,,-0.707106781,
682602,6826,-1.889997912,,,
726310,7263,-1.889997912,,,
744303,7443,-1.561594019,,,
803404,8034,-1.233190127,,,
840502,8405,-1.06898818,,,
860103,8601,0.408829336,,,
897403,8974,-1.561594019,,,
990602,9906,,,,
995104,9951,-1.561594019,,,
1054204,10542,-1.561594019,,,
1186701,11867,-1.397392073,,,
1187101,11871,-1.889997912,,,
294303,2943,,,,
89502,895,,,,
95402,954,,,,
122703,1227,,,,
130802,1308,,,,
221504,2215,,,,
244402,2444,,,,
258501,2585,,,,
259901,2599,,,,
303802,3038,,,,
342202,3422,,,,
377303,3773,-0.290256928,,,
450503,4505,,,,
485202,4852,,,,
492901,4929,,,,
511102,5111,,,,
567302,5673,,,,
576802,5768,,,,
627301,6273,-0.72564232,,,
636404,6364,,,,
657201,6572,,,,
658601,6586,,,,
660901,6609,,,,
661804,6618,0.145128464,,,
