"SubjectTag","SubjectID","Generation","HeightZGenderAge","WeightZGenderAge","AfqtRescaled2006Gaussified","Afi","Afm","MathStandardized"
764804,764804,2,-0.3962702,-0.3962702,NA,NA,NA,97
764901,764901,2,1.169933,1.169933,NA,NA,NA,105
764902,764902,2,NA,NA,NA,NA,NA,110
765201,765201,2,-0.1910861,-0.1910861,NA,NA,NA,86
765202,765202,2,0.170937,0.170937,NA,NA,NA,90
765501,765501,2,-0.1624455,-0.1624455,NA,NA,NA,107.5
765502,765502,2,-0.1624455,-0.1624455,NA,NA,NA,104
765503,765503,2,1.170353,1.170353,NA,NA,NA,118
765701,765701,2,-0.4958281,-0.4958281,NA,NA,NA,97
765702,765702,2,0.804904,0.804904,NA,NA,NA,101
766201,766201,2,-1.68929,-1.68929,NA,NA,NA,100
766202,766202,2,-1.990891,-1.990891,NA,NA,NA,96
766501,766501,2,NA,NA,NA,NA,NA,95
766502,766502,2,NA,NA,NA,NA,NA,109
766901,766901,2,-0.9393764,-0.9393764,NA,NA,NA,97
766902,766902,2,0.888699,0.888699,NA,NA,NA,99.5
767001,767001,2,-0.1800443,-0.1800443,NA,NA,NA,99
767002,767002,2,0.804904,0.804904,NA,NA,NA,92
767003,767003,2,-2.012545,-2.012545,NA,NA,NA,101
767101,767101,2,NA,NA,NA,NA,NA,NA
767102,767102,2,NA,NA,NA,NA,NA,NA
767201,767201,2,-0.2118254,-0.2118254,NA,NA,NA,86.5
767301,767301,2,0.4765879,0.4765879,NA,NA,NA,98
767302,767302,2,NA,NA,NA,NA,NA,94.5
767303,767303,2,NA,NA,NA,NA,NA,NA
767304,767304,2,NA,NA,NA,NA,NA,101
767801,767801,2,NA,NA,NA,NA,NA,85
767802,767802,2,NA,NA,NA,NA,NA,102
767901,767901,2,2.118168,2.118168,NA,NA,NA,107
768101,768101,2,-1.21185,-1.21185,NA,NA,NA,98
768102,768102,2,-0.5083604,-0.5083604,NA,NA,NA,102
768103,768103,2,NA,NA,NA,NA,NA,NA
768104,768104,2,2.164924,2.164924,NA,NA,NA,92
768201,768201,2,0.170937,0.170937,NA,NA,NA,104.5
768301,768301,2,NA,NA,NA,NA,NA,NA
768401,768401,2,1.54326,1.54326,NA,NA,NA,113
768402,768402,2,0.886509,0.886509,NA,NA,NA,103.5
768403,768403,2,NA,NA,NA,NA,NA,95.5
768501,768501,2,-0.8366765,-0.8366765,NA,NA,NA,100.5
768502,768502,2,-0.8292106,-0.8292106,NA,NA,NA,97
768503,768503,2,-0.8292106,-0.8292106,NA,NA,NA,99
768701,768701,2,0.1217313,0.1217313,NA,NA,NA,114
768702,768702,2,NA,NA,NA,NA,NA,118
768801,768801,2,1.54326,1.54326,NA,NA,NA,89
768802,768802,2,0.888699,0.888699,NA,NA,NA,98
768901,768901,2,1.54326,1.54326,NA,NA,NA,108.5
768902,768902,2,1.220005,1.220005,NA,NA,NA,94
769101,769101,2,2.526074,2.526074,NA,NA,NA,101
769201,769201,2,NA,NA,NA,NA,NA,100.5
769401,769401,2,-0.3962702,-0.3962702,NA,NA,NA,89.5
769402,769402,2,-0.3962702,-0.3962702,NA,NA,NA,92.5
769403,769403,2,-0.5672377,-0.5672377,NA,NA,NA,108
769404,769404,2,0.4740206,0.4740206,NA,NA,NA,100
769501,769501,2,1.192642,1.192642,NA,NA,NA,102
769502,769502,2,1.516736,1.516736,NA,NA,NA,88.5
769503,769503,2,-1.007949,-1.007949,NA,NA,NA,100.5
769504,769504,2,NA,NA,NA,NA,NA,107
770401,770401,2,-0.8897734,-0.8897734,NA,NA,NA,94
770801,770801,2,0.4979817,0.4979817,NA,NA,NA,106
771001,771001,2,-1.164993,-1.164993,NA,NA,NA,86.5
771002,771002,2,-1.04278,-1.04278,NA,NA,NA,93
771301,771301,2,NA,NA,NA,NA,NA,93
771302,771302,2,NA,NA,NA,NA,NA,NA
772201,772201,2,NA,NA,NA,NA,NA,NA
773001,773001,2,NA,NA,NA,NA,NA,NA
773501,773501,2,NA,NA,NA,NA,NA,NA
773601,773601,2,NA,NA,NA,NA,NA,NA
773901,773901,2,NA,NA,NA,NA,NA,NA
774001,774001,2,NA,NA,NA,NA,NA,NA
774002,774002,2,NA,NA,NA,NA,NA,NA
774501,774501,2,NA,NA,NA,NA,NA,NA
774601,774601,2,NA,NA,NA,NA,NA,NA
774602,774602,2,NA,NA,NA,NA,NA,NA
774701,774701,2,NA,NA,NA,NA,NA,NA
775001,775001,2,-0.8366765,-0.8366765,NA,NA,NA,109
775002,775002,2,-0.5756847,-0.5756847,NA,NA,NA,115
775003,775003,2,-0.9521991,-0.9521991,NA,NA,NA,119
775101,775101,2,NA,NA,NA,NA,NA,NA
775102,775102,2,NA,NA,NA,NA,NA,NA
775401,775401,2,0.5043196,0.5043196,NA,NA,NA,105
775501,775501,2,NA,NA,NA,NA,NA,112
775502,775502,2,NA,NA,NA,NA,NA,NA
776001,776001,2,0.6662728,0.6662728,NA,NA,NA,NA
776101,776101,2,NA,NA,NA,NA,NA,NA
776102,776102,2,NA,NA,NA,NA,NA,NA
776501,776501,2,NA,NA,NA,NA,NA,NA
776502,776502,2,NA,NA,NA,NA,NA,NA
777101,777101,2,NA,NA,NA,NA,NA,NA
777102,777102,2,NA,NA,NA,NA,NA,NA
777201,777201,2,NA,NA,NA,NA,NA,NA
777202,777202,2,NA,NA,NA,NA,NA,NA
777401,777401,2,-0.5705317,-0.5705317,NA,NA,NA,82
777501,777501,2,NA,NA,NA,NA,NA,128
777701,777701,2,NA,NA,NA,NA,NA,NA
777901,777901,2,NA,NA,NA,NA,NA,103.5
777902,777902,2,NA,NA,NA,NA,NA,98
777903,777903,2,NA,NA,NA,NA,NA,91
777904,777904,2,NA,NA,NA,NA,NA,NA
777905,777905,2,NA,NA,NA,NA,NA,NA
778101,778101,2,NA,NA,NA,NA,NA,110
778201,778201,2,NA,NA,NA,NA,NA,NA
778202,778202,2,NA,NA,NA,NA,NA,NA
778203,778203,2,NA,NA,NA,NA,NA,NA
778801,778801,2,-0.2118254,-0.2118254,NA,NA,NA,99
778802,778802,2,-1.275893,-1.275893,NA,NA,NA,NA
778901,778901,2,0.8377021,0.8377021,NA,NA,NA,84
778902,778902,2,0.5444547,0.5444547,NA,NA,NA,77
778903,778903,2,0.4998007,0.4998007,NA,NA,NA,98
778904,778904,2,0.804904,0.804904,NA,NA,NA,95
779101,779101,2,-1.600691,-1.600691,NA,NA,NA,90
779102,779102,2,NA,NA,NA,NA,NA,99
779401,779401,2,-1.664955,-1.664955,NA,NA,NA,89
779402,779402,2,0.5043196,0.5043196,NA,NA,NA,92
779501,779501,2,-0.2057241,-0.2057241,NA,NA,NA,77
779502,779502,2,1.461536,1.461536,NA,NA,NA,82
779503,779503,2,-0.5705317,-0.5705317,NA,NA,NA,82
779504,779504,2,NA,NA,NA,NA,NA,103
779601,779601,2,-0.9353394,-0.9353394,NA,NA,NA,86
779602,779602,2,-0.8167297,-0.8167297,NA,NA,NA,98.5
779701,779701,2,1.83785,1.83785,NA,NA,NA,101
779702,779702,2,-0.5705317,-0.5705317,NA,NA,NA,94.5
779801,779801,2,-0.9353394,-0.9353394,NA,NA,NA,86
779802,779802,2,NA,NA,NA,NA,NA,NA
780201,780201,2,-0.4958281,-0.4958281,NA,NA,NA,65
780202,780202,2,-1.04278,-1.04278,NA,NA,NA,95.5
780203,780203,2,-0.5520062,-0.5520062,NA,NA,NA,100
780401,780401,2,0.170937,0.170937,NA,NA,NA,115
780402,780402,2,0.8377021,0.8377021,NA,NA,NA,92.5
780403,780403,2,0.8393604,0.8393604,NA,NA,NA,101
780404,780404,2,0.4850834,0.4850834,NA,NA,NA,96.5
780601,780601,2,-0.1624455,-0.1624455,NA,NA,NA,103
780602,780602,2,2.141371,2.141371,NA,NA,NA,109
780603,780603,2,-0.09844722,-0.09844722,NA,NA,NA,116.5
781001,781001,2,0.9899671,0.9899671,NA,NA,NA,101
781002,781002,2,NA,NA,NA,NA,NA,93
781301,781301,2,NA,NA,NA,NA,NA,NA
781401,781401,2,-0.8366765,-0.8366765,NA,NA,NA,97.5
781402,781402,2,-0.8292106,-0.8292106,NA,NA,NA,87
781403,781403,2,0.5043196,0.5043196,NA,NA,NA,101
781501,781501,2,0.888699,0.888699,NA,NA,NA,87
781801,781801,2,NA,NA,NA,NA,NA,86
781802,781802,2,NA,NA,NA,NA,NA,88
781803,781803,2,-1.821625,-1.821625,NA,NA,NA,NA
781804,781804,2,-0.4278268,-0.4278268,NA,NA,NA,NA
781805,781805,2,-0.5672377,-0.5672377,NA,NA,NA,NA
781901,781901,2,-0.1624455,-0.1624455,NA,NA,NA,95
781902,781902,2,-1.21185,-1.21185,NA,NA,NA,89.5
782001,782001,2,-0.07301518,-0.07301518,NA,NA,NA,95.5
782002,782002,2,0.8415136,0.8415136,NA,NA,NA,112
782101,782101,2,NA,NA,NA,NA,NA,117.5
782102,782102,2,NA,NA,NA,NA,NA,120
782103,782103,2,NA,NA,NA,NA,NA,111
782201,782201,2,NA,NA,NA,NA,NA,111
782301,782301,2,-0.8292106,-0.8292106,NA,NA,NA,103
782302,782302,2,-1.495976,-1.495976,NA,NA,NA,101
782501,782501,2,-0.3764627,-0.3764627,NA,NA,NA,99
782502,782502,2,-0.2118254,-0.2118254,NA,NA,NA,95
782801,782801,2,-1.460363,-1.460363,NA,NA,NA,109.5
782802,782802,2,-0.8051638,-0.8051638,NA,NA,NA,111.5
782803,782803,2,NA,NA,NA,NA,NA,86
782804,782804,2,NA,NA,NA,NA,NA,NA
782901,782901,2,-0.5083604,-0.5083604,NA,NA,NA,95
782902,782902,2,-1.640579,-1.640579,NA,NA,NA,106
