"SubjectTag","ExtendedID","Generation","Gender","RaceCohort","SiblingCountInNls","BirthOrderInNls","SimilarAgeCount","HasMzPossibly","KidCountBio","KidCountInNls","Mob","LastSurveyYearCompleted","AgeAtLastSurvey","IsDead","DeathDate"
282900,2828,1,2,3,2,2,1,0,2,2,1963-05-15,2010,46.7734413146973,0,NA
282901,2828,2,1,3,2,1,1,0,0,NA,1988-06-15,2010,21.6125946044922,0,NA
282902,2828,2,2,3,2,2,1,0,NA,NA,1989-07-15,2010,20.4544830322266,0,NA
283000,2830,1,1,3,1,1,1,0,2,0,1963-06-15,2008,44.7830238342285,0,NA
283100,2831,1,2,3,1,1,1,0,0,0,1960-10-15,2010,49.3661880493164,0,NA
283200,2832,1,1,3,1,1,1,0,0,0,1963-05-15,2010,46.9377136230469,0,NA
283300,2833,1,1,3,2,2,1,0,3,0,1959-09-15,2002,42.7816581726074,0,NA
283400,2833,1,2,3,2,1,1,0,3,3,1958-07-15,2002,43.9507179260254,0,NA
283401,2833,2,2,3,3,1,1,0,NA,NA,1978-10-15,2008,29.273099899292,0,NA
283402,2833,2,1,3,3,2,1,0,NA,NA,1980-10-15,2006,25.6372356414795,0,NA
283403,2833,2,2,3,3,3,1,0,0,NA,1999-09-15,2000,1.03216969966888,0,NA
283500,2835,1,2,3,2,2,1,0,2,2,1958-12-15,1998,39.4688568115234,0,NA
283501,2835,2,1,3,2,1,1,0,0,NA,1984-05-15,2010,25.7385349273682,0,NA
283502,2835,2,2,3,2,2,1,0,0,NA,1987-04-15,2010,22.8199863433838,0,NA
283600,2835,1,1,3,2,1,1,0,2,0,1957-04-15,2000,43.7289543151855,0,NA
283700,2837,1,1,3,1,1,1,0,3,0,1963-09-15,2004,40.6105422973633,0,NA
283800,2838,1,1,3,1,1,1,0,0,0,1961-12-15,2010,48.1560592651367,0,NA
283900,2839,1,1,3,2,1,1,0,0,0,1958-06-15,2010,51.693359375,0,NA
284000,2839,1,2,3,2,2,1,0,0,0,1963-07-15,2010,46.6529769897461,0,NA
284100,2841,1,2,3,1,1,1,0,3,3,1958-05-15,2010,51.6605072021484,0,NA
284101,2841,2,1,3,3,1,1,0,0,NA,1982-10-15,2010,27.2635173797607,0,NA
284102,2841,2,2,3,3,2,1,0,NA,NA,1985-05-15,2010,24.6817245483398,0,NA
284103,2841,2,1,3,3,3,1,0,0,NA,1987-12-15,2010,22.0561256408691,0,NA
284200,2842,1,1,3,1,1,1,0,0,0,1957-02-15,2010,53.0951385498047,0,NA
284300,2843,1,2,3,1,1,1,0,0,0,1963-11-15,2000,37.1334686279297,0,NA
284400,2844,1,1,3,1,1,1,0,0,0,1960-02-15,1983,23.0390148162842,0,NA
284500,2845,1,1,3,3,1,1,0,3,0,1962-12-15,2010,47.121150970459,0,NA
284600,2845,1,2,3,3,2,2,1,0,0,1964-07-15,2000,36.1451072692871,0,NA
284700,2845,1,2,3,3,2,2,1,0,0,1964-07-15,2010,45.5331954956055,0,NA
284800,2848,1,2,3,2,1,1,0,0,0,1959-05-15,2010,50.8035583496094,0,NA
284900,2848,1,2,3,2,2,1,0,0,0,1961-05-15,2010,48.903491973877,0,NA
285000,2850,1,2,3,2,1,1,0,2,2,1962-10-15,2010,47.2388763427734,0,NA
285001,2850,2,1,3,2,1,1,0,0,NA,1997-06-15,2008,10.9021215438843,0,NA
285002,2850,2,2,3,2,2,1,0,0,NA,1999-07-15,2008,8.82135486602783,0,NA
285100,2850,1,1,3,2,2,1,0,3,0,1963-09-15,2010,46.5982208251953,0,NA
285200,2852,1,1,3,1,1,1,0,0,0,1957-12-15,2010,52.1752243041992,0,NA
285300,2853,1,1,3,1,1,1,0,0,0,1960-06-15,2008,48.4873390197754,0,NA
285400,2854,1,1,3,2,1,1,0,1,0,1962-08-15,2010,47.5044479370117,0,NA
285500,2854,1,2,3,2,2,1,0,3,3,1964-01-15,2010,46.1601638793945,0,NA
285501,2854,2,1,3,3,1,1,0,NA,NA,1984-11-15,2006,21.6481857299805,0,NA
285502,2854,2,2,3,3,2,1,0,NA,NA,1986-11-15,2006,19.9863109588623,0,NA
285503,2854,2,2,3,3,3,1,0,NA,NA,1991-06-15,2008,16.6570835113525,0,NA
285600,2856,1,2,3,3,1,1,0,0,0,1959-11-15,2010,50.2724151611328,0,NA
285700,2856,1,1,3,3,2,1,0,1,0,1961-02-15,1998,37.1964416503906,0,NA
285800,2856,1,1,3,3,3,1,0,1,0,1963-02-15,2010,47.019847869873,0,NA
285900,2859,1,1,3,2,1,1,0,0,0,1957-12-15,1980,22.3244361877441,0,NA
286000,2859,1,1,3,2,2,1,0,2,0,1963-08-15,2002,38.9212875366211,0,NA
286100,2861,1,1,3,1,1,1,0,3,0,1963-02-15,2010,47.0034217834473,0,NA
286200,2862,1,2,3,2,1,1,0,0,0,1963-06-15,1998,35.1019859313965,0,NA
286300,2862,1,2,3,2,2,1,0,0,0,1964-07-15,2010,45.6235466003418,0,NA
286400,2864,1,2,3,4,1,1,0,1,1,1957-11-15,2010,52.1587944030762,0,NA
286401,2864,2,1,3,1,1,1,0,0,NA,1997-11-15,2008,10.4613275527954,0,NA
286500,2864,1,2,3,4,2,1,0,0,0,1960-08-15,2008,48.0273780822754,0,NA
286600,2864,1,1,3,4,3,1,0,2,0,1962-01-15,2010,48.3641357421875,0,NA
286700,2864,1,2,3,4,4,1,0,0,0,1963-03-15,2010,47.6577682495117,0,NA
286800,2868,1,1,3,4,1,1,0,2,0,1957-10-15,2010,52.3559188842773,0,NA
286900,2868,1,2,3,4,2,1,0,1,1,1960-04-15,1998,38.3299102783203,0,NA
286901,2868,2,1,3,1,1,1,0,0,NA,1995-07-15,1998,3.08281993865967,0,NA
287000,2868,1,1,3,4,3,1,0,2,0,1961-08-15,2010,48.5420951843262,0,NA
287100,2868,1,1,3,4,4,1,0,3,0,1963-08-15,2010,46.4722785949707,0,NA
287200,2872,1,2,3,2,1,1,0,0,0,1960-06-15,2010,49.7494850158691,0,NA
287300,2872,1,1,3,2,2,1,0,0,0,1962-06-15,2010,47.693359375,0,NA
287400,2874,1,1,1,1,1,1,0,3,0,1960-11-15,2010,49.782341003418,0,NA
287500,2875,1,1,3,1,1,1,0,0,0,1959-09-15,1987,27.8658447265625,0,NA
287600,2876,1,1,3,1,1,1,0,3,0,1960-10-15,2010,49.5331954956055,0,NA
287700,2877,1,2,3,1,1,1,0,2,2,1958-11-15,2008,49.3169059753418,0,NA
287701,2877,2,2,3,2,1,1,0,NA,NA,1991-01-15,2010,19.6769332885742,0,NA
287702,2877,2,1,3,2,2,1,0,0,NA,1996-03-15,2008,12.1943874359131,0,NA
287800,2878,1,2,1,1,1,1,0,6,6,1958-08-15,2010,51.7672843933105,0,NA
287801,2878,2,1,1,6,1,1,0,NA,NA,1974-08-15,1994,19.9698829650879,0,NA
287802,2878,2,2,1,6,2,1,0,NA,NA,1978-08-15,NA,NA,0,NA
287803,2878,2,2,1,6,3,1,0,5,NA,1981-06-15,2010,28.7693367004395,0,NA
287804,2878,2,2,1,6,4,1,0,3,NA,1983-12-15,2010,26.5763168334961,0,NA
287805,2878,2,1,1,6,5,1,0,0,NA,1989-06-15,2010,20.7693367004395,0,NA
287806,2878,2,1,1,6,6,1,0,2,NA,1991-07-15,2010,18.9185485839844,0,NA
287900,2879,1,2,3,3,1,1,0,2,2,1957-09-15,2010,52.8870620727539,0,NA
287901,2879,2,2,3,2,1,1,0,1,NA,1984-01-15,2010,26.5133476257324,0,NA
287902,2879,2,1,3,2,2,1,0,0,NA,1991-08-15,2008,16.9390830993652,0,NA
288000,2879,1,2,3,3,2,1,0,2,2,1959-06-15,2010,50.7843933105469,0,NA
288001,2879,2,1,3,2,1,1,0,0,NA,1985-05-15,2010,24.8049278259277,0,NA
288002,2879,2,2,3,2,2,1,0,NA,NA,1991-04-15,2010,19.6741962432861,0,NA
288100,2879,1,1,3,3,3,1,0,0,0,1962-12-15,2006,44.0328559875488,0,NA
288200,2882,1,1,3,3,1,1,0,0,0,1960-12-15,2010,49.5989036560059,0,NA
288300,2882,1,2,3,3,2,1,0,3,3,1962-02-15,2010,47.9260787963867,0,NA
288301,2882,2,1,3,3,1,1,0,NA,NA,1989-12-15,2006,16.6817245483398,0,NA
288302,2882,2,2,3,3,2,1,0,0,NA,1994-09-15,2006,11.9260778427124,0,NA
288303,2882,2,1,3,3,3,1,0,0,NA,1997-08-15,2006,9.01574230194092,0,NA
288400,2882,1,1,3,3,3,1,0,1,0,1963-08-15,2010,46.5297737121582,0,NA
288500,2885,1,2,3,1,1,1,0,3,3,1958-06-15,2010,51.5373039245605,0,NA
288501,2885,2,2,3,3,1,1,0,NA,NA,1984-02-15,2010,25.8809032440186,0,NA
288502,2885,2,2,3,3,2,1,0,0,NA,1986-11-15,2010,23.1184120178223,0,NA
288503,2885,2,1,3,3,3,1,0,0,NA,1993-06-15,2010,16.5366191864014,0,NA
288600,2886,1,2,2,1,1,1,0,3,3,1959-06-15,2010,50.639289855957,0,NA
288601,2886,2,1,2,3,1,2,1,2,NA,1976-11-15,2010,33.1991767883301,0,NA
288602,2886,2,1,2,3,1,2,1,1,NA,1976-11-15,2010,33.1690635681152,0,NA
288603,2886,2,1,2,3,3,1,0,1,NA,1978-05-15,2008,29.782341003418,0,NA
288700,2887,1,2,3,2,1,1,0,1,1,1958-02-15,2004,46.5708427429199,0,NA
288701,2887,2,2,3,1,1,1,0,0,NA,1991-01-15,2000,9.70294284820557,0,NA
288800,2887,1,1,3,2,2,1,0,0,0,1963-08-15,1998,34.967830657959,0,NA
288900,2889,1,2,3,1,1,1,0,2,2,1963-05-15,2010,46.7214241027832,0,NA
288901,2889,2,1,3,2,1,1,0,0,NA,2003-04-15,2008,5.17727565765381,0,NA
288902,2889,2,1,3,2,2,1,0,0,NA,2004-08-15,2008,3.84120464324951,0,NA
289000,2890,1,1,1,2,2,1,0,1,0,1963-04-15,2000,37.7330589294434,0,NA
289100,2890,1,2,1,2,1,1,0,0,0,1960-05-15,1983,22.7926082611084,0,NA
289200,2892,1,2,3,1,1,1,0,3,3,1964-09-15,2010,45.399040222168,0,NA
289201,2892,2,2,3,3,1,1,0,0,NA,1994-11-15,2010,15.2772073745728,0,NA
289202,2892,2,1,3,3,2,1,0,0,NA,1997-08-15,2008,10.8309373855591,0,NA
289203,2892,2,2,3,3,3,1,0,0,NA,2000-11-15,2008,7.57837104797363,0,NA
289300,2893,1,1,3,1,1,1,0,2,0,1960-03-15,2010,49.9767265319824,0,NA
289400,2894,1,2,3,3,2,1,0,3,3,1962-06-15,2010,48.1587944030762,0,NA
289401,2894,2,1,3,3,1,1,0,0,NA,1997-06-15,2008,10.9514036178589,0,NA
289402,2894,2,1,3,3,2,1,0,0,NA,1998-11-15,2008,9.78507900238037,0,NA
289403,2894,2,2,3,3,3,1,0,0,NA,2003-08-15,2008,4.78576326370239,0,NA
289500,2894,1,1,3,3,3,1,0,2,0,1964-12-15,2010,45.1033554077148,0,NA
289600,2894,1,1,3,3,1,1,0,2,0,1961-04-15,2010,48.788501739502,0,NA
289700,2897,1,2,3,1,1,1,0,0,0,1962-06-15,1992,30.1163578033447,0,NA
289800,2898,1,1,3,1,1,1,0,0,0,1959-03-15,1984,24.9746742248535,0,NA
289900,2899,1,2,3,1,1,1,0,0,0,1962-10-15,2010,47.3593444824219,0,NA
290000,2900,1,2,3,1,1,1,0,2,2,1960-08-15,2010,49.7275848388672,0,NA
290001,2900,2,1,3,2,1,1,0,0,NA,1990-06-15,2008,18.1190967559814,0,NA
290002,2900,2,2,3,2,2,1,0,NA,NA,1992-04-15,2008,16.2847366333008,0,NA
290100,2901,1,2,3,3,1,1,0,0,0,1957-01-15,1994,37.7768669128418,0,NA
290200,2901,1,2,3,3,2,1,0,2,2,1958-08-15,2010,51.3237495422363,0,NA
290201,2901,2,2,3,2,1,1,0,NA,NA,1990-08-15,2010,19.3675556182861,0,NA
290202,2901,2,1,3,2,2,1,0,0,NA,1995-02-15,2010,14.8254623413086,0,NA
290300,2901,1,1,3,3,3,1,0,2,0,1962-04-15,2010,47.8987007141113,0,NA
290400,2904,1,1,3,1,1,1,0,0,0,1961-09-15,2010,48.4709091186523,0,NA
290500,2905,1,1,3,2,1,1,0,2,0,1961-06-15,2010,48.7091026306152,0,NA
290600,2905,1,1,3,2,2,1,0,0,0,1962-09-15,2010,47.8877487182617,0,NA
290700,2907,1,1,3,3,3,1,0,2,0,1962-02-15,2004,42.4750175476074,0,NA
290800,2907,1,2,3,3,1,1,0,3,3,1958-02-15,2010,52.0246391296387,0,NA
290801,2907,2,2,3,3,1,1,0,NA,NA,1988-11-15,2010,21.2019157409668,0,NA
290802,2907,2,1,3,3,2,1,0,0,NA,1990-08-15,2010,19.8685836791992,0,NA
290803,2907,2,2,3,3,3,1,0,0,NA,1996-03-15,2008,12.2272415161133,0,NA
290900,2907,1,2,3,3,2,1,0,2,2,1960-07-15,2010,49.5386734008789,0,NA
290901,2907,2,2,3,2,1,1,0,NA,NA,1986-03-15,2008,22.5407257080078,0,NA
290902,2907,2,1,3,2,2,1,0,0,NA,1989-09-15,2002,13.0978784561157,0,NA
291000,2910,1,2,3,1,1,1,0,2,2,1964-05-15,2010,45.6563987731934,0,NA
291001,2910,2,1,3,2,1,1,0,NA,NA,2005-08-15,NA,NA,0,NA
291002,2910,2,2,3,2,2,1,0,NA,NA,2007-01-15,NA,NA,0,NA
291100,2911,1,2,1,3,2,1,0,4,4,1961-01-15,2010,48.9336090087891,0,NA
291101,2911,2,2,1,4,1,1,0,1,NA,1980-04-15,2008,28.4161529541016,0,NA
291102,2911,2,1,1,4,2,1,0,NA,NA,1987-10-15,2006,18.3655033111572,0,NA
291103,2911,2,2,1,4,3,1,0,NA,NA,1991-12-15,2010,18.0944557189941,0,NA
291104,2911,2,2,1,4,4,1,0,NA,NA,1993-09-15,2010,16.4188919067383,0,NA
291200,2911,1,1,1,3,3,1,0,6,0,1963-03-15,2010,47.3867225646973,0,NA
291300,2911,1,1,1,3,1,1,0,7,0,1959-09-15,2008,48.7748107910156,0,NA
291400,2914,1,1,2,1,1,1,0,0,0,1960-10-15,2010,49.5331954956055,0,NA
291500,2915,1,1,3,1,1,1,0,0,0,1958-01-15,2010,52.1752243041992,0,NA
291600,2916,1,1,3,1,1,1,0,0,0,1960-01-15,2010,50.9021224975586,0,NA
291700,2917,1,1,3,1,1,1,0,0,0,1959-01-15,2010,51.5153999328613,0,NA
291800,2918,1,2,3,4,1,1,0,2,2,1958-05-15,2010,51.6221771240234,0,NA
291801,2918,2,2,3,2,1,1,0,NA,NA,1986-12-15,2010,23.0773448944092,0,NA
291802,2918,2,2,3,2,2,1,0,NA,NA,1988-10-15,2010,21.300479888916,0,NA
291900,2918,1,2,3,4,2,1,0,1,1,1960-02-15,2010,49.911018371582,0,NA
291901,2918,2,2,3,1,1,1,0,0,NA,1996-06-15,2002,5.9849419593811,0,NA
292000,2918,1,1,3,4,3,1,0,2,0,1961-07-15,2010,48.5995903015137,0,NA
292100,2918,1,1,3,4,4,1,0,0,0,1964-09-15,2010,45.7111549377441,0,NA
292200,2922,1,1,3,1,1,1,0,1,0,1960-09-15,2002,41.9767265319824,0,NA
292300,2923,1,1,3,2,1,1,0,2,0,1962-09-15,2010,47.7919235229492,0,NA
292400,2923,1,1,3,2,2,1,0,2,0,1963-12-15,1998,34.5681037902832,0,NA
292500,2925,1,1,3,3,1,1,0,0,0,1957-03-15,1983,25.9849414825439,0,NA
292600,2925,1,2,3,3,2,1,0,4,4,1958-06-15,2000,42.2450370788574,0,NA
292601,2925,2,1,3,4,1,1,0,0,NA,1987-05-15,2000,13.3114309310913,0,NA
292602,2925,2,1,3,4,2,1,0,0,NA,1989-03-15,2000,11.4962358474731,0,NA
292603,2925,2,2,3,4,3,1,0,0,NA,1992-08-15,2000,8.07666015625,0,NA
292604,2925,2,1,3,4,4,1,0,0,NA,1995-01-15,2000,5.65913772583008,0,NA
292700,2925,1,1,3,3,3,1,0,0,0,1960-12-15,1998,37.475700378418,0,NA
292800,2928,1,2,3,1,1,1,0,2,2,1963-06-15,2010,46.6146469116211,0,NA
292801,2928,2,2,3,2,1,1,0,NA,NA,1990-09-15,2010,19.479808807373,0,NA
292802,2928,2,1,3,2,2,1,0,0,NA,1992-11-15,2010,17.1991786956787,0,NA
292900,2929,1,2,3,1,1,1,0,0,0,1958-01-15,2010,52.0602340698242,0,NA
293000,2930,1,2,3,2,1,1,0,1,1,1959-12-15,2010,50.5297737121582,0,NA
293001,2930,2,1,3,1,1,1,0,0,NA,1988-03-15,1992,4.34223127365112,0,NA
293100,2930,1,1,3,2,2,1,0,1,0,1963-02-15,2006,43.7508544921875,0,NA
293200,2932,1,1,3,3,1,1,0,0,0,1959-06-15,2002,42.9869956970215,0,NA
293300,2932,1,1,3,3,2,1,0,0,0,1960-10-15,2010,49.2347717285156,0,NA
293400,2932,1,2,3,3,3,1,0,3,3,1962-02-15,2002,40.5092391967773,0,NA
293401,2932,2,2,3,3,1,1,0,0,NA,1987-10-15,1996,8.63791942596436,0,NA
293402,2932,2,1,3,3,2,1,0,0,NA,1988-12-15,1996,7.46885681152344,0,NA
293403,2932,2,2,3,3,3,1,0,0,NA,1991-02-15,1996,5.3004789352417,0,NA
293500,2935,1,2,3,1,1,1,0,2,2,1959-05-15,1998,39.1430511474609,0,NA
293501,2935,2,1,3,2,1,1,0,NA,NA,1996-03-15,NA,NA,0,NA
293502,2935,2,2,3,2,2,1,0,NA,NA,1997-06-15,NA,NA,0,NA
293600,2936,1,2,3,1,1,1,0,1,1,1959-03-15,2010,50.7570152282715,0,NA
293601,2936,2,2,3,1,1,1,0,NA,NA,1990-04-15,2010,19.7043113708496,0,NA
293700,2937,1,1,3,1,1,1,0,3,0,1962-01-15,1996,34.5681037902832,0,NA
293800,2938,1,2,3,1,1,1,0,1,1,1961-09-15,2008,46.3928833007812,0,NA
293801,2938,2,2,3,1,1,1,0,0,NA,1993-01-15,2008,15.0718688964844,0,NA
293900,2939,1,1,3,2,1,1,0,2,0,1957-10-15,2010,52.3559188842773,0,NA
294000,2939,1,2,3,2,2,1,0,0,0,1959-10-15,2010,50.409309387207,0,NA
294100,2941,1,1,3,1,1,1,0,2,0,1964-05-15,2010,45.7796020507812,0,NA
294200,2942,1,2,2,1,1,1,0,0,0,1964-08-15,2010,45.5058174133301,0,NA
294300,2943,1,2,3,1,1,1,0,3,3,1964-04-15,2006,42.2532501220703,0,NA
294301,2943,2,2,3,3,1,1,0,0,NA,1995-08-15,2006,10.8692674636841,0,NA
294302,2943,2,1,3,3,2,1,0,0,NA,1997-04-15,2006,9.20191669464111,0,NA
294303,2943,2,1,3,3,3,1,0,0,NA,2000-05-15,2006,6.11909627914429,0,NA
294400,2944,1,1,2,1,1,1,0,0,0,1962-11-15,2010,47.5044479370117,0,NA
294500,2945,1,1,3,2,1,1,0,3,0,1962-04-15,2010,47.8412055969238,0,NA
294600,2945,1,2,3,2,2,1,0,2,2,1964-01-15,2010,46.0616035461426,0,NA
294601,2945,2,1,3,2,1,1,0,0,NA,1993-07-15,2010,16.5639972686768,0,NA
294602,2945,2,2,3,2,2,1,0,0,NA,1996-03-15,2008,12.1368923187256,0,NA
294700,2947,1,2,3,1,1,1,0,0,0,1959-07-15,1984,24.8487339019775,0,NA
294800,2948,1,2,3,3,1,1,0,4,4,1957-02-15,2010,52.865161895752,0,NA
294801,2948,2,1,3,4,1,1,0,0,NA,1981-10-15,2010,28.3148536682129,0,NA
294802,2948,2,1,3,4,2,1,0,0,NA,1983-08-15,2010,26.4558525085449,0,NA
294803,2948,2,2,3,4,3,1,0,NA,NA,1985-09-15,2010,24.3394927978516,0,NA
294804,2948,2,2,3,4,4,1,0,NA,NA,1991-04-15,2010,18.7843933105469,0,NA
294900,2948,1,2,3,3,2,1,0,4,4,1958-08-15,2010,51.4086227416992,0,NA
294901,2948,2,2,3,4,1,1,0,NA,NA,1986-05-15,2010,23.6851463317871,0,NA
294902,2948,2,1,3,4,2,1,0,0,NA,1987-06-15,2010,22.6967830657959,0,NA
294903,2948,2,2,3,4,3,1,0,NA,NA,1989-09-15,2010,20.3449687957764,0,NA
294904,2948,2,1,3,4,4,1,0,0,NA,1995-11-15,2010,14.1957559585571,0,NA
295000,2948,1,1,3,3,3,1,0,3,0,1963-09-15,2010,46.5434646606445,0,NA
295100,2951,1,1,2,1,1,1,0,0,0,1959-08-15,2010,50.4558525085449,0,NA
295200,2952,1,2,3,1,1,1,0,1,1,1962-10-15,2010,47.2251892089844,0,NA
295201,2952,2,2,3,1,1,1,0,NA,NA,1990-09-15,2010,19.3100624084473,0,NA
295300,2953,1,1,3,1,1,1,0,3,0,1962-06-15,2010,48.1177291870117,0,NA
295400,2954,1,1,3,1,1,1,0,0,0,1964-11-15,1993,28.9007530212402,0,NA
295500,2955,1,2,3,4,1,1,0,2,2,1960-05-15,2010,49.6755638122559,0,NA
295501,2955,2,2,3,2,1,1,0,0,NA,1996-09-15,2008,11.6358661651611,0,NA
295502,2955,2,1,3,2,2,1,0,0,NA,1998-05-15,2008,9.99315547943115,0,NA
295600,2955,1,1,3,4,2,1,0,2,0,1962-03-15,2004,42.1190948486328,0,NA
295700,2955,1,1,3,4,3,1,0,1,0,1963-07-15,2010,46.5900077819824,0,NA
295800,2955,1,1,3,4,4,1,0,3,0,1964-09-15,2010,45.2347717285156,0,NA
295900,2959,1,2,3,1,1,1,0,3,3,1963-01-15,2010,47.0280647277832,0,NA
295901,2959,2,2,3,3,1,1,0,0,NA,1996-09-15,2008,11.6741952896118,0,NA
295902,2959,2,1,3,3,2,1,0,0,NA,1998-09-15,2008,9.67556476593018,0,NA
295903,2959,2,1,3,3,3,1,0,0,NA,2002-01-15,2008,6.34086227416992,0,NA
296000,2960,1,1,3,1,1,1,0,0,0,1963-11-15,2010,46.6146469116211,0,NA
296100,2961,1,2,3,2,1,1,0,3,3,1958-06-15,2010,51.5482559204102,0,NA
296101,2961,2,1,3,3,1,1,0,0,NA,1985-07-15,2010,24.9883632659912,0,NA
296102,2961,2,2,3,3,2,1,0,NA,NA,1987-06-15,2010,22.5379867553711,0,NA
296103,2961,2,2,3,3,3,1,0,0,NA,1998-09-15,2008,9.81793308258057,0,NA
296200,2961,1,1,3,2,2,1,0,2,0,1961-12-15,2010,48.1834373474121,0,NA
296300,2963,1,1,3,1,1,1,0,0,0,1962-11-15,2010,47.3511276245117,0,NA
296400,2964,1,2,3,1,1,1,0,2,2,1960-10-15,2010,49.2402458190918,0,NA
296401,2964,2,1,3,2,1,1,0,0,NA,1995-09-15,2010,14.3490762710571,0,NA
296402,2964,2,1,3,2,2,1,0,0,NA,2003-01-15,2008,5.42642021179199,0,NA
296500,2965,1,1,1,4,1,1,0,3,0,1960-07-15,2010,49.7221069335938,0,NA
296600,2965,1,1,1,4,2,1,0,1,0,1962-11-15,1985,22.1875419616699,0,NA
296700,2965,1,1,1,4,4,2,1,0,0,1964-12-15,1998,33.5195083618164,0,NA
296800,2965,1,1,1,4,3,2,1,2,0,1964-11-15,2010,45.6865158081055,0,NA
296900,2969,1,2,1,2,2,1,0,1,1,1961-02-15,2010,49.6865158081055,0,NA
296901,2969,2,2,1,1,1,1,0,NA,NA,1982-07-15,1998,16.1560573577881,0,NA
297000,2969,1,2,1,2,1,1,0,3,3,1957-10-15,2010,52.5995903015137,0,NA
297001,2969,2,2,1,3,1,1,0,1,NA,1980-12-15,2010,29.4401092529297,0,NA
297002,2969,2,1,1,3,2,1,0,2,NA,1982-02-15,2010,28.4216289520264,0,NA
297003,2969,2,1,1,3,3,1,0,0,NA,1983-12-15,2010,26.4339485168457,0,NA
297100,2971,1,1,1,1,1,1,0,0,0,1963-09-15,2010,46.4366874694824,0,NA
297200,2972,1,1,3,2,1,1,0,0,0,1960-11-15,1988,27.9507179260254,0,NA
297300,2972,1,1,3,2,2,1,0,2,0,1962-09-15,2010,47.6988372802734,0,NA
297400,2974,1,1,3,1,1,1,0,5,0,1963-06-15,2010,46.8282012939453,0,NA
297500,2975,1,1,3,1,1,1,0,2,0,1962-08-15,2010,47.5208778381348,0,NA
297600,2976,1,1,3,1,1,1,0,3,0,1963-11-15,2010,46.2532501220703,0,NA
297700,2977,1,1,3,1,1,1,0,2,0,1962-02-15,2010,48.0164260864258,0,NA
297800,2978,1,2,3,1,1,1,0,2,2,1958-11-15,2010,51.1786460876465,0,NA
297801,2978,2,1,3,2,1,1,0,0,NA,1984-05-15,2010,26.3928813934326,0,NA
297802,2978,2,2,3,2,2,1,0,NA,NA,1988-06-15,2010,21.5934295654297,0,NA
297900,2979,1,2,3,1,1,1,0,3,3,1962-09-15,2010,48.0136909484863,0,NA
297901,2979,2,2,3,3,1,1,0,NA,NA,1991-09-15,2010,19.2443523406982,0,NA
297902,2979,2,1,3,3,2,1,0,0,NA,1994-12-15,2010,15.7700204849243,0,NA
297903,2979,2,1,3,3,3,1,0,0,NA,1999-11-15,2008,8.83778190612793,0,NA
298000,2980,1,1,3,1,1,1,0,6,0,1957-04-15,2010,52.8432579040527,0,NA
298100,2981,1,1,3,1,1,1,0,0,0,1962-10-15,2010,47.4469528198242,0,NA
298200,2982,1,1,3,4,2,1,0,1,0,1962-12-15,2000,37.8453102111816,0,NA
298300,2982,1,2,3,4,4,1,0,2,2,1964-11-15,2010,45.2703628540039,0,NA
298301,2982,2,2,3,2,1,1,0,NA,NA,1991-04-15,2010,19.2443523406982,0,NA
298302,2982,2,1,3,2,2,1,0,0,NA,1996-01-15,2008,12.9226560592651,0,NA
298400,2982,1,1,3,4,1,1,0,2,0,1961-01-15,2010,49.0266952514648,0,NA
298500,2982,1,1,3,4,3,1,0,0,0,1964-04-15,2010,45.911018371582,0,NA
298600,2986,1,1,3,2,2,1,0,0,0,1960-06-15,1991,31.1129360198975,0,NA
298700,2986,1,2,3,2,1,1,0,0,0,1958-04-15,2010,51.8138275146484,0,NA
298800,2988,1,1,3,2,1,1,0,2,0,1960-06-15,2010,49.7494850158691,0,NA
298900,2988,1,1,3,2,2,1,0,0,0,1964-01-15,2010,46.1519508361816,0,NA
299000,2990,1,2,3,1,1,1,0,2,2,1962-06-15,2010,47.6468162536621,0,NA
299001,2990,2,2,3,2,1,1,0,0,NA,1994-02-15,2010,15.9808349609375,0,NA
299002,2990,2,2,3,2,2,1,0,0,NA,1997-10-15,2008,10.7488021850586,0,NA
299100,2991,1,2,3,1,1,1,0,0,0,1962-10-15,2010,47.288158416748,0,NA
299200,2992,1,1,3,2,1,1,0,2,0,1959-01-15,1992,33.4784393310547,0,NA
299300,2992,1,2,3,2,2,1,0,2,2,1962-09-15,2010,47.3292274475098,0,NA
299301,2992,2,2,3,2,1,1,0,0,NA,1985-06-15,2010,24.5311431884766,0,NA
299302,2992,2,1,3,2,2,1,0,0,NA,1988-08-15,2000,11.9260778427124,0,NA
299400,2994,1,1,3,1,1,1,0,3,0,1959-05-15,2010,50.7734413146973,0,NA
299500,2995,1,2,3,1,1,1,0,1,1,1960-06-15,2010,49.6071166992188,0,NA
299501,2995,2,1,3,1,1,1,0,0,NA,1986-02-15,2010,23.8658447265625,0,NA
299600,2996,1,1,3,1,1,1,0,2,0,1959-02-15,2010,50.9842567443848,0,NA
299700,2997,1,1,3,2,1,1,0,2,0,1958-11-15,2010,51.3949356079102,0,NA
299800,2997,1,1,3,2,2,1,0,2,0,1961-04-15,2010,48.8624229431152,0,NA
299900,2999,1,1,3,1,1,1,0,0,0,1959-03-15,2010,50.8637924194336,0,NA
300000,3000,1,2,3,2,1,1,0,0,0,1961-01-15,1981,20.125940322876,0,NA
300100,3000,1,2,3,2,2,1,0,0,0,1963-10-15,1983,19.28542137146,0,NA
