"SubjectTag","ExtendedID","Generation","Gender","RaceCohort","SiblingCountInNls","BirthOrderInNls","SimilarAgeCount","HasMzPossibly","KidCountBio","KidCountInNls","Mob","LastSurveyYearCompleted","AgeAtLastSurvey","IsDead","DeathDate"
100,1,1,2,3,1,1,1,0,0,0,1958-09-15,1981,22.776180267334,0,NA
200,2,1,2,3,1,1,1,0,2,2,1959-01-15,2010,51.1485290527344,0,NA
201,2,2,2,3,2,1,1,0,0,NA,1993-03-15,2004,11.2744693756104,0,NA
202,2,2,2,3,2,2,1,0,0,NA,1994-11-15,2004,9.60438060760498,0,NA
300,3,1,2,3,2,1,1,0,3,3,1961-08-15,2008,47.2197113037109,0,NA
301,3,2,2,3,3,1,1,0,NA,NA,1981-06-15,2010,28.7775497436523,0,NA
302,3,2,2,3,3,2,1,0,0,NA,1983-10-15,2010,26.7843933105469,0,NA
303,3,2,2,3,3,3,1,0,1,NA,1986-04-15,2010,24.3696098327637,0,NA
400,3,1,2,3,2,2,1,0,2,2,1962-08-15,1998,35.8275146484375,0,NA
401,3,2,1,3,2,1,1,0,NA,NA,1980-08-15,1998,17.8316230773926,0,NA
403,3,2,2,3,2,2,1,0,NA,NA,1997-03-15,NA,NA,0,NA
500,5,1,1,3,2,1,1,0,1,0,1959-07-15,1989,30.3928813934326,0,NA
600,5,1,1,3,2,2,1,0,3,0,1960-10-15,2010,49.744010925293,0,NA
700,7,1,1,3,1,1,1,0,2,0,1964-06-15,2010,45.6153335571289,0,NA
800,8,1,2,3,1,1,1,0,3,3,1958-07-15,2010,51.4332656860352,0,NA
801,8,2,2,3,3,1,1,0,3,NA,1976-03-15,2010,33.872688293457,0,NA
802,8,2,1,3,3,2,1,0,4,NA,1979-05-15,2008,28.7802867889404,0,NA
803,8,2,2,3,3,3,1,0,1,NA,1982-09-15,2010,27.3812465667725,0,NA
900,9,1,1,3,1,1,1,0,2,0,1963-07-15,2010,46.6255989074707,0,NA
1000,10,1,2,3,1,1,1,0,2,2,1960-10-15,1994,33.834358215332,0,NA
1001,10,2,2,3,2,1,1,0,NA,NA,1983-01-15,2010,27.6139621734619,0,NA
1002,10,2,2,3,2,2,1,0,0,NA,1988-07-15,1994,6.08898019790649,0,NA
1100,11,1,1,3,1,1,1,0,0,0,1959-07-15,2004,45.3744010925293,0,NA
1200,12,1,2,3,1,1,1,0,2,2,1959-09-15,1994,35.0937728881836,0,NA
1201,12,2,1,3,2,1,1,0,0,NA,1989-10-15,1994,5.02121829986572,0,NA
1202,12,2,1,3,2,2,1,0,0,NA,1993-08-15,1994,1.18822729587555,0,NA
1300,13,1,1,3,2,1,1,0,4,0,1958-08-15,2006,47.633129119873,0,NA
1400,13,1,2,3,2,2,1,0,0,0,1963-10-15,2010,46.3846664428711,0,NA
1500,15,1,1,3,1,1,1,0,4,0,1964-02-15,2010,45.9849433898926,0,NA
1600,16,1,2,3,1,1,1,0,3,3,1958-10-15,2010,51.3319625854492,0,NA
1601,16,2,1,3,3,1,1,0,0,NA,1990-02-15,2010,19.9945240020752,0,NA
1602,16,2,1,3,3,2,1,0,0,NA,1993-08-15,2010,16.4982891082764,0,NA
1603,16,2,2,3,3,3,1,0,0,NA,1996-09-15,2008,11.682409286499,0,NA
1700,17,1,1,3,2,1,1,0,0,0,1957-01-15,2010,53.1307334899902,0,NA
1800,17,1,1,3,2,2,1,0,4,0,1958-03-15,2010,51.8658447265625,0,NA
1900,19,1,2,3,1,1,1,0,1,1,1957-12-15,2010,52.0164260864258,0,NA
1901,19,2,2,3,1,1,1,0,NA,NA,1987-11-15,2010,22.6173858642578,0,NA
2000,20,1,2,3,2,1,1,0,1,1,1959-11-15,2008,48.5065040588379,0,NA
2001,20,2,2,3,1,1,1,0,NA,NA,1990-08-15,2010,19.3511295318604,0,NA
2100,20,1,2,3,2,2,1,0,0,0,1961-06-15,2010,48.7036285400391,0,NA
2200,22,1,2,3,1,1,1,0,0,0,1963-01-15,2010,47.1293640136719,0,NA
2300,23,1,1,3,2,1,1,0,0,0,1958-09-15,1992,34.0835037231445,0,NA
2400,23,1,1,3,2,2,1,0,2,0,1961-01-15,1998,37.6454467773438,0,NA
2500,25,1,2,3,1,1,1,0,2,2,1959-11-15,2010,50.140998840332,0,NA
2501,25,2,1,3,2,1,1,0,0,NA,1990-10-15,2010,19.3675556182861,0,NA
2502,25,2,2,3,2,2,1,0,NA,NA,1993-08-15,2010,16.394250869751,0,NA
2600,26,1,1,3,1,1,1,0,1,0,1962-09-15,2010,48.0328559875488,0,NA
2700,27,1,2,3,2,1,1,0,2,2,1960-05-15,2010,49.7631759643555,0,NA
2701,27,2,2,3,2,1,1,0,NA,NA,1988-02-15,2010,21.8124580383301,0,NA
2702,27,2,1,3,2,2,1,0,0,NA,1992-01-15,2010,18.420259475708,0,NA
2800,27,1,2,3,2,2,1,0,0,0,1964-01-15,2010,46.4120483398438,0,NA
2900,29,1,2,3,2,2,1,0,0,0,1960-10-15,2010,49.2758369445801,0,NA
3000,29,1,2,3,2,1,1,0,3,3,1958-11-15,2010,51.2772064208984,0,NA
3001,29,2,1,3,3,1,1,0,0,NA,1982-12-15,2010,27.2826824188232,0,NA
3002,29,2,1,3,3,2,1,0,0,NA,1987-03-15,2010,23.0636558532715,0,NA
3003,29,2,1,3,3,3,1,0,0,NA,1991-10-15,2010,18.4503765106201,0,NA
3100,31,1,1,1,1,1,1,0,2,0,1963-10-15,2010,46.2833671569824,0,NA
3200,32,1,2,1,2,1,1,0,0,0,1957-11-15,2010,52.6954154968262,0,NA
3300,32,1,1,1,2,2,1,0,0,0,1962-05-15,2010,48.2354545593262,0,NA
3400,34,1,1,3,2,1,1,0,3,0,1958-12-15,2010,51.1403160095215,0,NA
3500,34,1,2,3,2,2,1,0,2,2,1963-08-15,1998,34.9158096313477,0,NA
3501,34,2,2,3,2,1,1,0,0,NA,1990-05-15,1998,8.1670093536377,0,NA
3502,34,2,2,3,2,2,1,0,0,NA,1993-06-15,1998,5.08145093917847,0,NA
3600,36,1,1,3,1,1,1,0,0,0,1962-08-15,2010,47.4223136901855,0,NA
3700,37,1,2,3,2,1,1,0,1,1,1958-10-15,2010,51.3401794433594,0,NA
3701,37,2,2,3,1,1,1,0,0,NA,1990-04-15,2002,12.240930557251,0,NA
3800,37,1,2,3,2,2,1,0,0,0,1962-08-15,2010,47.4770698547363,0,NA
3900,39,1,1,3,1,1,1,0,1,0,1959-02-15,2010,50.943187713623,0,NA
4000,40,1,1,3,2,1,1,0,2,0,1960-02-15,2010,50.0670776367188,0,NA
4100,40,1,1,3,2,2,1,0,2,0,1962-04-15,2010,47.7891845703125,0,NA
4200,42,1,1,3,1,1,1,0,2,0,1963-09-15,2010,46.5160865783691,0,NA
4300,43,1,2,3,1,1,1,0,4,4,1961-06-15,2010,48.8542098999023,0,NA
4301,43,2,2,3,4,1,1,0,1,NA,1982-10-15,2010,27.5482540130615,0,NA
4302,43,2,2,3,4,2,1,0,NA,NA,1989-02-15,2010,21.1827507019043,0,NA
4303,43,2,2,3,4,3,1,0,0,NA,1997-02-15,2008,11.2306642532349,0,NA
4304,43,2,2,3,4,4,1,0,0,NA,2000-04-15,2008,8.06844615936279,0,NA
4400,44,1,2,3,1,1,1,0,2,2,1961-04-15,2010,48.8952789306641,0,NA
4401,44,2,2,3,2,1,1,0,NA,NA,1981-09-15,2010,28.2327175140381,0,NA
4402,44,2,2,3,2,2,1,0,1,NA,1985-07-15,2010,24.7255306243896,0,NA
4500,45,1,1,3,1,1,1,0,1,0,1959-11-15,1994,34.7816581726074,0,NA
4600,46,1,2,3,1,1,1,0,2,2,1962-11-15,2008,45.338809967041,0,NA
4601,46,2,2,3,2,1,1,0,0,NA,1994-04-15,2006,12.7419576644897,0,NA
4602,46,2,2,3,2,2,1,0,0,NA,1997-07-15,2006,9.49212837219238,0,NA
4700,47,1,1,3,1,1,1,0,0,0,1959-02-15,2010,51.044490814209,0,NA
4800,48,1,1,3,1,1,1,0,2,0,1958-10-15,1994,35.8685836791992,0,NA
4900,49,1,2,3,1,1,1,0,2,2,1958-05-15,2010,51.6386032104492,0,NA
4901,49,2,1,3,2,1,1,0,0,NA,1982-12-15,2010,27.2443523406982,0,NA
4902,49,2,1,3,2,2,1,0,0,NA,1987-03-15,2010,22.8117733001709,0,NA
5000,50,1,2,3,2,1,1,0,5,5,1958-09-15,2010,51.2854194641113,0,NA
5001,50,2,1,3,5,1,1,0,NA,NA,1985-07-15,2010,25.1197814941406,0,NA
5002,50,2,1,3,5,2,1,0,NA,NA,1988-07-15,2010,22.1190967559814,0,NA
5003,50,2,1,3,5,3,2,1,NA,NA,1990-06-15,NA,NA,0,NA
5004,50,2,1,3,5,3,2,1,NA,NA,1990-06-15,NA,NA,0,NA
5005,50,2,2,3,5,5,1,0,NA,NA,1992-11-15,2010,17.1170425415039,0,NA
5100,50,1,1,3,2,2,1,0,1,0,1963-01-15,1979,16.1396312713623,0,NA
5200,52,1,1,3,1,1,1,0,2,0,1958-09-15,1985,26.5681037902832,0,NA
5300,53,1,1,1,1,1,1,0,0,0,1963-03-15,2010,46.9486656188965,0,NA
5400,54,1,1,3,1,1,1,0,1,0,1958-06-15,2010,52.1505813598633,0,NA
5500,55,1,1,3,2,1,1,0,0,0,1958-11-15,1979,20.2381935119629,0,NA
5600,55,1,2,3,2,2,1,0,0,0,1964-05-15,1982,17.705680847168,0,NA
5700,57,1,2,3,1,1,1,0,3,3,1958-05-15,2010,51.8904876708984,0,NA
5701,57,2,1,3,3,1,1,0,0,NA,1979-07-15,2008,28.9390830993652,0,NA
5702,57,2,1,3,3,2,1,0,0,NA,1995-10-15,2010,14.8008213043213,0,NA
5703,57,2,2,3,3,3,1,0,0,NA,1998-02-15,2004,6.33538675308228,0,NA
5800,58,1,2,3,3,1,1,0,3,3,1957-01-15,2010,53.0951385498047,0,NA
5801,58,2,2,3,3,1,1,0,0,NA,1981-07-15,2010,28.4024639129639,0,NA
5802,58,2,2,3,3,2,1,0,NA,NA,1984-03-15,2010,25.7385349273682,0,NA
5803,58,2,1,3,3,3,1,0,0,NA,1988-11-15,2010,21.4866523742676,0,NA
5900,58,1,1,3,3,2,1,0,0,0,1959-11-15,2010,50.1875419616699,0,NA
6000,58,1,1,3,3,3,1,0,2,0,1961-08-15,2000,39.3702926635742,0,NA
6100,61,1,2,3,2,1,1,0,3,3,1962-09-15,2010,47.3319625854492,0,NA
6101,61,2,2,3,3,1,1,0,NA,NA,1993-03-15,2010,16.8350448608398,0,NA
6102,61,2,1,3,3,2,1,0,0,NA,1994-08-15,2010,15.4168376922607,0,NA
6103,61,2,1,3,3,3,1,0,0,NA,2003-08-15,2008,4.7145791053772,0,NA
6200,61,1,2,3,2,2,1,0,3,3,1964-07-15,2010,46.026008605957,0,NA
6201,61,2,1,3,3,1,1,0,0,NA,1996-08-15,2008,11.7262153625488,0,NA
6202,61,2,2,3,3,2,1,0,0,NA,1998-09-15,2008,9.64271068572998,0,NA
6203,61,2,2,3,3,3,1,0,0,NA,2001-11-15,2008,6.47501707077026,0,NA
6300,63,1,1,3,3,1,1,0,1,0,1960-02-15,2010,49.9958915710449,0,NA
6400,63,1,1,3,3,2,1,0,0,0,1961-09-15,1986,24.4654350280762,0,NA
6500,63,1,2,3,3,3,1,0,0,0,1963-10-15,1986,22.3791923522949,0,NA
6600,66,1,1,3,1,1,1,0,2,0,1964-01-15,2010,46.2450370788574,0,NA
6700,67,1,1,3,2,1,1,0,2,0,1958-01-15,2010,52.1314163208008,0,NA
6800,67,1,2,3,2,2,1,0,3,3,1962-03-15,2010,47.8685836791992,0,NA
6801,67,2,2,3,3,1,1,0,NA,NA,1993-08-15,2010,16.4544830322266,0,NA
6802,67,2,1,3,3,2,1,0,0,NA,1995-07-15,2010,14.636549949646,0,NA
6803,67,2,2,3,3,3,1,0,0,NA,1996-12-15,2008,11.3675565719604,0,NA
6900,69,1,1,3,1,1,1,0,2,0,1964-07-15,2010,45.6481857299805,0,NA
7000,70,1,1,3,2,1,1,0,1,0,1961-03-15,2010,49.108829498291,0,NA
7100,70,1,1,3,2,2,1,0,3,0,1963-05-15,2010,47.4086227416992,0,NA
7200,72,1,2,3,1,1,1,0,0,0,1959-12-15,2010,50.1902809143066,0,NA
7300,73,1,1,3,1,1,1,0,2,0,1963-09-15,2010,46.5325126647949,0,NA
7400,74,1,2,3,3,1,1,0,0,0,1959-11-15,1994,34.7843933105469,0,NA
7500,74,1,2,3,3,2,1,0,2,2,1962-03-15,2010,47.9917869567871,0,NA
7501,74,2,2,3,2,1,1,0,0,NA,1994-01-15,2004,10.6666669845581,0,NA
7502,74,2,2,3,2,2,1,0,0,NA,1996-06-15,2004,8.21629047393799,0,NA
7600,74,1,1,3,3,3,1,0,2,0,1964-02-15,2010,46.0342216491699,0,NA
7700,77,1,2,3,1,1,1,0,0,0,1964-05-15,2010,45.744010925293,0,NA
7800,78,1,2,3,2,1,1,0,4,4,1957-04-15,2006,49.1882286071777,0,NA
7801,78,2,2,3,4,1,1,0,NA,NA,1989-03-15,2010,20.8569469451904,0,NA
7802,78,2,2,3,4,2,1,0,0,NA,1992-02-15,2006,14.3518142700195,0,NA
7803,78,2,1,3,4,3,1,0,0,NA,1996-09-15,2006,9.76865196228027,0,NA
7804,78,2,2,3,4,4,1,0,0,NA,2000-01-15,2006,6.43668699264526,0,NA
7900,78,1,1,3,2,2,1,0,3,0,1960-04-15,2004,44.1177291870117,0,NA
8000,80,1,1,3,2,1,1,0,0,0,1963-06-15,2010,46.6885681152344,0,NA
8100,80,1,1,3,2,2,1,0,0,0,1964-09-15,2006,41.8535232543945,0,NA
8200,82,1,1,2,1,1,1,0,5,0,1958-09-15,2008,50.2505149841309,0,NA
8300,83,1,1,2,2,1,1,0,0,0,1960-07-15,2010,49.5222434997559,0,NA
8400,83,1,1,2,2,2,1,0,1,0,1963-04-15,2010,46.7734413146973,0,NA
8500,85,1,1,2,3,1,1,0,1,0,1959-06-15,2010,50.6365509033203,0,NA
8600,85,1,2,2,3,2,1,0,1,1,1960-10-15,2010,49.5550994873047,0,NA
8601,85,2,2,2,1,1,1,0,1,NA,1977-11-15,2010,32.4873390197754,0,NA
8700,85,1,1,2,3,3,1,0,2,0,1963-04-15,2010,47.2717323303223,0,NA
8800,88,1,1,2,1,1,1,0,2,0,1957-04-15,2010,52.7994537353516,0,NA
8900,89,1,2,2,1,1,1,0,1,1,1959-03-15,2008,48.9527702331543,0,NA
8901,89,2,2,2,1,1,1,0,NA,NA,1986-04-15,2010,24.4626960754395,0,NA
9000,90,1,1,3,2,1,1,0,1,0,1958-09-15,2010,51.3429145812988,0,NA
9100,90,1,2,3,2,2,1,0,2,2,1963-07-15,2010,46.4914436340332,0,NA
9101,90,2,1,3,2,1,1,0,NA,NA,1994-01-15,2010,16.0219020843506,0,NA
9102,90,2,1,3,2,2,1,0,0,NA,1996-10-15,2008,11.7289524078369,0,NA
9200,92,1,2,3,1,1,1,0,2,2,1962-08-15,2010,47.8384666442871,0,NA
9201,92,2,1,3,2,1,1,0,NA,NA,1982-11-15,2010,27.0746059417725,0,NA
9202,92,2,1,3,2,2,1,0,0,NA,1992-04-15,2002,10.1902809143066,0,NA
9300,93,1,1,3,1,1,1,0,3,0,1964-06-15,2010,45.6344985961914,0,NA
9400,94,1,1,3,2,1,1,0,0,0,1957-02-15,2010,53.070499420166,0,NA
9500,94,1,2,3,2,2,1,0,3,3,1960-07-15,2010,49.415470123291,0,NA
9501,94,2,1,3,3,1,1,0,0,NA,1985-10-15,2010,24.7282676696777,0,NA
9502,94,2,1,3,3,2,1,0,0,NA,1987-06-15,2010,22.776180267334,0,NA
9503,94,2,1,3,3,3,1,0,0,NA,1988-12-15,2010,21.4729633331299,0,NA
9600,96,1,2,3,2,2,1,0,3,3,1961-06-15,2010,48.5722122192383,0,NA
9601,96,2,2,3,3,1,1,0,NA,NA,1980-10-15,2010,29.3059539794922,0,NA
9602,96,2,2,3,3,2,1,0,NA,NA,1986-12-15,2010,23.2388782501221,0,NA
9603,96,2,1,3,3,3,1,0,0,NA,1998-05-15,2008,10.0698156356812,0,NA
9700,97,1,2,3,1,1,1,0,2,2,1958-02-15,2010,51.8110885620117,0,NA
9701,97,2,1,3,2,1,1,0,0,NA,1987-06-15,2010,22.7460651397705,0,NA
9702,97,2,1,3,2,2,1,0,0,NA,1989-06-15,2010,20.9609851837158,0,NA
9800,98,1,2,3,1,1,1,0,3,3,1957-09-15,2010,52.2217674255371,0,NA
9801,98,2,1,3,3,1,1,0,0,NA,1987-09-15,2010,22.2368240356445,0,NA
9802,98,2,1,3,3,2,1,0,0,NA,1990-10-15,2010,19.1868591308594,0,NA
9803,98,2,1,3,3,3,1,0,0,NA,1994-10-15,2010,15.1485280990601,0,NA
9900,99,1,2,3,1,1,1,0,2,2,1957-09-15,2010,52.251880645752,0,NA
9901,99,2,1,3,2,1,1,0,0,NA,1987-06-15,2010,22.4887065887451,0,NA
9902,99,2,1,3,2,2,1,0,0,NA,1993-03-15,2010,17.234769821167,0,NA
10000,100,1,2,3,1,1,1,0,3,3,1963-10-15,2010,46.3436012268066,0,NA
10001,100,2,1,3,3,1,1,0,NA,NA,1985-06-15,2006,21.2375087738037,0,NA
10002,100,2,1,3,3,2,1,0,0,NA,1991-05-15,2010,18.765230178833,0,NA
10003,100,2,2,3,3,3,1,0,NA,NA,1993-02-15,2010,17.0047912597656,0,NA
10100,101,1,1,3,2,1,1,0,2,0,1958-09-15,2010,51.7453804016113,0,NA
10200,101,1,2,3,2,2,1,0,1,1,1964-08-15,2010,46.2340850830078,0,NA
10201,101,2,1,3,1,1,1,0,0,NA,1992-04-15,2008,15.8631076812744,0,NA
10300,103,1,1,3,1,1,1,0,2,0,1958-05-15,2010,51.9178657531738,0,NA
10400,104,1,2,3,1,1,1,0,0,0,1958-06-15,2000,42.1163597106934,0,NA
10500,105,1,2,3,1,1,1,0,0,0,1958-09-15,2010,51.4058876037598,0,NA
10600,106,1,1,3,1,1,1,0,0,0,1961-01-15,2010,49.0732383728027,0,NA
10700,107,1,1,3,2,2,1,0,0,0,1962-02-15,2010,48.0876121520996,0,NA
10800,107,1,1,3,2,1,1,0,3,0,1958-07-15,2010,51.5893211364746,0,NA
10900,109,1,2,3,1,1,1,0,0,0,1962-04-15,1996,34.179328918457,0,NA
11000,110,1,1,3,3,1,1,0,2,0,1957-05-15,2010,52.7419586181641,0,NA
11100,110,1,2,3,3,2,1,0,3,3,1959-06-15,2010,50.4832305908203,0,NA
11101,110,2,2,3,3,1,1,0,NA,NA,1982-04-15,2010,27.8767967224121,0,NA
11102,110,2,2,3,3,2,1,0,2,NA,1983-08-15,2010,27.3511295318604,0,NA
11103,110,2,1,3,3,3,1,0,0,NA,1987-03-15,2010,23.7700214385986,0,NA
11200,110,1,2,3,3,3,1,0,2,2,1963-09-15,2010,46.3299102783203,0,NA
11201,110,2,1,3,2,1,1,0,1,NA,1982-07-15,2010,28.5010261535645,0,NA
11202,110,2,2,3,2,2,1,0,0,NA,1997-09-15,2008,10.7843942642212,0,NA
11300,113,1,1,3,2,2,1,0,0,0,1963-01-15,1986,23.1129360198975,0,NA
11400,113,1,1,3,2,1,1,0,2,0,1957-01-15,1990,33.6646118164062,0,NA
11500,115,1,2,3,3,2,1,0,0,0,1960-08-15,1985,24.6160163879395,0,NA
11600,115,1,2,3,3,3,1,0,0,0,1963-12-15,1991,27.8193016052246,0,NA
11700,115,1,1,3,3,1,1,0,3,0,1959-09-15,2010,50.8391494750977,0,NA
11800,118,1,2,3,2,2,1,0,2,2,1961-10-15,1998,36.840518951416,0,NA
11801,118,2,1,3,2,1,1,0,0,NA,1981-12-15,1986,4.39151287078857,0,NA
11802,118,2,2,3,2,2,1,0,0,NA,1991-04-15,1998,7.3429160118103,0,NA
11900,118,1,1,3,2,1,1,0,0,0,1957-05-15,2010,53.0130043029785,0,NA
12000,120,1,1,3,2,1,1,0,0,0,1962-03-15,2010,48.4490089416504,0,NA
12100,120,1,2,3,2,2,1,0,1,1,1964-09-15,2010,45.262149810791,0,NA
12101,120,2,1,3,1,1,1,0,0,NA,1992-10-15,2010,17.1800136566162,0,NA
12200,122,1,1,3,1,1,1,0,3,0,1961-11-15,2010,48.5858993530273,0,NA
12300,123,1,1,3,1,1,1,0,2,0,1962-07-15,1994,32.1095123291016,0,NA
12400,124,1,2,3,3,3,1,0,2,2,1961-03-15,2010,48.7337455749512,0,NA
12401,124,2,2,3,2,1,1,0,NA,NA,1988-07-15,2010,21.5386714935303,0,NA
12402,124,2,1,3,2,2,1,0,0,NA,1990-01-15,2010,19.9370288848877,0,NA
12500,124,1,1,3,3,1,1,0,0,0,1957-02-15,2002,45.3634490966797,0,NA
12600,124,1,1,3,3,2,1,0,2,0,1958-12-15,2010,51.1567420959473,0,NA
12700,127,1,1,3,1,1,1,0,0,0,1960-03-15,1994,34.3682403564453,0,NA
12800,128,1,2,3,1,1,1,0,2,2,1958-07-15,2010,51.556468963623,0,NA
12801,128,2,1,3,2,1,1,0,0,NA,1982-12-15,2010,27.6988372802734,0,NA
12802,128,2,2,3,2,2,1,0,0,NA,1986-02-15,2010,24.4928131103516,0,NA
12900,129,1,1,3,1,1,1,0,0,0,1960-09-15,2010,49.437370300293,0,NA
13000,130,1,2,3,1,1,1,0,0,0,1959-10-15,1980,20.4271049499512,0,NA
13100,131,1,2,3,1,1,1,0,0,0,1960-04-15,1980,19.9096508026123,0,NA
13200,132,1,2,3,1,1,1,0,0,0,1959-09-15,1979,19.5318279266357,0,NA
13300,133,1,2,3,1,1,1,0,1,1,1962-12-15,2008,45.1964416503906,0,NA
13301,133,2,1,3,1,1,1,0,0,NA,1992-11-15,2008,15.28542137146,0,NA
13400,134,1,1,3,2,1,1,0,3,0,1961-06-15,2010,49.3579750061035,0,NA
13500,134,1,1,3,2,2,1,0,1,0,1964-08-15,2010,46.332649230957,0,NA
13600,136,1,2,3,1,1,1,0,0,0,1957-10-15,2010,52.7008895874023,0,NA
13700,137,1,2,3,3,1,1,0,2,2,1961-07-15,2010,48.4544830322266,0,NA
13701,137,2,1,3,2,1,1,0,0,NA,1988-07-15,2010,21.4428482055664,0,NA
13702,137,2,2,3,2,2,1,0,NA,NA,1991-05-15,2010,18.6967830657959,0,NA
13800,137,1,2,3,3,2,1,0,3,3,1962-11-15,2010,47.1184120178223,0,NA
13801,137,2,1,3,3,1,1,0,0,NA,1989-02-15,2010,20.8952770233154,0,NA
13802,137,2,1,3,3,2,1,0,0,NA,1991-07-15,2010,18.4531135559082,0,NA
13803,137,2,2,3,3,3,1,0,NA,NA,1993-07-15,2010,16.4544830322266,0,NA
13900,137,1,1,3,3,3,1,0,2,0,1963-12-15,2010,47.0499649047852,0,NA
14000,140,1,2,3,1,1,1,0,1,1,1958-09-15,2010,51.3073234558105,0,NA
14001,140,2,1,3,1,1,1,0,0,NA,1993-01-15,2010,17.3141689300537,0,NA
14100,141,1,2,3,1,1,1,0,0,0,1962-07-15,2010,48.0301170349121,0,NA
14200,142,1,1,3,3,1,1,0,0,0,1960-01-15,2010,50.929500579834,0,NA
14300,142,1,2,3,3,2,1,0,4,4,1961-06-15,2010,49.2840538024902,0,NA
14301,142,2,1,3,4,1,1,0,0,NA,1985-09-15,1998,12.9911022186279,0,NA
14302,142,2,1,3,4,2,1,0,0,NA,1988-05-15,2010,22.1957569122314,0,NA
14303,142,2,2,3,4,3,2,0,NA,NA,1990-10-15,2010,19.7015743255615,0,NA
14304,142,2,1,3,4,3,2,0,0,NA,1990-10-15,2008,17.8398361206055,0,NA
14400,142,1,2,3,3,3,1,0,3,3,1964-07-15,2010,46.4229965209961,0,NA
14401,142,2,1,3,3,1,1,0,0,NA,1992-09-15,2010,18.255989074707,0,NA
14402,142,2,2,3,3,2,1,0,NA,NA,1994-08-15,2010,16.3422317504883,0,NA
14403,142,2,2,3,3,3,1,0,0,NA,1997-07-15,2006,9.4318962097168,0,NA
14500,145,1,1,3,2,1,1,0,0,0,1962-08-15,2010,47.4551658630371,0,NA
14600,145,1,1,3,2,2,1,0,2,0,1964-01-15,2010,46.165641784668,0,NA
14700,147,1,2,3,1,1,1,0,2,2,1961-06-15,2010,48.5995903015137,0,NA
14701,147,2,2,3,2,1,1,0,NA,NA,1987-12-15,2010,22.1218338012695,0,NA
14702,147,2,1,3,2,2,1,0,0,NA,1990-05-15,2010,19.6221771240234,0,NA
14800,148,1,1,3,2,1,1,0,0,0,1963-03-15,2010,46.9705696105957,0,NA
14900,148,1,2,3,2,2,1,0,2,2,1964-02-15,2010,46.0616035461426,0,NA
14901,148,2,2,3,2,1,1,0,NA,NA,1991-05-15,2010,19.605749130249,0,NA
14902,148,2,1,3,2,2,1,0,0,NA,1993-08-15,2010,16.5639972686768,0,NA
15000,150,1,1,3,1,1,1,0,0,0,1959-09-15,2010,50.3819313049316,0,NA
15100,151,1,2,3,2,1,1,0,0,0,1957-12-15,1996,38.6967811584473,0,NA
15200,151,1,2,3,2,2,1,0,0,0,1961-10-15,2010,48.4955520629883,0,NA
15300,153,1,2,3,2,1,1,0,2,2,1963-01-15,2010,46.9952087402344,0,NA
15301,153,2,1,3,2,1,1,0,0,NA,1985-02-15,2010,25.6974678039551,0,NA
15302,153,2,2,3,2,2,1,0,1,NA,1986-06-15,2010,23.8685836791992,0,NA
15400,153,1,2,3,2,2,1,0,0,0,1964-09-15,1979,14.4038333892822,0,NA
15500,155,1,1,3,1,1,1,0,2,0,1963-10-15,2010,46.9404525756836,0,NA
15600,156,1,1,3,1,1,1,0,2,0,1959-12-15,2010,50.332649230957,0,NA
15700,157,1,2,3,3,3,1,0,2,2,1962-04-15,2010,47.8001365661621,0,NA
15701,157,2,2,3,2,1,1,0,NA,NA,1985-04-15,2008,23.4633808135986,0,NA
15702,157,2,1,3,2,2,1,0,0,NA,1987-08-15,2010,22.3271732330322,0,NA
15800,157,1,2,3,3,1,1,0,2,2,1958-09-15,2008,49.4948654174805,0,NA
15801,157,2,2,3,2,1,1,0,0,NA,1985-07-15,1998,12.9199180603027,0,NA
15802,157,2,1,3,2,2,1,0,0,NA,1988-12-15,2002,13.5797395706177,0,NA
15900,157,1,2,3,3,2,1,0,5,5,1960-04-15,2000,40.4161529541016,0,NA
15901,157,2,1,3,5,1,1,0,NA,NA,1985-09-15,2010,24.5037651062012,0,NA
15902,157,2,1,3,5,2,1,0,0,NA,1987-04-15,2010,22.814510345459,0,NA
15903,157,2,1,3,5,3,1,0,0,NA,1990-03-15,1998,8.42984294891357,0,NA
15904,157,2,2,3,5,4,2,1,0,NA,1993-03-15,1998,5.42915821075439,0,NA
15905,157,2,2,3,5,4,2,1,0,NA,1993-03-15,1998,5.42915821075439,0,NA
16000,160,1,2,3,2,1,1,0,1,1,1960-02-15,2010,49.859001159668,0,NA
16001,160,2,1,3,1,1,1,0,0,NA,1990-12-15,2010,18.9869956970215,0,NA
16100,160,1,2,3,2,2,1,0,2,2,1961-03-15,2010,48.903491973877,0,NA
16101,160,2,1,3,2,1,1,0,0,NA,1994-04-15,2010,15.8548936843872,0,NA
16102,160,2,2,3,2,2,1,0,0,NA,1996-10-15,2008,11.5509920120239,0,NA
16200,162,1,1,3,2,1,1,0,4,0,1961-04-15,2006,45.1608505249023,0,NA
16300,162,1,1,3,2,2,1,0,0,0,1962-04-15,1992,30.4804935455322,0,NA
16400,164,1,2,3,1,1,1,0,0,0,1960-03-15,2000,40.5776863098145,0,NA
16500,165,1,2,3,2,1,1,0,3,3,1960-10-15,2010,49.3114318847656,0,NA
16501,165,2,2,3,3,1,1,0,NA,NA,1988-08-15,2010,21.4373722076416,0,NA
16502,165,2,2,3,3,2,1,0,NA,NA,1992-04-15,2010,17.8179321289062,0,NA
