ExtendedID,SubjectTag_S1,SubjectTag_S2,R,RelationshipPath
2982,298301,298302,0.5,Gen2Siblings
2982,298301,298400,.,AuntNiece
2982,298301,298500,.,AuntNiece
2982,298302,298400,.,AuntNiece
2982,298302,298500,.,AuntNiece
2982,298400,298500,0.5,Gen1Housemates
2986,298600,298700,0.5,Gen1Housemates
2988,298800,298900,0.5,Gen1Housemates
2990,299000,299001,0.5,ParentChild
2990,299000,299002,0.5,ParentChild
2990,299001,299002,0.5,Gen2Siblings
2992,299200,299300,0.5,Gen1Housemates
2992,299200,299301,0.25,AuntNiece
2992,299200,299302,0.25,AuntNiece
2992,299300,299301,0.5,ParentChild
2992,299300,299302,0.5,ParentChild
2992,299301,299302,0.5,Gen2Siblings
2995,299500,299501,0.5,ParentChild
2997,299700,299800,0.5,Gen1Housemates
3000,300000,300100,.,Gen1Housemates
3004,300400,300401,0.5,ParentChild
3004,300400,300402,0.5,ParentChild
3004,300400,300403,0.5,ParentChild
3004,300400,300404,0.5,ParentChild
3004,300401,300402,0.5,Gen2Siblings
3004,300401,300403,0.5,Gen2Siblings
3004,300401,300404,0.25,Gen2Siblings
3004,300402,300403,0.5,Gen2Siblings
3004,300402,300404,0.5,Gen2Siblings
3004,300403,300404,0.5,Gen2Siblings
3006,300600,300700,.,Gen1Housemates
3006,300600,300701,.,AuntNiece
3006,300700,300701,0.5,ParentChild
3009,300900,301000,0.5,Gen1Housemates
3009,300900,301001,0.25,AuntNiece
3009,301000,301001,0.5,ParentChild
3011,301100,301101,0.5,ParentChild
3011,301100,301102,0.5,ParentChild
3011,301101,301102,0.5,Gen2Siblings
3012,301200,301201,0.5,ParentChild
3013,301300,301301,0.5,ParentChild
3013,301300,301302,0.5,ParentChild
3013,301300,301303,0.5,ParentChild
3013,301301,301302,0.25,Gen2Siblings
3013,301301,301303,0.25,Gen2Siblings
3013,301302,301303,0.25,Gen2Siblings
3014,301400,301401,0.5,ParentChild
3015,301500,301600,0.5,Gen1Housemates
3017,301700,301800,0.5,Gen1Housemates
3019,301900,302000,0.5,Gen1Housemates
3019,301900,302001,0.25,AuntNiece
3019,301900,302100,0.5,Gen1Housemates
3019,301900,302101,0.25,AuntNiece
3019,301900,302102,0.25,AuntNiece
3019,301900,302103,0.25,AuntNiece
3019,301900,302104,0.25,AuntNiece
3019,302000,302001,0.5,ParentChild
3019,302000,302100,0.5,Gen1Housemates
3019,302000,302101,0.25,AuntNiece
3019,302000,302102,0.25,AuntNiece
3019,302000,302103,0.25,AuntNiece
3019,302000,302104,0.25,AuntNiece
3019,302001,302100,0.25,AuntNiece
3019,302001,302101,0.125,Gen2Cousins
3019,302001,302102,0.125,Gen2Cousins
3019,302001,302103,0.125,Gen2Cousins
3019,302001,302104,0.125,Gen2Cousins
3019,302100,302101,0.5,ParentChild
3019,302100,302102,0.5,ParentChild
3019,302100,302103,0.5,ParentChild
3019,302100,302104,0.5,ParentChild
3019,302101,302102,0.5,Gen2Siblings
3019,302101,302103,0.25,Gen2Siblings
3019,302101,302104,0.25,Gen2Siblings
3019,302102,302103,0.25,Gen2Siblings
3019,302102,302104,0.25,Gen2Siblings
3019,302103,302104,0.5,Gen2Siblings
3022,302200,302300,0.5,Gen1Housemates
3022,302200,302301,0.25,AuntNiece
3022,302200,302302,0.25,AuntNiece
3022,302300,302301,0.5,ParentChild
3022,302300,302302,0.5,ParentChild
3022,302301,302302,0.5,Gen2Siblings
3025,302500,302501,0.5,ParentChild
3025,302500,302502,0.5,ParentChild
3025,302500,302600,0.5,Gen1Housemates
3025,302501,302502,0.5,Gen2Siblings
3025,302501,302600,0.25,AuntNiece
3025,302502,302600,0.25,AuntNiece
3027,302700,302701,0.5,ParentChild
3027,302700,302702,0.5,ParentChild
3027,302700,302703,0.5,ParentChild
3027,302700,302704,0.5,ParentChild
3027,302701,302702,0.25,Gen2Siblings
3027,302701,302703,0.25,Gen2Siblings
3027,302701,302704,0.25,Gen2Siblings
3027,302702,302703,0.5,Gen2Siblings
3027,302702,302704,0.5,Gen2Siblings
3027,302703,302704,0.5,Gen2Siblings
3032,303200,303300,0.5,Gen1Housemates
3034,303400,303500,0.5,Gen1Housemates
3034,303400,303501,0.25,AuntNiece
3034,303400,303502,0.25,AuntNiece
3034,303400,303503,0.25,AuntNiece
3034,303400,303504,0.25,AuntNiece
3034,303400,303505,0.25,AuntNiece
3034,303500,303501,0.5,ParentChild
3034,303500,303502,0.5,ParentChild
3034,303500,303503,0.5,ParentChild
3034,303500,303504,0.5,ParentChild
3034,303500,303505,0.5,ParentChild
3034,303501,303502,0.375,Gen2Siblings
3034,303501,303503,0.375,Gen2Siblings
3034,303501,303504,0.5,Gen2Siblings
3034,303501,303505,0.5,Gen2Siblings
3034,303502,303503,0.5,Gen2Siblings
3034,303502,303504,0.5,Gen2Siblings
3034,303502,303505,0.5,Gen2Siblings
3034,303503,303504,0.5,Gen2Siblings
3034,303503,303505,0.5,Gen2Siblings
3034,303504,303505,0.5,Gen2Siblings
3036,303600,303601,0.5,ParentChild
3036,303600,303602,0.5,ParentChild
3036,303601,303602,0.5,Gen2Siblings
3038,303800,303801,0.5,ParentChild
3038,303800,303802,0.5,ParentChild
3038,303800,303803,0.5,ParentChild
3038,303800,303900,0.5,Gen1Housemates
3038,303800,304000,0.5,Gen1Housemates
3038,303801,303802,0.5,Gen2Siblings
3038,303801,303803,0.5,Gen2Siblings
3038,303801,303900,0.25,AuntNiece
3038,303801,304000,0.25,AuntNiece
3038,303802,303803,0.5,Gen2Siblings
3038,303802,303900,0.25,AuntNiece
3038,303802,304000,0.25,AuntNiece
3038,303803,303900,0.25,AuntNiece
3038,303803,304000,0.25,AuntNiece
3038,303900,304000,0.5,Gen1Housemates
3041,304100,304101,0.5,ParentChild
3041,304100,304102,0.5,ParentChild
3041,304100,304103,0.5,ParentChild
3041,304100,304104,0.5,ParentChild
3041,304101,304102,0.25,Gen2Siblings
3041,304101,304103,0.25,Gen2Siblings
3041,304101,304104,0.25,Gen2Siblings
3041,304102,304103,0.25,Gen2Siblings
3041,304102,304104,0.25,Gen2Siblings
3041,304103,304104,0.5,Gen2Siblings
3042,304200,304201,0.5,ParentChild
3042,304200,304300,0.5,Gen1Housemates
3042,304200,304301,0.25,AuntNiece
3042,304200,304302,0.25,AuntNiece
3042,304201,304300,0.25,AuntNiece
3042,304201,304301,0.125,Gen2Cousins
3042,304201,304302,0.125,Gen2Cousins
3042,304300,304301,0.5,ParentChild
3042,304300,304302,0.5,ParentChild
3042,304301,304302,0.5,Gen2Siblings
3045,304500,304501,0.5,ParentChild
3045,304500,304502,0.5,ParentChild
3045,304500,304503,0.5,ParentChild
3045,304500,304504,0.5,ParentChild
3045,304501,304502,0.5,Gen2Siblings
3045,304501,304503,0.5,Gen2Siblings
3045,304501,304504,0.5,Gen2Siblings
3045,304502,304503,0.5,Gen2Siblings
3045,304502,304504,0.5,Gen2Siblings
3045,304503,304504,0.5,Gen2Siblings
3046,304600,304601,0.5,ParentChild
3046,304600,304602,0.5,ParentChild
3046,304600,304603,0.5,ParentChild
3046,304600,304604,0.5,ParentChild
3046,304600,304605,0.5,ParentChild
3046,304601,304602,0.25,Gen2Siblings
3046,304601,304603,0.25,Gen2Siblings
3046,304601,304604,0.25,Gen2Siblings
3046,304601,304605,0.25,Gen2Siblings
3046,304602,304603,0.5,Gen2Siblings
3046,304602,304604,0.5,Gen2Siblings
3046,304602,304605,0.25,Gen2Siblings
3046,304603,304604,0.5,Gen2Siblings
3046,304603,304605,0.25,Gen2Siblings
3046,304604,304605,0.25,Gen2Siblings
3047,304700,304701,0.5,ParentChild
3047,304700,304702,0.5,ParentChild
3047,304701,304702,0.25,Gen2Siblings
3048,304800,304801,0.5,ParentChild
3048,304800,304802,0.5,ParentChild
3048,304800,304900,0.5,Gen1Housemates
3048,304800,304901,0.25,AuntNiece
3048,304800,304902,0.25,AuntNiece
3048,304801,304802,0.5,Gen2Siblings
3048,304801,304900,0.25,AuntNiece
3048,304801,304901,0.125,Gen2Cousins
3048,304801,304902,0.125,Gen2Cousins
3048,304802,304900,0.25,AuntNiece
3048,304802,304901,0.125,Gen2Cousins
3048,304802,304902,0.125,Gen2Cousins
3048,304900,304901,0.5,ParentChild
3048,304900,304902,0.5,ParentChild
3048,304901,304902,0.5,Gen2Siblings
3050,305000,305100,.,Gen1Housemates
3050,305000,305101,.,AuntNiece
3050,305000,305102,.,AuntNiece
3050,305000,305103,.,AuntNiece
3050,305100,305101,0.5,ParentChild
3050,305100,305102,0.5,ParentChild
3050,305100,305103,0.5,ParentChild
3050,305101,305102,0.5,Gen2Siblings
3050,305101,305103,0.25,Gen2Siblings
3050,305102,305103,0.25,Gen2Siblings
3052,305200,305300,.,Gen1Housemates
3052,305200,305301,.,AuntNiece
3052,305300,305301,0.5,ParentChild
3054,305400,305401,0.5,ParentChild
3054,305400,305402,0.5,ParentChild
3054,305400,305403,0.5,ParentChild
3054,305400,305500,0.5,Gen1Housemates
3054,305401,305402,0.5,Gen2Siblings
3054,305401,305403,0.5,Gen2Siblings
3054,305401,305500,0.25,AuntNiece
3054,305402,305403,0.5,Gen2Siblings
3054,305402,305500,0.25,AuntNiece
3054,305403,305500,0.25,AuntNiece
3057,305700,305701,0.5,ParentChild
3057,305700,305702,0.5,ParentChild
3057,305701,305702,0.5,Gen2Siblings
3058,305800,305801,0.5,ParentChild
3058,305800,305802,0.5,ParentChild
3058,305800,305803,0.5,ParentChild
3058,305800,305804,0.5,ParentChild
3058,305800,305805,0.5,ParentChild
3058,305801,305802,0.5,Gen2Siblings
3058,305801,305803,0.5,Gen2Siblings
3058,305801,305804,0.25,Gen2Siblings
3058,305801,305805,0.25,Gen2Siblings
3058,305802,305803,0.5,Gen2Siblings
3058,305802,305804,0.25,Gen2Siblings
3058,305802,305805,0.25,Gen2Siblings
3058,305803,305804,0.25,Gen2Siblings
3058,305803,305805,0.25,Gen2Siblings
3058,305804,305805,0.5,Gen2Siblings
3059,305900,306000,0.5,Gen1Housemates
3059,305900,306100,0.5,Gen1Housemates
3059,305900,306101,0.25,AuntNiece
3059,306000,306100,0.5,Gen1Housemates
3059,306000,306101,0.25,AuntNiece
3059,306100,306101,0.5,ParentChild
3064,306400,306500,0.5,Gen1Housemates
3066,306600,306601,0.5,ParentChild
3066,306600,306602,0.5,ParentChild
3066,306601,306602,0.25,Gen2Siblings
3068,306800,306801,0.5,ParentChild
3068,306800,306802,0.5,ParentChild
3068,306801,306802,0.25,Gen2Siblings
3069,306900,306901,0.5,ParentChild
3069,306900,306902,0.5,ParentChild
3069,306900,307000,0.5,Gen1Housemates
3069,306900,307100,0.5,Gen1Housemates
3069,306901,306902,0.25,Gen2Siblings
3069,306901,307000,0.25,AuntNiece
3069,306901,307100,0.25,AuntNiece
3069,306902,307000,0.25,AuntNiece
3069,306902,307100,0.25,AuntNiece
3069,307000,307100,0.5,Gen1Housemates
3073,307300,307301,0.5,ParentChild
3073,307300,307302,0.5,ParentChild
3073,307301,307302,0.25,Gen2Siblings
3074,307400,307401,0.5,ParentChild
3074,307400,307402,0.5,ParentChild
3074,307400,307403,0.5,ParentChild
3074,307401,307402,0.25,Gen2Siblings
3074,307401,307403,0.25,Gen2Siblings
3074,307402,307403,0.25,Gen2Siblings
3075,307500,307501,0.5,ParentChild
3075,307500,307600,0.5,Gen1Housemates
3075,307501,307600,0.25,AuntNiece
3077,307700,307800,0.5,Gen1Housemates
3077,307700,307801,0.25,AuntNiece
3077,307700,307802,0.25,AuntNiece
3077,307800,307801,0.5,ParentChild
3077,307800,307802,0.5,ParentChild
3077,307801,307802,0.5,Gen2Siblings
3079,307900,307901,0.5,ParentChild
3079,307900,308000,0.5,Gen1Housemates
3079,307900,308001,0.25,AuntNiece
3079,307900,308100,0.5,Gen1Housemates
3079,307900,308101,0.25,AuntNiece
3079,307900,308200,0.5,Gen1Housemates
3079,307901,308000,0.25,AuntNiece
3079,307901,308001,0.125,Gen2Cousins
3079,307901,308100,0.25,AuntNiece
3079,307901,308101,0.125,Gen2Cousins
3079,307901,308200,0.25,AuntNiece
3079,308000,308001,0.5,ParentChild
3079,308000,308100,0.5,Gen1Housemates
3079,308000,308101,0.25,AuntNiece
3079,308000,308200,0.5,Gen1Housemates
3079,308001,308100,0.25,AuntNiece
3079,308001,308101,0.125,Gen2Cousins
3079,308001,308200,0.25,AuntNiece
3079,308100,308101,0.5,ParentChild
3079,308100,308200,0.5,Gen1Housemates
3079,308101,308200,0.25,AuntNiece
3085,308500,308501,0.5,ParentChild
3085,308500,308600,0.5,Gen1Housemates
3085,308501,308600,0.25,AuntNiece
3087,308700,308800,.,Gen1Housemates
3089,308900,309000,0.5,Gen1Housemates
3093,309300,309301,0.5,ParentChild
3093,309300,309302,0.5,ParentChild
3093,309300,309400,0.5,Gen1Housemates
3093,309301,309302,0.5,Gen2Siblings
3093,309301,309400,0.25,AuntNiece
3093,309302,309400,0.25,AuntNiece
3095,309500,309501,0.5,ParentChild
3095,309500,309502,0.5,ParentChild
3095,309501,309502,0.5,Gen2Siblings
3096,309600,309601,0.5,ParentChild
3096,309600,309602,0.5,ParentChild
3096,309600,309700,0.5,Gen1Housemates
3096,309601,309602,0.5,Gen2Siblings
3096,309601,309700,0.25,AuntNiece
3096,309602,309700,0.25,AuntNiece
3098,309800,309801,0.5,ParentChild
3098,309800,309802,0.5,ParentChild
3098,309800,309900,0.5,Gen1Housemates
3098,309800,309901,0.25,AuntNiece
3098,309800,309902,0.25,AuntNiece
3098,309801,309802,0.5,Gen2Siblings
3098,309801,309900,0.25,AuntNiece
3098,309801,309901,0.125,Gen2Cousins
3098,309801,309902,0.125,Gen2Cousins
3098,309802,309900,0.25,AuntNiece
3098,309802,309901,0.125,Gen2Cousins
3098,309802,309902,0.125,Gen2Cousins
3098,309900,309901,0.5,ParentChild
3098,309900,309902,0.5,ParentChild
3098,309901,309902,0.5,Gen2Siblings
3101,310100,310101,0.5,ParentChild
3101,310100,310102,0.5,ParentChild
3101,310100,310103,0.5,ParentChild
3101,310101,310102,0.5,Gen2Siblings
3101,310101,310103,0.25,Gen2Siblings
3101,310102,310103,0.25,Gen2Siblings
3103,310300,310400,0.5,Gen1Housemates
3105,310500,310501,0.5,ParentChild
3105,310500,310502,0.5,ParentChild
3105,310500,310600,0.5,Gen1Housemates
3105,310500,310601,0.25,AuntNiece
3105,310501,310502,0.25,Gen2Siblings
3105,310501,310600,0.25,AuntNiece
3105,310501,310601,0.125,Gen2Cousins
3105,310502,310600,0.25,AuntNiece
3105,310502,310601,0.125,Gen2Cousins
3105,310600,310601,0.5,ParentChild
3107,310700,310701,0.5,ParentChild
3107,310700,310702,0.5,ParentChild
3107,310701,310702,0.5,Gen2Siblings
3108,310800,310801,0.5,ParentChild
3108,310800,310802,0.5,ParentChild
3108,310800,310803,0.5,ParentChild
3108,310801,310802,0.5,Gen2Siblings
3108,310801,310803,0.5,Gen2Siblings
3108,310802,310803,0.5,Gen2Siblings
3109,310900,310901,0.5,ParentChild
3109,310900,311000,0.5,Gen1Housemates
3109,310901,311000,0.25,AuntNiece
3111,311100,311101,0.5,ParentChild
3111,311100,311102,0.5,ParentChild
3111,311100,311200,0.25,Gen1Housemates
3111,311101,311102,0.5,Gen2Siblings
3111,311101,311200,0.125,AuntNiece
3111,311102,311200,0.125,AuntNiece
3113,311300,311301,0.5,ParentChild
3113,311300,311302,0.5,ParentChild
3113,311301,311302,0.5,Gen2Siblings
3114,311400,311500,0.5,Gen1Housemates
3114,311400,311501,0.25,AuntNiece
3114,311500,311501,0.5,ParentChild
3117,311700,311701,0.5,ParentChild
3117,311700,311702,0.5,ParentChild
3117,311701,311702,0.5,Gen2Siblings
3118,311800,311801,0.5,ParentChild
3118,311800,311802,0.5,ParentChild
3118,311801,311802,0.5,Gen2Siblings
3119,311900,311901,0.5,ParentChild
3119,311900,312000,0.5,Gen1Housemates
3119,311900,312001,0.25,AuntNiece
3119,311900,312002,0.25,AuntNiece
3119,311901,312000,0.25,AuntNiece
3119,311901,312001,0.125,Gen2Cousins
3119,311901,312002,0.125,Gen2Cousins
3119,312000,312001,0.5,ParentChild
3119,312000,312002,0.5,ParentChild
3119,312001,312002,0.5,Gen2Siblings
3121,312100,312101,0.5,ParentChild
3121,312100,312102,0.5,ParentChild
3121,312100,312103,0.5,ParentChild
3121,312100,312200,0.25,Gen1Housemates
3121,312100,312201,0.125,AuntNiece
3121,312100,312202,0.125,AuntNiece
3121,312101,312102,0.5,Gen2Siblings
3121,312101,312103,0.5,Gen2Siblings
3121,312101,312200,0.125,AuntNiece
3121,312101,312201,0.0625,Gen2Cousins
3121,312101,312202,0.0625,Gen2Cousins
3121,312102,312103,0.5,Gen2Siblings
3121,312102,312200,0.125,AuntNiece
3121,312102,312201,0.0625,Gen2Cousins
3121,312102,312202,0.0625,Gen2Cousins
3121,312103,312200,0.125,AuntNiece
3121,312103,312201,0.0625,Gen2Cousins
3121,312103,312202,0.0625,Gen2Cousins
3121,312200,312201,0.5,ParentChild
3121,312200,312202,0.5,ParentChild
3121,312201,312202,0.5,Gen2Siblings
3123,312300,312400,0.5,Gen1Housemates
3126,312600,312700,0.5,Gen1Housemates
3128,312800,312900,0.5,Gen1Housemates
3128,312800,312901,0.25,AuntNiece
3128,312800,312902,0.25,AuntNiece
3128,312900,312901,0.5,ParentChild
3128,312900,312902,0.5,ParentChild
3128,312901,312902,0.5,Gen2Siblings
3130,313000,313001,0.5,ParentChild
3130,313000,313002,0.5,ParentChild
3130,313001,313002,0.5,Gen2Siblings
3132,313200,313300,0.5,Gen1Housemates
3135,313500,313501,0.5,ParentChild
3135,313500,313502,0.5,ParentChild
3135,313501,313502,0.5,Gen2Siblings
3145,314500,314501,0.5,ParentChild
3145,314500,314502,0.5,ParentChild
3145,314500,314600,0.5,Gen1Housemates
3145,314501,314502,0.5,Gen2Siblings
3145,314501,314600,0.25,AuntNiece
3145,314502,314600,0.25,AuntNiece
3150,315000,315001,0.5,ParentChild
3150,315000,315002,0.5,ParentChild
3150,315001,315002,0.5,Gen2Siblings
3151,315100,315101,0.5,ParentChild
3151,315100,315102,0.5,ParentChild
3151,315100,315103,0.5,ParentChild
3151,315101,315102,1,Gen2Siblings
3151,315101,315103,0.5,Gen2Siblings
3151,315102,315103,0.5,Gen2Siblings
3152,315200,315300,0.5,Gen1Housemates
3154,315400,315401,0.5,ParentChild
3154,315400,315402,0.5,ParentChild
3154,315400,315403,0.5,ParentChild
3154,315400,315404,0.5,ParentChild
3154,315401,315402,0.5,Gen2Siblings
3154,315401,315403,0.5,Gen2Siblings
3154,315401,315404,0.5,Gen2Siblings
3154,315402,315403,0.5,Gen2Siblings
3154,315402,315404,0.5,Gen2Siblings
3154,315403,315404,0.5,Gen2Siblings
3155,315500,315501,0.5,ParentChild
3155,315500,315502,0.5,ParentChild
3155,315500,315503,0.5,ParentChild
3155,315501,315502,0.5,Gen2Siblings
3155,315501,315503,0.5,Gen2Siblings
3155,315502,315503,0.5,Gen2Siblings
3156,315600,315601,0.5,ParentChild
3156,315600,315602,0.5,ParentChild
3156,315600,315700,0.5,Gen1Housemates
3156,315601,315602,0.5,Gen2Siblings
3156,315601,315700,0.25,AuntNiece
3156,315602,315700,0.25,AuntNiece
3159,315900,316000,0.5,Gen1Housemates
3159,315900,316100,0.5,Gen1Housemates
3159,316000,316100,0.5,Gen1Housemates
3162,316200,316201,0.5,ParentChild
3162,316200,316202,0.5,ParentChild
3162,316201,316202,0.5,Gen2Siblings
3163,316300,316301,0.5,ParentChild
3163,316300,316302,0.5,ParentChild
3163,316300,316303,0.5,ParentChild
3163,316300,316400,0.5,Gen1Housemates
3163,316300,316401,0.25,AuntNiece
3163,316300,316402,0.25,AuntNiece
3163,316300,316500,0.5,Gen1Housemates
3163,316300,316501,0.25,AuntNiece
3163,316300,316502,0.25,AuntNiece
3163,316300,316503,0.25,AuntNiece
3163,316301,316302,0.5,Gen2Siblings
3163,316301,316303,0.5,Gen2Siblings
3163,316301,316400,0.25,AuntNiece
3163,316301,316401,0.125,Gen2Cousins
3163,316301,316402,0.125,Gen2Cousins
3163,316301,316500,0.25,AuntNiece
3163,316301,316501,0.125,Gen2Cousins
3163,316301,316502,0.125,Gen2Cousins
3163,316301,316503,0.125,Gen2Cousins
3163,316302,316303,0.5,Gen2Siblings
3163,316302,316400,0.25,AuntNiece
3163,316302,316401,0.125,Gen2Cousins
3163,316302,316402,0.125,Gen2Cousins
3163,316302,316500,0.25,AuntNiece
3163,316302,316501,0.125,Gen2Cousins
3163,316302,316502,0.125,Gen2Cousins
3163,316302,316503,0.125,Gen2Cousins
3163,316303,316400,0.25,AuntNiece
3163,316303,316401,0.125,Gen2Cousins
3163,316303,316402,0.125,Gen2Cousins
3163,316303,316500,0.25,AuntNiece
3163,316303,316501,0.125,Gen2Cousins
3163,316303,316502,0.125,Gen2Cousins
3163,316303,316503,0.125,Gen2Cousins
3163,316400,316401,0.5,ParentChild
3163,316400,316402,0.5,ParentChild
3163,316400,316500,0.5,Gen1Housemates
3163,316400,316501,0.25,AuntNiece
3163,316400,316502,0.25,AuntNiece
3163,316400,316503,0.25,AuntNiece
3163,316401,316402,0.5,Gen2Siblings
3163,316401,316500,0.25,AuntNiece
3163,316401,316501,0.125,Gen2Cousins
3163,316401,316502,0.125,Gen2Cousins
3163,316401,316503,0.125,Gen2Cousins
3163,316402,316500,0.25,AuntNiece
3163,316402,316501,0.125,Gen2Cousins
3163,316402,316502,0.125,Gen2Cousins
3163,316402,316503,0.125,Gen2Cousins
3163,316500,316501,0.5,ParentChild
3163,316500,316502,0.5,ParentChild
3163,316500,316503,0.5,ParentChild
3163,316501,316502,0.5,Gen2Siblings
3163,316501,316503,0.5,Gen2Siblings
3163,316502,316503,0.5,Gen2Siblings
3166,316600,316700,0.5,Gen1Housemates
3166,316600,316800,0.5,Gen1Housemates
3166,316700,316800,0.5,Gen1Housemates
3169,316900,317000,0.5,Gen1Housemates
3171,317100,317200,0.5,Gen1Housemates
3171,317100,317300,0.5,Gen1Housemates
3171,317200,317300,0.5,Gen1Housemates
3176,317600,317601,0.5,ParentChild
3176,317600,317602,0.5,ParentChild
3176,317600,317700,0.25,Gen1Housemates
3176,317600,317800,0.25,Gen1Housemates
3176,317600,317801,0.125,AuntNiece
3176,317600,317802,0.125,AuntNiece
3176,317601,317602,0.25,Gen2Siblings
3176,317601,317700,0.125,AuntNiece
3176,317601,317800,0.125,AuntNiece
3176,317601,317801,0.0625,Gen2Cousins
3176,317601,317802,0.0625,Gen2Cousins
3176,317602,317700,0.125,AuntNiece
3176,317602,317800,0.125,AuntNiece
3176,317602,317801,0.0625,Gen2Cousins
3176,317602,317802,0.0625,Gen2Cousins
3176,317700,317800,0.5,Gen1Housemates
3176,317700,317801,0.25,AuntNiece
3176,317700,317802,0.25,AuntNiece
3176,317800,317801,0.5,ParentChild
3176,317800,317802,0.5,ParentChild
3176,317801,317802,0.25,Gen2Siblings
3179,317900,317901,0.5,ParentChild
3181,318100,318200,0.5,Gen1Housemates
3181,318100,318201,0.25,AuntNiece
3181,318100,318202,0.25,AuntNiece
3181,318100,318203,0.25,AuntNiece
3181,318200,318201,0.5,ParentChild
3181,318200,318202,0.5,ParentChild
3181,318200,318203,0.5,ParentChild
3181,318201,318202,0.25,Gen2Siblings
3181,318201,318203,0.25,Gen2Siblings
3181,318202,318203,0.5,Gen2Siblings
3183,318300,318400,.,Gen1Housemates
3188,318800,318801,0.5,ParentChild
3188,318800,318802,0.5,ParentChild
3188,318800,318900,.,Gen1Housemates
3188,318801,318802,0.375,Gen2Siblings
3188,318801,318900,.,AuntNiece
3188,318802,318900,.,AuntNiece
3190,319000,319001,0.5,ParentChild
3190,319000,319002,0.5,ParentChild
3190,319000,319003,0.5,ParentChild
3190,319000,319004,0.5,ParentChild
3190,319000,319005,0.5,ParentChild
3190,319000,319006,0.5,ParentChild
3190,319000,319100,.,Gen1Housemates
3190,319001,319002,0.5,Gen2Siblings
3190,319001,319003,0.25,Gen2Siblings
3190,319001,319004,0.25,Gen2Siblings
3190,319001,319005,0.25,Gen2Siblings
3190,319001,319006,0.25,Gen2Siblings
3190,319001,319100,.,AuntNiece
3190,319002,319003,0.25,Gen2Siblings
3190,319002,319004,0.25,Gen2Siblings
3190,319002,319005,0.25,Gen2Siblings
3190,319002,319006,0.25,Gen2Siblings
3190,319002,319100,.,AuntNiece
3190,319003,319004,0.5,Gen2Siblings
3190,319003,319005,0.5,Gen2Siblings
3190,319003,319006,0.5,Gen2Siblings
3190,319003,319100,.,AuntNiece
3190,319004,319005,0.5,Gen2Siblings
3190,319004,319006,0.5,Gen2Siblings
3190,319004,319100,.,AuntNiece
3190,319005,319006,0.5,Gen2Siblings
3190,319005,319100,.,AuntNiece
3190,319006,319100,.,AuntNiece
3196,319600,319700,0.5,Gen1Housemates
3196,319600,319701,0.25,AuntNiece
3196,319600,319702,0.25,AuntNiece
3196,319600,319800,0.5,Gen1Housemates
3196,319600,319801,0.25,AuntNiece
3196,319600,319802,0.25,AuntNiece
3196,319700,319701,0.5,ParentChild
3196,319700,319702,0.5,ParentChild
3196,319700,319800,0.5,Gen1Housemates
3196,319700,319801,0.25,AuntNiece
3196,319700,319802,0.25,AuntNiece
3196,319701,319702,0.5,Gen2Siblings
3196,319701,319800,0.25,AuntNiece
3196,319701,319801,0.125,Gen2Cousins
3196,319701,319802,0.125,Gen2Cousins
3196,319702,319800,0.25,AuntNiece
3196,319702,319801,0.125,Gen2Cousins
3196,319702,319802,0.125,Gen2Cousins
3196,319800,319801,0.5,ParentChild
3196,319800,319802,0.5,ParentChild
3196,319801,319802,0.5,Gen2Siblings
3200,320000,320100,0.5,Gen1Housemates
3200,320000,320101,0.25,AuntNiece
3200,320000,320102,0.25,AuntNiece
3200,320000,320103,0.25,AuntNiece
3200,320100,320101,0.5,ParentChild
3200,320100,320102,0.5,ParentChild
3200,320100,320103,0.5,ParentChild
3200,320101,320102,0.5,Gen2Siblings
3200,320101,320103,0.5,Gen2Siblings
3200,320102,320103,0.5,Gen2Siblings
3202,320200,320300,0.5,Gen1Housemates
3202,320200,320400,0.5,Gen1Housemates
3202,320200,320401,0.25,AuntNiece
3202,320200,320402,0.25,AuntNiece
3202,320300,320400,0.5,Gen1Housemates
3202,320300,320401,0.25,AuntNiece
3202,320300,320402,0.25,AuntNiece
3202,320400,320401,0.5,ParentChild
3202,320400,320402,0.5,ParentChild
3202,320401,320402,0.5,Gen2Siblings
3206,320600,320601,0.5,ParentChild
3207,320700,320800,0.5,Gen1Housemates
3207,320700,320900,0.5,Gen1Housemates
3207,320800,320900,0.5,Gen1Housemates
3211,321100,321200,.,Gen1Housemates
3211,321100,321201,.,AuntNiece
3211,321200,321201,0.5,ParentChild
3213,321300,321400,.,Gen1Housemates
3215,321500,321600,0.5,Gen1Housemates
3217,321700,321701,0.5,ParentChild
3218,321800,321900,0.5,Gen1Housemates
3218,321800,322000,0.5,Gen1Housemates
3218,321800,322100,0.5,Gen1Housemates
3218,321800,322101,0.25,AuntNiece
3218,321800,322102,0.25,AuntNiece
3218,321900,322000,0.5,Gen1Housemates
3218,321900,322100,0.5,Gen1Housemates
3218,321900,322101,0.25,AuntNiece
3218,321900,322102,0.25,AuntNiece
3218,322000,322100,0.5,Gen1Housemates
3218,322000,322101,0.25,AuntNiece
3218,322000,322102,0.25,AuntNiece
3218,322100,322101,0.5,ParentChild
3218,322100,322102,0.5,ParentChild
3218,322101,322102,0.25,Gen2Siblings
3222,322200,322201,0.5,ParentChild
3222,322200,322300,0.5,Gen1Housemates
3222,322201,322300,0.25,AuntNiece
3225,322500,322501,0.5,ParentChild
3225,322500,322502,0.5,ParentChild
3225,322500,322503,0.5,ParentChild
