ExtendedID,SubjectTag_S1,SubjectTag_S2,R,RelationshipPath
5640,564001,564100,0.25,AuntNiece
5640,564002,564003,0.25,Gen2Siblings
5640,564002,564100,0.25,AuntNiece
5640,564003,564100,0.25,AuntNiece
5643,564300,564400,0.5,Gen1Housemates
5646,564600,564601,0.5,ParentChild
5646,564600,564700,0.5,Gen1Housemates
5646,564600,564701,0.25,AuntNiece
5646,564600,564702,0.25,AuntNiece
5646,564600,564703,0.25,AuntNiece
5646,564601,564700,0.25,AuntNiece
5646,564601,564701,0.125,Gen2Cousins
5646,564601,564702,0.125,Gen2Cousins
5646,564601,564703,0.125,Gen2Cousins
5646,564700,564701,0.5,ParentChild
5646,564700,564702,0.5,ParentChild
5646,564700,564703,0.5,ParentChild
5646,564701,564702,0.5,Gen2Siblings
5646,564701,564703,0.5,Gen2Siblings
5646,564702,564703,0.5,Gen2Siblings
5648,564800,564801,0.5,ParentChild
5648,564800,564802,0.5,ParentChild
5648,564800,564803,0.5,ParentChild
5648,564800,564804,0.5,ParentChild
5648,564801,564802,0.5,Gen2Siblings
5648,564801,564803,0.5,Gen2Siblings
5648,564801,564804,0.5,Gen2Siblings
5648,564802,564803,0.5,Gen2Siblings
5648,564802,564804,0.5,Gen2Siblings
5648,564803,564804,0.5,Gen2Siblings
5652,565200,565201,0.5,ParentChild
5652,565200,565202,0.5,ParentChild
5652,565201,565202,0.25,Gen2Siblings
5654,565400,565401,0.5,ParentChild
5654,565400,565402,0.5,ParentChild
5654,565401,565402,0.25,Gen2Siblings
5655,565500,565600,0.5,Gen1Housemates
5655,565500,565601,0.25,AuntNiece
5655,565500,565602,0.25,AuntNiece
5655,565600,565601,0.5,ParentChild
5655,565600,565602,0.5,ParentChild
5655,565601,565602,0.5,Gen2Siblings
5657,565700,565701,0.5,ParentChild
5658,565800,565900,.,Gen1Housemates
5658,565800,565901,.,AuntNiece
5658,565800,565902,.,AuntNiece
5658,565900,565901,0.5,ParentChild
5658,565900,565902,0.5,ParentChild
5658,565901,565902,0.75,Gen2Siblings
5661,566100,566101,0.5,ParentChild
5662,566200,566300,0.5,Gen1Housemates
5662,566200,566400,0.25,Gen1Housemates
5662,566300,566400,0.25,Gen1Housemates
5665,566500,566600,.,Gen1Housemates
5669,566900,566901,0.5,ParentChild
5670,567000,567002,0.5,ParentChild
5670,567000,567100,0.5,Gen1Housemates
5670,567002,567100,0.25,AuntNiece
5672,567200,567300,0.5,Gen1Housemates
5672,567200,567301,0.25,AuntNiece
5672,567200,567302,0.25,AuntNiece
5672,567200,567303,0.25,AuntNiece
5672,567200,567400,.,Gen1Housemates
5672,567200,567401,.,AuntNiece
5672,567200,567402,.,AuntNiece
5672,567300,567301,0.5,ParentChild
5672,567300,567302,0.5,ParentChild
5672,567300,567303,0.5,ParentChild
5672,567300,567400,.,Gen1Housemates
5672,567300,567401,.,AuntNiece
5672,567300,567402,.,AuntNiece
5672,567301,567302,0.5,Gen2Siblings
5672,567301,567303,0.5,Gen2Siblings
5672,567301,567400,.,AuntNiece
5672,567301,567401,.,Gen2Cousins
5672,567301,567402,.,Gen2Cousins
5672,567302,567303,0.5,Gen2Siblings
5672,567302,567400,.,AuntNiece
5672,567302,567401,.,Gen2Cousins
5672,567302,567402,.,Gen2Cousins
5672,567303,567400,.,AuntNiece
5672,567303,567401,.,Gen2Cousins
5672,567303,567402,.,Gen2Cousins
5672,567400,567401,0.5,ParentChild
5672,567400,567402,0.5,ParentChild
5672,567401,567402,0.25,Gen2Siblings
5675,567500,567501,0.5,ParentChild
5678,567800,567900,0.5,Gen1Housemates
5681,568100,568101,0.5,ParentChild
5681,568100,568102,0.5,ParentChild
5681,568100,568103,0.5,ParentChild
5681,568100,568104,0.5,ParentChild
5681,568100,568105,0.5,ParentChild
5681,568101,568102,0.375,Gen2Siblings
5681,568101,568103,0.375,Gen2Siblings
5681,568101,568104,0.25,Gen2Siblings
5681,568101,568105,0.375,Gen2Siblings
5681,568102,568103,0.375,Gen2Siblings
5681,568102,568104,0.25,Gen2Siblings
5681,568102,568105,0.375,Gen2Siblings
5681,568103,568104,0.25,Gen2Siblings
5681,568103,568105,0.375,Gen2Siblings
5681,568104,568105,0.25,Gen2Siblings
5682,568200,568201,0.5,ParentChild
5682,568200,568202,0.5,ParentChild
5682,568200,568203,0.5,ParentChild
5682,568200,568204,0.5,ParentChild
5682,568201,568202,0.5,Gen2Siblings
5682,568201,568203,0.25,Gen2Siblings
5682,568201,568204,0.5,Gen2Siblings
5682,568202,568203,0.25,Gen2Siblings
5682,568202,568204,0.5,Gen2Siblings
5682,568203,568204,0.25,Gen2Siblings
5683,568300,568400,.,Gen1Housemates
5683,568300,568401,.,AuntNiece
5683,568300,568402,.,AuntNiece
5683,568400,568401,0.5,ParentChild
5683,568400,568402,0.5,ParentChild
5683,568401,568402,0.5,Gen2Siblings
5685,568500,568501,0.5,ParentChild
5685,568500,568502,0.5,ParentChild
5685,568500,568503,0.5,ParentChild
5685,568501,568502,0.25,Gen2Siblings
5685,568501,568503,0.25,Gen2Siblings
5685,568502,568503,0.5,Gen2Siblings
5686,568600,568601,0.5,ParentChild
5686,568600,568602,0.5,ParentChild
5686,568600,568603,0.5,ParentChild
5686,568600,568700,0.5,Gen1Housemates
5686,568600,568701,0.25,AuntNiece
5686,568600,568702,0.25,AuntNiece
5686,568600,568703,0.25,AuntNiece
5686,568601,568602,0.25,Gen2Siblings
5686,568601,568603,0.25,Gen2Siblings
5686,568601,568700,0.25,AuntNiece
5686,568601,568701,0.125,Gen2Cousins
5686,568601,568702,0.125,Gen2Cousins
5686,568601,568703,0.125,Gen2Cousins
5686,568602,568603,0.5,Gen2Siblings
5686,568602,568700,0.25,AuntNiece
5686,568602,568701,0.125,Gen2Cousins
5686,568602,568702,0.125,Gen2Cousins
5686,568602,568703,0.125,Gen2Cousins
5686,568603,568700,0.25,AuntNiece
5686,568603,568701,0.125,Gen2Cousins
5686,568603,568702,0.125,Gen2Cousins
5686,568603,568703,0.125,Gen2Cousins
5686,568700,568701,0.5,ParentChild
5686,568700,568702,0.5,ParentChild
5686,568700,568703,0.5,ParentChild
5686,568701,568702,0.5,Gen2Siblings
5686,568701,568703,0.25,Gen2Siblings
5686,568702,568703,0.5,Gen2Siblings
5688,568800,568900,.,Gen1Housemates
5688,568800,568901,.,AuntNiece
5688,568800,568902,.,AuntNiece
5688,568900,568901,0.5,ParentChild
5688,568900,568902,0.5,ParentChild
5688,568901,568902,0.25,Gen2Siblings
5690,569000,569001,0.5,ParentChild
5691,569100,569200,.,Gen1Housemates
5694,569400,569500,0.5,Gen1Housemates
5694,569400,569501,0.25,AuntNiece
5694,569400,569502,0.25,AuntNiece
5694,569400,569503,0.25,AuntNiece
5694,569400,569600,0.5,Gen1Housemates
5694,569500,569501,0.5,ParentChild
5694,569500,569502,0.5,ParentChild
5694,569500,569503,0.5,ParentChild
5694,569500,569600,0.5,Gen1Housemates
5694,569501,569502,0.5,Gen2Siblings
5694,569501,569503,0.5,Gen2Siblings
5694,569501,569600,0.25,AuntNiece
5694,569502,569503,0.5,Gen2Siblings
5694,569502,569600,0.25,AuntNiece
5694,569503,569600,0.25,AuntNiece
5698,569800,569900,.,Gen1Housemates
5700,570000,570100,0.5,Gen1Housemates
5700,570000,570101,0.25,AuntNiece
5700,570100,570101,0.5,ParentChild
5702,570200,570201,0.5,ParentChild
5703,570300,570400,0.5,Gen1Housemates
5703,570300,570500,.,Gen1Housemates
5703,570300,570501,.,AuntNiece
5703,570300,570502,.,AuntNiece
5703,570400,570500,.,Gen1Housemates
5703,570400,570501,.,AuntNiece
5703,570400,570502,.,AuntNiece
5703,570500,570501,0.5,ParentChild
5703,570500,570502,0.5,ParentChild
5703,570501,570502,0.5,Gen2Siblings
5706,570600,570601,0.5,ParentChild
5706,570600,570700,.,Gen1Housemates
5706,570600,570701,.,AuntNiece
5706,570600,570702,.,AuntNiece
5706,570600,570703,.,AuntNiece
5706,570601,570700,.,AuntNiece
5706,570601,570701,.,Gen2Cousins
5706,570601,570702,.,Gen2Cousins
5706,570601,570703,.,Gen2Cousins
5706,570700,570701,0.5,ParentChild
5706,570700,570702,0.5,ParentChild
5706,570700,570703,0.5,ParentChild
5706,570701,570702,0.5,Gen2Siblings
5706,570701,570703,0.5,Gen2Siblings
5706,570702,570703,0.5,Gen2Siblings
5708,570800,570801,0.5,ParentChild
5708,570800,570802,0.5,ParentChild
5708,570800,570803,0.5,ParentChild
5708,570801,570802,0.5,Gen2Siblings
5708,570801,570803,0.5,Gen2Siblings
5708,570802,570803,0.5,Gen2Siblings
5709,570900,570901,0.5,ParentChild
5710,571000,571100,0.5,Gen1Housemates
5712,571200,571201,0.5,ParentChild
5712,571200,571202,0.5,ParentChild
5712,571200,571300,0.5,Gen1Housemates
5712,571200,571301,0.25,AuntNiece
5712,571200,571302,0.25,AuntNiece
5712,571200,571303,0.25,AuntNiece
5712,571200,571304,0.25,AuntNiece
5712,571201,571202,0.5,Gen2Siblings
5712,571201,571300,0.25,AuntNiece
5712,571201,571301,0.125,Gen2Cousins
5712,571201,571302,0.125,Gen2Cousins
5712,571201,571303,0.125,Gen2Cousins
5712,571201,571304,0.125,Gen2Cousins
5712,571202,571300,0.25,AuntNiece
5712,571202,571301,0.125,Gen2Cousins
5712,571202,571302,0.125,Gen2Cousins
5712,571202,571303,0.125,Gen2Cousins
5712,571202,571304,0.125,Gen2Cousins
5712,571300,571301,0.5,ParentChild
5712,571300,571302,0.5,ParentChild
5712,571300,571303,0.5,ParentChild
5712,571300,571304,0.5,ParentChild
5712,571301,571302,0.5,Gen2Siblings
5712,571301,571303,0.5,Gen2Siblings
5712,571301,571304,0.5,Gen2Siblings
5712,571302,571303,0.5,Gen2Siblings
5712,571302,571304,0.5,Gen2Siblings
5712,571303,571304,0.5,Gen2Siblings
5714,571400,571500,0.5,Gen1Housemates
5714,571400,571501,0.25,AuntNiece
5714,571400,571502,0.25,AuntNiece
5714,571400,571503,0.25,AuntNiece
5714,571500,571501,0.5,ParentChild
5714,571500,571502,0.5,ParentChild
5714,571500,571503,0.5,ParentChild
5714,571501,571502,0.5,Gen2Siblings
5714,571501,571503,0.5,Gen2Siblings
5714,571502,571503,0.5,Gen2Siblings
5716,571600,571601,0.5,ParentChild
5716,571600,571602,0.5,ParentChild
5716,571601,571602,0.5,Gen2Siblings
5717,571700,571701,0.5,ParentChild
5717,571700,571702,0.5,ParentChild
5717,571701,571702,0.5,Gen2Siblings
5718,571800,571801,0.5,ParentChild
5718,571800,571802,0.5,ParentChild
5718,571801,571802,0.5,Gen2Siblings
5720,572000,572001,0.5,ParentChild
5720,572000,572002,0.5,ParentChild
5720,572000,572100,0.5,Gen1Housemates
5720,572001,572002,0.25,Gen2Siblings
5720,572001,572100,0.25,AuntNiece
5720,572002,572100,0.25,AuntNiece
5724,572400,572401,0.5,ParentChild
5724,572400,572402,0.5,ParentChild
5724,572401,572402,0.5,Gen2Siblings
5725,572500,572600,0.5,Gen1Housemates
5728,572800,572801,0.5,ParentChild
5728,572800,572802,0.5,ParentChild
5728,572800,572803,0.5,ParentChild
5728,572801,572802,0.5,Gen2Siblings
5728,572801,572803,0.5,Gen2Siblings
5728,572802,572803,0.5,Gen2Siblings
5729,572900,572901,0.5,ParentChild
5729,572900,572902,0.5,ParentChild
5729,572900,572903,0.5,ParentChild
5729,572900,572904,0.5,ParentChild
5729,572900,573000,0.5,Gen1Housemates
5729,572901,572902,0.5,Gen2Siblings
5729,572901,572903,0.5,Gen2Siblings
5729,572901,572904,0.5,Gen2Siblings
5729,572901,573000,0.25,AuntNiece
5729,572902,572903,0.5,Gen2Siblings
5729,572902,572904,0.5,Gen2Siblings
5729,572902,573000,0.25,AuntNiece
5729,572903,572904,0.5,Gen2Siblings
5729,572903,573000,0.25,AuntNiece
5729,572904,573000,0.25,AuntNiece
5732,573200,573201,0.5,ParentChild
5732,573200,573202,0.5,ParentChild
5732,573201,573202,0.5,Gen2Siblings
5734,573400,573401,0.5,ParentChild
5736,573600,573700,0.5,Gen1Housemates
5736,573600,573701,0.25,AuntNiece
5736,573700,573701,0.5,ParentChild
5738,573800,573900,0.5,Gen1Housemates
5738,573800,574000,0.5,Gen1Housemates
5738,573800,574001,0.25,AuntNiece
5738,573800,574002,0.25,AuntNiece
5738,573800,574003,0.25,AuntNiece
5738,573800,574004,0.25,AuntNiece
5738,573800,574005,0.25,AuntNiece
5738,573900,574000,0.5,Gen1Housemates
5738,573900,574001,0.25,AuntNiece
5738,573900,574002,0.25,AuntNiece
5738,573900,574003,0.25,AuntNiece
5738,573900,574004,0.25,AuntNiece
5738,573900,574005,0.25,AuntNiece
5738,574000,574001,0.5,ParentChild
5738,574000,574002,0.5,ParentChild
5738,574000,574003,0.5,ParentChild
5738,574000,574004,0.5,ParentChild
5738,574000,574005,0.5,ParentChild
5738,574001,574002,0.5,Gen2Siblings
5738,574001,574003,0.5,Gen2Siblings
5738,574001,574004,0.5,Gen2Siblings
5738,574001,574005,0.5,Gen2Siblings
5738,574002,574003,0.5,Gen2Siblings
5738,574002,574004,0.5,Gen2Siblings
5738,574002,574005,0.5,Gen2Siblings
5738,574003,574004,0.5,Gen2Siblings
5738,574003,574005,0.5,Gen2Siblings
5738,574004,574005,0.5,Gen2Siblings
5741,574100,574101,0.5,ParentChild
5741,574100,574102,0.5,ParentChild
5741,574100,574103,0.5,ParentChild
5741,574101,574102,0.5,Gen2Siblings
5741,574101,574103,0.5,Gen2Siblings
5741,574102,574103,0.5,Gen2Siblings
5743,574300,574400,0.5,Gen1Housemates
5743,574300,574401,0.25,AuntNiece
5743,574300,574402,0.25,AuntNiece
5743,574300,574403,0.25,AuntNiece
5743,574300,574500,0.5,Gen1Housemates
5743,574400,574401,0.5,ParentChild
5743,574400,574402,0.5,ParentChild
5743,574400,574403,0.5,ParentChild
5743,574400,574500,0.5,Gen1Housemates
5743,574401,574402,0.5,Gen2Siblings
5743,574401,574403,0.5,Gen2Siblings
5743,574401,574500,0.25,AuntNiece
5743,574402,574403,0.5,Gen2Siblings
5743,574402,574500,0.25,AuntNiece
5743,574403,574500,0.25,AuntNiece
5746,574600,574601,0.5,ParentChild
5746,574600,574602,0.5,ParentChild
5746,574600,574603,0.5,ParentChild
5746,574601,574602,0.5,Gen2Siblings
5746,574601,574603,0.5,Gen2Siblings
5746,574602,574603,0.5,Gen2Siblings
5753,575300,575301,0.5,ParentChild
5753,575300,575302,0.5,ParentChild
5753,575301,575302,0.5,Gen2Siblings
5754,575400,575500,0.5,Gen1Housemates
5756,575600,575601,0.5,ParentChild
5756,575600,575602,0.5,ParentChild
5756,575600,575603,0.5,ParentChild
5756,575601,575602,0.5,Gen2Siblings
5756,575601,575603,0.5,Gen2Siblings
5756,575602,575603,0.5,Gen2Siblings
5758,575800,575900,0.5,Gen1Housemates
5760,576000,576001,0.5,ParentChild
5762,576200,576300,0.5,Gen1Housemates
5762,576200,576400,0.5,Gen1Housemates
5762,576300,576400,0.5,Gen1Housemates
5766,576600,576601,0.5,ParentChild
5766,576600,576602,0.5,ParentChild
5766,576601,576602,0.5,Gen2Siblings
5767,576700,576701,0.5,ParentChild
5767,576700,576702,0.5,ParentChild
5767,576701,576702,0.25,Gen2Siblings
5768,576800,576801,0.5,ParentChild
5768,576800,576802,0.5,ParentChild
5768,576800,576803,0.5,ParentChild
5768,576801,576802,0.5,Gen2Siblings
5768,576801,576803,0.5,Gen2Siblings
5768,576802,576803,0.5,Gen2Siblings
5769,576900,576901,0.5,ParentChild
5769,576900,577000,0.5,Gen1Housemates
5769,576900,577001,0.25,AuntNiece
5769,576900,577002,0.25,AuntNiece
5769,576900,577003,0.25,AuntNiece
5769,576900,577100,0.5,Gen1Housemates
5769,576901,577000,0.25,AuntNiece
5769,576901,577001,0.125,Gen2Cousins
5769,576901,577002,0.125,Gen2Cousins
5769,576901,577003,0.125,Gen2Cousins
5769,576901,577100,0.25,AuntNiece
5769,577000,577001,0.5,ParentChild
5769,577000,577002,0.5,ParentChild
5769,577000,577003,0.5,ParentChild
5769,577000,577100,0.5,Gen1Housemates
5769,577001,577002,0.25,Gen2Siblings
5769,577001,577003,0.25,Gen2Siblings
5769,577001,577100,0.25,AuntNiece
5769,577002,577003,0.5,Gen2Siblings
5769,577002,577100,0.25,AuntNiece
5769,577003,577100,0.25,AuntNiece
5772,577200,577300,0.5,Gen1Housemates
5772,577200,577301,0.25,AuntNiece
5772,577200,577302,0.25,AuntNiece
5772,577200,577303,0.25,AuntNiece
5772,577200,577304,0.25,AuntNiece
5772,577200,577305,0.25,AuntNiece
5772,577200,577400,0.5,Gen1Housemates
5772,577200,577401,0.25,AuntNiece
5772,577200,577402,0.25,AuntNiece
5772,577200,577403,0.25,AuntNiece
5772,577300,577301,0.5,ParentChild
5772,577300,577302,0.5,ParentChild
5772,577300,577303,0.5,ParentChild
5772,577300,577304,0.5,ParentChild
5772,577300,577305,0.5,ParentChild
5772,577300,577400,0.5,Gen1Housemates
5772,577300,577401,0.25,AuntNiece
5772,577300,577402,0.25,AuntNiece
5772,577300,577403,0.25,AuntNiece
5772,577301,577302,0.25,Gen2Siblings
5772,577301,577303,0.25,Gen2Siblings
5772,577301,577304,0.25,Gen2Siblings
5772,577301,577305,0.25,Gen2Siblings
5772,577301,577400,0.25,AuntNiece
5772,577301,577401,0.125,Gen2Cousins
5772,577301,577402,0.125,Gen2Cousins
5772,577301,577403,0.125,Gen2Cousins
5772,577302,577303,0.5,Gen2Siblings
5772,577302,577304,0.25,Gen2Siblings
5772,577302,577305,0.25,Gen2Siblings
5772,577302,577400,0.25,AuntNiece
5772,577302,577401,0.125,Gen2Cousins
5772,577302,577402,0.125,Gen2Cousins
5772,577302,577403,0.125,Gen2Cousins
5772,577303,577304,0.25,Gen2Siblings
5772,577303,577305,0.25,Gen2Siblings
5772,577303,577400,0.25,AuntNiece
5772,577303,577401,0.125,Gen2Cousins
5772,577303,577402,0.125,Gen2Cousins
5772,577303,577403,0.125,Gen2Cousins
5772,577304,577305,0.5,Gen2Siblings
5772,577304,577400,0.25,AuntNiece
5772,577304,577401,0.125,Gen2Cousins
5772,577304,577402,0.125,Gen2Cousins
5772,577304,577403,0.125,Gen2Cousins
5772,577305,577400,0.25,AuntNiece
5772,577305,577401,0.125,Gen2Cousins
5772,577305,577402,0.125,Gen2Cousins
5772,577305,577403,0.125,Gen2Cousins
5772,577400,577401,0.5,ParentChild
5772,577400,577402,0.5,ParentChild
5772,577400,577403,0.5,ParentChild
5772,577401,577402,0.25,Gen2Siblings
5772,577401,577403,0.25,Gen2Siblings
5772,577402,577403,0.5,Gen2Siblings
5776,577600,577700,.,Gen1Housemates
5776,577600,577701,.,AuntNiece
5776,577600,577702,.,AuntNiece
5776,577700,577701,0.5,ParentChild
5776,577700,577702,0.5,ParentChild
5776,577701,577702,0.375,Gen2Siblings
5778,577800,577900,.,Gen1Housemates
5778,577800,578000,.,Gen1Housemates
5778,577800,578001,.,AuntNiece
5778,577800,578002,.,AuntNiece
5778,577800,578003,.,AuntNiece
5778,577800,578100,.,Gen1Housemates
5778,577800,578101,.,AuntNiece
5778,577800,578102,.,AuntNiece
5778,577800,578103,.,AuntNiece
5778,577900,578000,0.5,Gen1Housemates
5778,577900,578001,0.25,AuntNiece
5778,577900,578002,0.25,AuntNiece
5778,577900,578003,0.25,AuntNiece
5778,577900,578100,0.5,Gen1Housemates
5778,577900,578101,0.25,AuntNiece
5778,577900,578102,0.25,AuntNiece
5778,577900,578103,0.25,AuntNiece
5778,578000,578001,0.5,ParentChild
5778,578000,578002,0.5,ParentChild
5778,578000,578003,0.5,ParentChild
5778,578000,578100,0.5,Gen1Housemates
5778,578000,578101,0.25,AuntNiece
5778,578000,578102,0.25,AuntNiece
5778,578000,578103,0.25,AuntNiece
5778,578001,578002,0.5,Gen2Siblings
5778,578001,578003,0.25,Gen2Siblings
5778,578001,578100,0.25,AuntNiece
5778,578001,578101,0.125,Gen2Cousins
5778,578001,578102,0.125,Gen2Cousins
5778,578001,578103,0.125,Gen2Cousins
5778,578002,578003,0.25,Gen2Siblings
5778,578002,578100,0.25,AuntNiece
5778,578002,578101,0.125,Gen2Cousins
5778,578002,578102,0.125,Gen2Cousins
5778,578002,578103,0.125,Gen2Cousins
5778,578003,578100,0.25,AuntNiece
5778,578003,578101,0.125,Gen2Cousins
5778,578003,578102,0.125,Gen2Cousins
5778,578003,578103,0.125,Gen2Cousins
5778,578100,578101,0.5,ParentChild
5778,578100,578102,0.5,ParentChild
5778,578100,578103,0.5,ParentChild
5778,578101,578102,0.25,Gen2Siblings
5778,578101,578103,0.25,Gen2Siblings
5778,578102,578103,0.5,Gen2Siblings
5782,578200,578201,0.5,ParentChild
5782,578200,578202,0.5,ParentChild
5782,578201,578202,0.25,Gen2Siblings
5785,578500,578600,0.5,Gen1Housemates
5788,578800,578900,0.5,Gen1Housemates
5790,579000,579001,0.5,ParentChild
5790,579000,579002,0.5,ParentChild
5790,579000,579100,.,Gen1Housemates
5790,579000,579200,.,Gen1Housemates
5790,579001,579002,0.5,Gen2Siblings
5790,579001,579100,.,AuntNiece
5790,579001,579200,.,AuntNiece
5790,579002,579100,.,AuntNiece
5790,579002,579200,.,AuntNiece
5790,579100,579200,0.25,Gen1Housemates
5793,579300,579301,0.5,ParentChild
5793,579300,579302,0.5,ParentChild
5793,579300,579303,0.5,ParentChild
5793,579300,579304,0.5,ParentChild
5793,579300,579305,0.5,ParentChild
5793,579301,579302,0.5,Gen2Siblings
5793,579301,579303,0.5,Gen2Siblings
5793,579301,579304,0.5,Gen2Siblings
5793,579301,579305,0.5,Gen2Siblings
5793,579302,579303,0.5,Gen2Siblings
5793,579302,579304,0.5,Gen2Siblings
5793,579302,579305,0.5,Gen2Siblings
5793,579303,579304,0.5,Gen2Siblings
5793,579303,579305,0.5,Gen2Siblings
5793,579304,579305,0.5,Gen2Siblings
5796,579600,579601,0.5,ParentChild
5796,579600,579700,0.5,Gen1Housemates
5796,579601,579700,0.25,AuntNiece
5798,579800,579801,0.5,ParentChild
5798,579800,579802,0.5,ParentChild
5798,579800,579803,0.5,ParentChild
5798,579800,579804,0.5,ParentChild
5798,579801,579802,0.5,Gen2Siblings
5798,579801,579803,0.5,Gen2Siblings
5798,579801,579804,0.5,Gen2Siblings
5798,579802,579803,0.5,Gen2Siblings
5798,579802,579804,0.5,Gen2Siblings
5798,579803,579804,0.5,Gen2Siblings
5799,579900,579901,0.5,ParentChild
5799,579900,579902,0.5,ParentChild
5799,579901,579902,0.5,Gen2Siblings
5800,580000,580100,0.5,Gen1Housemates
5800,580000,580101,0.25,AuntNiece
5800,580000,580102,0.25,AuntNiece
5800,580000,580103,0.25,AuntNiece
5800,580100,580101,0.5,ParentChild
5800,580100,580102,0.5,ParentChild
5800,580100,580103,0.5,ParentChild
5800,580101,580102,0.5,Gen2Siblings
5800,580101,580103,0.25,Gen2Siblings
5800,580102,580103,0.25,Gen2Siblings
5802,580200,580201,0.5,ParentChild
5802,580200,580202,0.5,ParentChild
5802,580201,580202,0.5,Gen2Siblings
5803,580300,580301,0.5,ParentChild
5803,580300,580302,0.5,ParentChild
5803,580301,580302,0.5,Gen2Siblings
5805,580500,580501,0.5,ParentChild
5805,580500,580502,0.5,ParentChild
5805,580501,580502,0.5,Gen2Siblings
5806,580600,580601,0.5,ParentChild
5806,580600,580602,0.5,ParentChild
5806,580601,580602,0.25,Gen2Siblings
5809,580900,580901,0.5,ParentChild
5809,580900,580902,0.5,ParentChild
5809,580900,580903,0.5,ParentChild
5809,580901,580902,0.5,Gen2Siblings
5809,580901,580903,0.5,Gen2Siblings
5809,580902,580903,0.5,Gen2Siblings
5810,581000,581100,0.5,Gen1Housemates
5810,581000,581101,0.25,AuntNiece
5810,581100,581101,0.5,ParentChild
5812,581200,581201,0.5,ParentChild
5812,581200,581202,0.5,ParentChild
5812,581201,581202,0.5,Gen2Siblings
5813,581300,581301,0.5,ParentChild
5813,581300,581302,0.5,ParentChild
5813,581300,581303,0.5,ParentChild
5813,581301,581302,0.5,Gen2Siblings
5813,581301,581303,0.5,Gen2Siblings
5813,581302,581303,0.5,Gen2Siblings
5817,581700,581701,0.5,ParentChild
5817,581700,581702,0.5,ParentChild
5817,581701,581702,0.5,Gen2Siblings
5818,581800,581801,0.5,ParentChild
5818,581800,581802,0.5,ParentChild
5818,581801,581802,0.5,Gen2Siblings
5819,581900,581901,0.5,ParentChild
5819,581900,581902,0.5,ParentChild
5819,581901,581902,0.5,Gen2Siblings
5820,582000,582001,0.5,ParentChild
5820,582000,582002,0.5,ParentChild
5820,582000,582003,0.5,ParentChild
5820,582000,582004,0.5,ParentChild
5820,582001,582002,0.5,Gen2Siblings
5820,582001,582003,0.5,Gen2Siblings
5820,582001,582004,0.5,Gen2Siblings
5820,582002,582003,0.5,Gen2Siblings
5820,582002,582004,0.5,Gen2Siblings
5820,582003,582004,0.5,Gen2Siblings
5821,582100,582101,0.5,ParentChild
5821,582100,582102,0.5,ParentChild
5821,582101,582102,0.25,Gen2Siblings
5822,582200,582201,0.5,ParentChild
5822,582200,582202,0.5,ParentChild
5822,582200,582300,0.5,Gen1Housemates
5822,582200,582400,0.5,Gen1Housemates
5822,582201,582202,0.5,Gen2Siblings
5822,582201,582300,0.25,AuntNiece
5822,582201,582400,0.25,AuntNiece
5822,582202,582300,0.25,AuntNiece
5822,582202,582400,0.25,AuntNiece
5822,582300,582400,0.5,Gen1Housemates
5827,582700,582701,0.5,ParentChild
5827,582700,582800,0.5,Gen1Housemates
5827,582701,582800,0.25,AuntNiece
5829,582900,582901,0.5,ParentChild
5833,583300,583301,0.5,ParentChild
5833,583300,583302,0.5,ParentChild
5833,583300,583303,0.5,ParentChild
5833,583301,583302,0.5,Gen2Siblings
5833,583301,583303,0.5,Gen2Siblings
5833,583302,583303,0.5,Gen2Siblings
5834,583400,583401,0.5,ParentChild
5834,583400,583402,0.5,ParentChild
5834,583400,583403,0.5,ParentChild
5834,583401,583402,0.5,Gen2Siblings
5834,583401,583403,0.5,Gen2Siblings
5834,583402,583403,0.5,Gen2Siblings
5835,583500,583501,0.5,ParentChild
5836,583600,583601,0.5,ParentChild
5836,583600,583602,0.5,ParentChild
5836,583600,583603,0.5,ParentChild
5836,583600,583604,0.5,ParentChild
5836,583601,583602,0.5,Gen2Siblings
5836,583601,583603,0.5,Gen2Siblings
5836,583601,583604,0.5,Gen2Siblings
5836,583602,583603,0.5,Gen2Siblings
5836,583602,583604,0.5,Gen2Siblings
5836,583603,583604,0.5,Gen2Siblings
5837,583700,583800,0.5,Gen1Housemates
5839,583900,583901,0.5,ParentChild
5839,583900,583902,0.5,ParentChild
5839,583901,583902,0.5,Gen2Siblings
5840,584000,584001,0.5,ParentChild
5840,584000,584002,0.5,ParentChild
5840,584000,584003,0.5,ParentChild
5840,584000,584004,0.5,ParentChild
5840,584000,584005,0.5,ParentChild
5840,584000,584006,0.5,ParentChild
5840,584001,584002,0.5,Gen2Siblings
5840,584001,584003,0.25,Gen2Siblings
5840,584001,584004,0.5,Gen2Siblings
5840,584001,584005,0.25,Gen2Siblings
5840,584001,584006,0.25,Gen2Siblings
5840,584002,584003,0.25,Gen2Siblings
5840,584002,584004,0.375,Gen2Siblings
5840,584002,584005,0.25,Gen2Siblings
5840,584002,584006,0.25,Gen2Siblings
5840,584003,584004,0.5,Gen2Siblings
5840,584003,584005,0.25,Gen2Siblings
5840,584003,584006,0.25,Gen2Siblings
5840,584004,584005,0.25,Gen2Siblings
5840,584004,584006,0.25,Gen2Siblings
5840,584005,584006,0.5,Gen2Siblings
5841,584100,584101,0.5,ParentChild
5841,584100,584102,0.5,ParentChild
5841,584100,584200,0.5,Gen1Housemates
