"R0000100","R0214700","R0214800","R9908100","R9908200","R9908300","R9908600","R9909700","R9909800","R9910400"
2710,1,2,19,24,39,19,5,1,1
2711,3,1,-998,-998,-998,19,-998,-998,-4
2712,2,2,28,31,32,27,18,1,1
2713,2,1,22,-997,-997,22,5,1,-4
2714,3,1,44,-997,-997,26,212,1,-4
2715,3,1,-998,-998,-998,-999,-998,-998,-4
2716,2,1,16,19,21,-999,-997,-997,-4
2717,2,1,21,23,26,20,18,1,-4
2718,2,1,18,-997,-997,18,7,0,-4
2719,2,2,-998,-998,-998,16,-998,-998,0
2720,2,2,16,18,21,28,154,0,0
2721,3,1,22,25,28,21,18,1,-4
2722,3,2,19,-997,-997,18,11,1,2
2723,3,2,32,32,-996,31,10,1,0
2724,3,1,28,32,37,25,37,1,-4
2725,3,1,24,-997,-997,22,15,1,-4
2726,3,1,24,33,-996,21,44,1,-4
2727,3,2,34,-997,-997,22,143,1,0
2728,3,1,20,24,29,17,44,1,-4
2729,3,2,17,20,36,17,8,1,0
2730,3,2,-998,-998,-998,19,-998,-998,0
2731,3,2,25,28,-996,24,20,1,0
2732,3,1,-998,-998,-998,-999,-998,-998,-4
2733,2,1,30,-997,-997,23,89,1,-4
2734,2,1,19,22,25,21,30,0,-4
2735,2,2,23,-997,-997,19,41,1,0
2736,3,2,16,-997,-997,16,7,1,0
2737,3,2,19,22,26,19,4,1,0
2738,3,2,-998,-998,-998,34,-998,-998,0
2739,3,2,29,32,-996,22,95,1,0
2740,3,2,26,34,-996,23,35,1,0
2741,3,1,20,28,-996,18,17,1,-4
2742,3,2,20,29,-996,19,17,1,0
2743,2,2,19,28,-996,18,10,1,1
2744,3,2,29,-997,-997,27,25,1,0
2745,3,1,31,33,37,23,102,1,-4
2746,3,2,16,22,-996,16,3,1,2
2747,3,1,-998,-998,-998,21,-998,-998,-4
2748,3,2,24,28,-996,21,41,1,0
2749,3,1,-998,-998,-998,-999,-998,-998,-4
2750,2,1,31,32,-996,28,27,1,-4
2751,2,1,23,30,-996,23,5,1,-4
2752,3,2,17,20,25,17,3,1,0
2753,3,2,21,25,-996,19,24,1,1
2754,3,1,-998,-998,-998,-999,-998,-998,-4
2755,3,1,21,26,-996,18,37,1,-4
2756,2,2,-998,-998,-998,-999,-998,-998,0
2757,3,2,17,25,36,16,11,1,0
2758,3,2,17,22,-996,17,2,0,0
2759,3,1,22,32,45,19,42,1,-4
2760,3,1,30,-997,-997,28,28,1,-4
2761,2,1,21,27,30,26,68,0,-4
2762,2,1,21,26,29,23,35,0,-4
2763,2,1,-998,-998,-998,-999,-998,-998,-4
2764,2,1,30,-997,-997,23,78,1,-4
2765,3,1,29,34,-996,-3,-999,-999,-4
2766,3,1,29,-997,-997,24,56,1,-4
2767,3,1,29,35,-996,28,22,1,-4
2768,2,1,24,26,28,27,32,0,-4
2769,2,2,19,20,26,20,11,0,0
2770,2,2,24,31,31,22,26,1,0
2771,2,2,20,26,28,27,89,0,0
2772,2,1,24,24,31,21,27,1,-4
2773,2,1,35,-997,-997,24,136,1,-4
2774,3,1,24,29,-996,21,26,1,-4
2775,3,2,19,28,35,22,32,0,0
2776,3,1,-998,-998,-998,26,-998,-998,-4
2777,3,1,18,25,27,18,3,1,-4
2778,3,2,18,31,33,18,2,1,0
2779,3,1,19,24,-996,18,11,1,-4
2780,3,1,28,33,-996,18,119,1,-4
2781,3,2,20,23,26,18,31,1,0
2782,3,1,20,-997,-997,19,8,1,-4
2783,3,1,21,31,-996,19,29,1,-4
2784,2,2,22,-997,-997,-999,-997,-997,0
2785,3,2,19,-997,-997,19,10,1,0
2786,3,1,24,-997,-997,23,10,1,-4
2787,3,1,24,-997,-997,21,33,1,-4
2788,3,2,-998,-998,-998,18,-998,-998,0
2789,2,2,18,28,28,25,81,0,0
2790,2,2,26,26,-996,-999,-997,-997,1
2791,2,1,26,-997,-997,24,31,1,-4
2792,2,2,20,24,28,22,20,0,0
2793,2,1,19,20,24,22,34,0,-4
2794,2,1,19,21,-996,21,19,0,-4
2795,2,2,16,18,19,18,18,0,0
2796,2,2,16,17,20,-999,-997,-997,0
2797,2,1,20,23,29,23,28,0,-4
2798,2,1,-998,-998,-998,25,-998,-998,-4
2799,2,1,22,23,25,26,48,0,-4
2800,3,1,-998,-998,-998,27,-998,-998,-4
2801,3,1,19,-997,-997,18,13,1,-4
2802,3,1,28,32,-996,23,54,1,-4
2803,2,1,17,30,34,24,82,0,-4
2804,2,2,27,31,-996,22,64,1,0
2805,2,1,22,28,29,25,36,0,-4
2806,3,2,-998,-998,-998,-999,-998,-998,0
2807,3,1,19,23,38,18,11,1,-4
2808,3,2,18,29,34,18,5,1,0
2809,3,2,19,23,-996,19,11,1,0
2810,3,2,34,-997,-997,32,22,1,0
2811,3,1,28,29,-996,24,49,1,-4
2812,3,1,-998,-998,-998,-999,-998,-998,-4
2813,3,1,15,23,27,20,54,0,-4
2814,3,2,25,28,-996,22,41,1,0
2815,3,1,22,25,29,19,38,1,-4
2816,3,1,-998,-998,-998,-999,-998,-998,-4
2817,3,2,16,17,20,15,15,1,0
2818,3,2,22,26,-996,17,56,1,0
2819,3,2,20,23,-996,18,29,1,1
2820,3,1,25,32,-996,19,69,1,-4
2821,3,1,25,29,-996,23,25,1,-4
2822,1,2,15,25,-996,24,104,0,0
2823,3,2,23,26,-996,21,17,1,0
2824,3,2,-998,-998,-998,34,-998,-998,0
2825,3,2,-998,-998,-998,20,-998,-998,0
2826,3,2,29,30,32,27,34,1,1
2827,3,1,-998,-998,-998,-999,-998,-998,-4
2828,3,2,18,20,21,18,2,1,0
2829,3,2,25,26,-996,19,72,1,0
2830,3,1,17,28,-996,23,77,0,-4
2831,3,2,-998,-998,-998,20,-998,-998,0
2832,3,1,-998,-998,-998,-999,-998,-998,-4
2833,3,1,19,21,39,18,5,1,-4
2834,3,2,20,22,41,19,5,1,0
2835,3,2,25,28,-996,24,12,1,0
2836,3,1,23,26,-996,20,44,1,-4
2837,3,1,27,32,37,25,29,1,-4
2838,3,1,-998,-998,-998,33,-998,-998,-4
2839,3,1,-998,-998,-998,34,-998,-998,-4
2840,3,2,-998,-998,-998,28,-998,-998,0
2841,3,2,24,26,29,22,26,1,1
2842,3,1,-998,-998,-998,24,-998,-998,-4
2843,3,2,-998,-998,-998,33,-998,-998,0
2844,3,1,-998,-998,-998,-999,-998,-998,-4
2845,3,1,35,38,42,33,29,1,-4
2846,3,2,-998,-998,-998,34,-998,-998,0
2847,3,2,-998,-998,-998,-999,-998,-998,0
2848,3,2,-998,-998,-998,24,-998,-998,0
2849,3,2,-998,-998,-998,-999,-998,-998,0
2850,3,2,34,36,-996,21,156,1,1
2851,3,1,27,30,36,23,40,1,-4
2852,3,1,-998,-998,-998,-999,-998,-998,-4
2853,3,1,-998,-998,-998,44,-998,-998,-4
2854,3,1,26,-997,-997,23,32,1,-4
2855,3,2,20,22,27,19,17,1,4
2856,3,2,-998,-998,-998,23,-998,-998,0
2857,3,1,25,-997,-997,21,50,1,-4
2858,3,1,30,-997,-997,24,77,1,-4
2859,3,1,-998,-998,-998,-999,-998,-998,-4
2860,3,1,27,30,-996,20,96,1,-4
2861,3,1,30,34,38,27,42,1,-4
2862,3,2,-998,-998,-998,-999,-998,-998,0
2863,3,2,-998,-998,-998,27,-998,-998,0
2864,3,2,39,-997,-997,37,36,1,0
2865,3,2,-998,-998,-998,28,-998,-998,0
2866,3,1,19,21,-996,18,7,1,-4
2867,3,2,-998,-998,-998,21,-998,-998,0
2868,3,1,29,33,-996,24,59,1,-4
2869,3,2,35,-997,-997,27,95,1,0
2870,3,1,20,35,-996,20,3,1,-4
2871,3,1,36,36,38,29,86,1,-4
2872,3,2,-998,-998,-998,40,-998,-998,0
2873,3,1,-998,-998,-998,-999,-998,-998,-4
2874,1,1,18,19,45,-999,-997,-997,-4
2875,3,1,-998,-998,-998,-999,-998,-998,-4
2876,3,1,25,26,46,23,26,1,-4
2877,3,2,32,37,-996,24,87,1,0
2878,1,2,16,19,22,-999,-997,-997,0
2879,3,2,26,33,-996,24,28,1,0
2880,3,2,25,31,-996,25,7,1,0
2881,3,1,-998,-998,-998,24,-998,-998,-4
2882,3,1,-998,-998,-998,30,-998,-998,-4
2883,3,2,29,34,37,26,43,1,0
2884,3,1,46,-997,-997,24,264,1,-4
2885,3,2,25,28,34,17,103,1,1
2886,2,2,17,17,18,18,8,0,0
2887,3,2,32,-997,-997,31,17,1,0
2888,3,1,-998,-998,-998,24,-998,-998,-4
2889,3,2,39,41,-996,25,178,1,0
2890,1,1,22,-997,-997,22,5,1,-4
2891,1,2,-998,-998,-998,-999,-998,-998,-4
2892,3,2,30,32,36,28,18,1,0
2893,3,1,29,31,-996,26,40,1,-4
2894,3,2,35,36,41,26,106,1,0
2895,3,1,37,40,-996,-3,-999,-999,-4
2896,3,1,29,31,-996,25,48,1,-4
2897,3,2,-998,-998,-998,-999,-998,-998,-4
2898,3,1,-998,-998,-998,-999,-998,-998,-4
2899,3,2,-998,-998,-998,-999,-998,-998,0
2900,3,2,29,31,-996,25,58,1,0
2901,3,2,-998,-998,-998,-999,-998,-998,0
2902,3,2,31,36,-996,26,66,1,0
2903,3,1,37,38,-996,32,68,1,-4
2904,3,1,-998,-998,-998,26,-998,-998,-4
2905,3,1,32,34,-996,31,16,1,-4
2906,3,1,-998,-998,-998,-999,-998,-998,-4
2907,3,1,37,40,-996,34,34,1,-4
2908,3,2,30,32,38,28,26,1,3
2909,3,2,25,29,-996,22,44,1,0
2910,3,2,41,42,-996,26,182,1,0
2911,1,2,19,26,30,24,63,0,3
2912,1,1,24,26,36,23,9,1,-4
2913,1,1,21,23,26,24,31,0,-4
2914,2,1,-998,-998,-998,-999,-998,-998,-4
2915,3,1,-998,-998,-998,28,-998,-998,-4
2916,3,1,-998,-998,-998,-999,-998,-998,-4
2917,3,1,-998,-998,-998,30,-998,-998,-4
2918,3,2,28,30,-996,24,48,1,0
2919,3,2,36,-997,-997,27,109,1,2
2920,3,1,33,36,-996,30,37,1,-4
2921,3,1,-998,-998,-998,38,-998,-998,-4
2922,3,1,30,-997,-997,28,22,1,-4
2923,3,1,27,30,-996,24,32,1,-4
2924,3,1,24,27,-996,22,27,1,-4
2925,3,1,-998,-998,-998,24,-998,-998,-4
2926,3,2,28,30,34,22,74,1,-4
2927,3,1,-998,-998,-998,35,-998,-998,-4
2928,3,2,27,29,-996,25,23,1,0
2929,3,2,-998,-998,-998,30,-998,-998,0
2930,3,2,28,-997,-997,23,53,1,0
2931,3,1,22,-997,-997,22,3,1,-4
2932,3,1,-998,-998,-998,21,-998,-998,-4
2933,3,1,-998,-998,-998,-999,-998,-998,-4
2934,3,2,25,26,29,25,3,1,0
2935,3,2,36,38,-996,21,186,1,0
2936,3,2,31,-997,-997,27,44,1,0
2937,3,1,28,30,34,28,6,1,-4
2938,3,2,31,-997,-997,29,28,1,0
2939,3,1,30,32,-996,29,12,1,-4
2940,3,2,-998,-998,-998,35,-998,-998,0
2941,3,1,32,35,-996,30,23,1,-4
2942,2,2,-998,-998,-998,-999,-998,-998,0
2943,3,2,31,32,36,27,49,1,0
2944,2,1,-998,-998,-998,-999,-998,-998,-4
2945,3,1,35,37,47,36,8,0,-4
2946,3,2,29,32,-996,27,25,1,1
2947,3,2,-998,-998,-998,-999,-998,-998,0
2948,3,2,24,26,28,22,24,1,1
2949,3,2,27,28,31,25,31,1,2
2950,3,1,31,33,37,32,1,0,-4
2951,2,1,-998,-998,-998,30,-998,-998,-4
2952,3,2,27,-997,-997,18,111,1,0
2953,3,1,25,27,28,26,1,0,-4
2954,3,1,-998,-998,-998,25,-998,-998,-4
2955,3,2,36,38,-996,30,72,1,0
2956,3,1,33,34,-996,27,73,1,-4
2957,3,1,35,-997,-997,31,55,1,-4
2958,3,1,31,33,39,28,28,1,-4
2959,3,2,33,35,39,30,37,1,2
2960,3,1,-998,-998,-998,-999,-998,-998,-4
2961,3,2,27,28,40,25,19,1,2
2962,3,1,30,32,-996,25,58,1,-4
2963,3,1,-998,-998,-998,-999,-998,-998,-4
2964,3,2,34,42,-996,22,148,1,1
2965,1,1,20,20,30,17,40,1,-4
2966,1,1,20,-997,-997,-3,-999,-999,-4
2967,1,1,-998,-998,-998,-999,-998,-998,-4
2968,1,1,21,27,-996,20,17,1,-4
2969,1,2,21,-997,-997,-999,-997,-997,-4
2970,1,2,23,24,26,-3,-999,-999,0
2971,1,1,-998,-998,-998,-999,-998,-998,-4
2972,3,1,-998,-998,-998,-999,-998,-998,-4
2973,3,1,-3,29,-996,29,-999,-999,-4
2974,3,1,19,22,26,19,2,1,-4
2975,3,1,32,39,-996,28,45,1,-4
2976,3,1,19,27,29,25,72,0,-4
2977,3,1,20,20,-996,-999,-997,-997,-4
2978,3,2,25,29,-996,21,45,1,0
2979,3,2,29,32,37,25,48,1,0
2980,3,1,26,27,30,22,46,1,-4
2981,3,1,-998,-998,-998,-999,-998,-998,-4
2982,3,1,29,-997,-997,27,25,1,-4
2983,3,2,26,31,-996,25,9,1,1
2984,3,1,31,34,-996,29,21,1,-4
2985,3,1,-998,-998,-998,-999,-998,-998,-4
2986,3,1,-998,-998,-998,-999,-998,-998,-4
2987,3,2,-998,-998,-998,35,-998,-998,0
2988,3,1,32,37,-996,27,60,1,-4
2989,3,1,-998,-998,-998,43,-998,-998,-4
2990,3,2,31,35,-996,31,4,1,0
2991,3,2,-998,-998,-998,28,-998,-998,0
2992,3,1,25,28,-996,22,36,1,-4
2993,3,2,22,25,-996,22,7,1,1
2994,3,1,29,31,35,21,90,1,-4
2995,3,2,25,-997,-997,23,26,1,0
2996,3,1,22,38,-996,21,23,1,-4
2997,3,1,31,34,-996,25,71,1,-4
2998,3,1,27,30,-996,22,62,1,-4
2999,3,1,-998,-998,-998,31,-998,-998,-4
3000,3,2,-998,-998,-998,-999,-998,-998,-4
3001,3,2,-998,-998,-998,-999,-998,-998,-4
3002,1,1,18,23,25,-3,-999,-999,-4
3003,2,1,-998,-998,-998,-999,-998,-998,-4
3004,2,2,18,20,27,18,2,0,1
3005,1,1,-998,-998,-998,-999,-998,-998,-4
3006,2,2,-998,-998,-998,21,-998,-998,3
3007,2,2,19,-997,-997,-999,-997,-997,0
3008,2,1,-998,-998,-998,-999,-998,-998,-4
3009,2,2,-998,-998,-998,-999,-998,-998,0
3010,2,2,32,-997,-997,33,5,0,1
3011,3,2,28,31,-996,25,36,1,1
3012,3,2,35,-997,-997,-999,-997,-997,1
3013,3,2,24,27,30,45,249,0,0
3014,1,2,25,-997,-997,43,210,0,2
3015,3,1,31,33,-996,26,62,1,-4
3016,3,1,29,34,-996,27,25,1,-4
3017,3,1,28,32,34,21,78,1,-4
3018,3,1,32,35,37,24,87,1,-4
3019,3,1,-998,-998,-998,-999,-998,-998,-4
3020,3,2,28,-997,-997,24,51,1,0
3021,3,2,17,19,32,16,6,1,0
3022,3,1,-998,-998,-998,-999,-998,-998,-4
3023,3,2,28,31,-996,22,71,1,0
3024,3,1,38,-997,-997,35,36,1,-4
3025,3,2,23,24,-996,21,23,1,1
3026,3,1,-998,-998,-998,-999,-998,-998,-4
3027,2,2,17,22,28,23,72,0,0
3028,2,1,25,27,30,24,17,1,-4
3029,2,1,20,22,-996,22,25,0,-4
3030,2,1,29,31,32,-3,-999,-999,-4
3031,1,1,-998,-998,-998,-999,-998,-998,-4
3032,2,1,30,-997,-997,-999,-997,-997,-4
3033,2,1,31,33,-996,23,88,1,-4
3034,3,2,-998,-998,-998,-999,-998,-998,1
3035,3,2,16,27,28,16,6,1,0
3036,3,2,21,22,-996,20,13,1,0
3037,3,1,23,25,31,22,17,1,-4
3038,3,2,22,23,29,20,25,1,1
3039,3,1,22,25,27,20,23,1,-4
3040,3,2,-998,-998,-998,-999,-998,-998,0
3041,3,2,16,21,29,18,26,0,2
3042,3,2,25,-997,-997,23,28,1,4
3043,3,2,23,35,-996,22,16,1,0
3044,3,1,35,41,-996,26,104,1,-4
3045,3,2,15,16,20,15,3,0,0
3046,2,2,16,16,20,15,16,1,1
3047,3,2,17,18,-996,18,11,0,3
3048,3,2,24,28,-996,-1,-999,-999,1
3049,3,2,25,29,-996,23,25,1,2
3050,3,1,19,21,-996,-3,-999,-999,-4
3051,3,2,16,18,34,16,6,1,0
3052,3,1,19,-997,-997,18,6,1,-4
3053,3,2,20,-997,-997,20,6,1,-4
3054,3,2,28,30,31,26,25,1,0
3055,3,1,28,38,-996,34,71,0,-4
3056,3,1,-998,-998,-998,-999,-998,-998,-4
3057,3,2,18,23,-996,17,4,1,0
3058,3,2,16,19,21,16,5,1,0
3059,3,1,26,28,31,26,5,1,-4
3060,3,1,39,44,-996,36,37,1,-4
3061,3,2,34,-997,-997,31,32,1,0
3062,3,1,-998,-998,-998,33,-998,-998,-4
3063,3,1,27,34,-996,33,74,0,-4
3064,2,2,-998,-998,-998,-999,-998,-998,0
3065,2,2,-998,-998,-998,-999,-998,-998,0
3066,2,2,22,28,-996,30,1,0,0
3067,2,1,-998,-998,-998,-999,-998,-998,-4
3068,2,2,19,23,-996,23,54,0,0
3069,2,2,23,27,-996,-3,-999,-999,0
3070,2,1,17,17,41,-999,-997,-997,-4
3071,2,1,-998,-998,-998,-999,-998,-998,-4
3072,2,1,22,33,-996,-999,-997,-997,-4
3073,2,2,33,38,-996,24,106,1,2
3074,2,2,23,28,32,23,0,1,2
3075,2,2,23,-997,-997,-999,-997,-997,0
3076,2,2,-998,-998,-998,-999,-998,-998,0
3077,2,1,20,24,-996,37,199,0,-4
3078,2,2,21,26,-996,21,6,1,0
3079,3,2,26,-997,-997,20,69,1,0
3080,3,2,27,-997,-997,22,63,1,0
3081,3,2,21,-997,-997,19,31,1,0
3082,3,1,-998,-998,-998,24,-998,-998,-4
3083,3,1,-998,-998,-998,20,-998,-998,-4
3084,3,1,33,37,-996,26,77,1,-4
3085,3,2,33,-997,-997,31,34,1,3
3086,3,1,30,31,33,28,22,1,-4
3087,3,1,25,34,-996,22,35,1,-4
3088,3,1,26,34,-996,27,6,0,-4
3089,3,1,-998,-998,-998,-999,-998,-998,-4
3090,3,2,-998,-998,-998,-999,-998,-998,0
3091,3,2,-998,-998,-998,-999,-998,-998,0
3092,3,1,-998,-998,-998,-999,-998,-998,-4
3093,3,2,27,30,-996,26,7,1,1
3094,3,2,-998,-998,-998,29,-998,-998,0
3095,3,2,18,21,-996,18,8,1,1
3096,3,2,24,27,-996,21,40,1,0
3097,3,1,26,28,31,22,48,1,-4
3098,3,2,26,30,-996,19,81,1,1
3099,3,2,30,34,-996,27,42,1,1
3100,3,1,22,24,-996,21,8,1,-4
3101,3,2,21,22,25,20,6,1,0
3102,3,1,32,33,-996,29,38,1,-4
3103,3,1,23,28,30,21,29,1,-4
3104,3,1,-998,-998,-998,-999,-998,-998,-4
3105,3,2,17,25,-996,17,6,1,0
3106,3,2,37,-997,-997,33,51,1,0
3107,3,2,24,39,-996,23,7,1,0
3108,3,2,22,24,31,21,15,1,0
3109,3,2,36,-997,-997,30,64,1,1
3110,3,2,-998,-998,-998,19,-998,-998,1
3111,3,2,24,28,-996,20,48,1,0
3112,3,2,-998,-998,-998,25,-998,-998,2
3113,3,2,20,22,-996,19,13,1,0
3114,3,1,-998,-998,-998,-999,-998,-998,-4
3115,3,2,35,-997,-997,26,103,1,0
3116,3,1,27,29,-996,23,41,1,-4
3117,3,2,31,36,-996,29,24,1,2
3118,3,2,31,35,-996,21,125,1,0
3119,3,2,40,-997,-997,40,8,0,0
3120,3,2,32,34,-996,28,50,1,0
3121,3,2,21,24,29,20,15,1,0
3122,3,2,24,31,-996,19,59,1,0
3123,3,1,26,-997,-997,23,39,1,-4
3124,3,1,24,25,26,24,6,1,-4
3125,3,1,20,28,33,19,5,1,-4
3126,3,1,23,25,28,22,7,1,-4
3127,3,1,27,29,-996,24,38,1,-4
3128,3,1,23,29,-996,22,14,1,-4
3129,3,2,27,31,-996,24,38,1,2
3130,3,2,32,34,-996,29,35,1,0
3131,3,1,-998,-998,-998,-999,-998,-998,-4
3132,3,1,-998,-998,-998,-999,-998,-998,-4
3133,3,2,-998,-998,-998,24,-998,-998,0
3134,3,2,-998,-998,-998,44,-998,-998,0
3135,3,2,22,26,-996,21,18,1,0
3136,3,1,-998,-998,-998,-999,-998,-998,-4
3137,3,1,33,-997,-997,24,108,1,-4
3138,3,1,37,41,-996,37,5,1,-4
3139,3,1,36,-997,-997,33,33,1,-4
3140,3,1,26,-997,-997,23,34,1,-4
3141,3,1,-998,-998,-998,-999,-998,-998,-4
3142,3,1,28,29,31,26,25,1,-4
3143,3,2,-998,-998,-998,39,-998,-998,0
3144,3,1,-998,-998,-998,-999,-998,-998,-4
3145,3,2,31,33,-996,26,53,1,0
3146,3,2,-998,-998,-998,31,-998,-998,0
3147,3,1,-998,-998,-998,-999,-998,-998,-4
3148,3,2,-998,-998,-998,47,-998,-998,-4
3149,3,1,29,-997,-997,24,67,1,-4
3150,3,2,36,36,-996,33,41,1,0
3151,3,2,23,23,28,21,25,1,0
3152,3,1,33,35,-996,27,80,1,-4
3153,3,2,-998,-998,-998,24,-998,-998,0
3154,3,2,29,31,34,26,33,1,1
3155,3,2,24,27,29,22,33,1,0
3156,3,2,31,35,-996,28,35,1,0
3157,3,2,-998,-998,-998,39,-998,-998,0
3158,3,1,-998,-998,-998,-999,-998,-998,-4
3159,3,1,37,39,-996,37,9,1,-4
3160,3,1,36,-997,-997,35,11,1,-4
3161,3,1,26,-997,-997,37,137,0,-4
3162,3,2,26,30,-996,23,35,1,1
3163,3,2,22,25,29,21,7,1,0
3164,3,2,24,27,-996,23,11,1,0
3165,3,2,32,34,36,31,5,1,1
3166,3,1,38,41,-996,30,105,1,-4
3167,3,2,-998,-998,-998,36,-998,-998,0
3168,3,1,25,35,-996,32,83,0,-4
3169,3,1,32,35,-996,29,32,1,-4
3170,3,1,29,32,-996,25,45,1,-4
3171,3,1,39,-997,-997,36,40,1,-4
3172,3,1,35,39,43,32,37,1,-4
3173,3,1,37,39,45,33,48,1,-4
3174,3,2,-998,-998,-998,23,-998,-998,0
3175,2,2,-998,-998,-998,-999,-998,-998,0
3176,2,2,25,27,-996,23,20,1,0
3177,2,1,30,32,-996,30,5,1,-4
3178,2,2,20,32,-996,19,14,1,2
3179,3,2,32,-997,-997,29,47,1,0
3180,3,1,32,-997,-997,31,13,1,-4
3181,3,1,37,39,-996,34,29,1,-4
3182,3,2,33,41,46,29,47,1,1
3183,3,2,-998,-998,-998,-999,-998,-998,-4
3184,3,2,-998,-998,-998,-999,-998,-998,0
3185,3,2,-998,-998,-998,-999,-998,-998,0
3186,3,1,-998,-998,-998,32,-998,-998,-4
3187,3,1,26,32,34,23,34,1,-4
3188,2,2,23,27,-996,-3,-999,-999,2
3189,2,1,30,33,-996,29,5,1,-4
3190,2,2,17,24,30,29,135,0,0
3191,2,2,-998,-998,-998,-999,-998,-998,2
3192,2,1,-998,-998,-998,-999,-998,-998,-4
3193,3,1,26,32,-996,23,41,1,-4
3194,3,1,19,19,20,19,5,1,-4
3195,3,1,27,34,-996,24,35,1,-4
3196,3,1,-998,-998,-998,46,-998,-998,-4
3197,3,2,22,23,-996,22,5,1,0
3198,3,2,23,24,-996,20,30,1,0
3199,3,2,-998,-998,-998,20,-998,-998,0
3200,3,1,31,37,-996,27,48,1,-4
3201,3,2,19,23,27,18,11,1,0
3202,3,1,23,26,-996,21,17,1,-4
3203,3,1,26,-997,-997,20,80,1,-4
3204,3,2,24,29,-996,18,72,1,0
3205,3,2,-998,-998,-998,40,-998,-998,1
3206,3,2,30,-997,-997,-999,-997,-997,0
3207,3,1,29,31,-996,22,84,1,-4
3208,3,1,26,30,-996,21,69,1,-4
3209,3,2,-998,-998,-998,27,-998,-998,0
3210,3,1,33,-997,-997,28,67,1,-4
3211,3,1,21,-997,-997,21,7,1,-4
3212,3,2,19,-997,-997,18,7,1,0
3213,3,1,23,-997,-997,23,5,1,-4
3214,3,1,32,38,-996,26,72,1,-4
3215,3,1,39,-997,-997,32,86,1,-4
3216,3,1,28,29,-996,23,65,1,-4
3217,3,2,27,-997,-997,21,66,1,0
3218,3,2,-998,-998,-998,24,-998,-998,0
3219,3,1,29,32,-996,26,35,1,-4
3220,3,1,-998,-998,-998,-999,-998,-998,-4
3221,3,2,23,25,-996,18,66,1,2
3222,3,2,25,-997,-997,22,36,1,0
3223,3,2,-998,-998,-998,-999,-998,-998,0
3224,3,1,28,31,34,28,6,1,-4
3225,3,2,22,24,27,21,21,1,1
3226,3,1,-998,-998,-998,27,-998,-998,-4
3227,3,2,-998,-998,-998,24,-998,-998,0
3228,3,1,33,37,-996,28,55,1,-4
3229,3,1,-998,-998,-998,37,-998,-998,-4
3230,3,1,24,-997,-997,23,6,1,-4
3231,3,2,-998,-998,-998,24,-998,-998,1
3232,3,1,28,36,-996,24,50,1,-4
3233,3,2,30,-997,-997,24,70,1,0
3234,3,2,-998,-998,-998,27,-998,-998,0
3235,3,1,21,23,27,20,17,1,-4
3236,3,2,35,-997,-997,35,7,1,0
3237,3,2,21,-997,-997,18,38,1,1
3238,2,2,-998,-998,-998,-999,-998,-998,0
3239,2,1,-998,-998,-998,-999,-998,-998,-4
3240,3,1,-998,-998,-998,25,-998,-998,-4
3241,3,1,-998,-998,-998,-999,-998,-998,-4
3242,3,2,26,29,-996,24,30,1,0
3243,3,2,26,28,31,25,13,1,0
3244,3,2,27,31,-996,23,51,1,0
3245,3,2,35,-997,-997,27,103,1,0
3246,3,1,27,-997,-997,25,30,1,-4
3247,3,1,34,-997,-997,21,151,1,-4
3248,3,2,25,28,-996,22,37,1,0
3249,3,2,-998,-998,-998,26,-998,-998,0
3250,3,2,23,25,30,20,36,1,0
3251,3,1,23,27,28,22,14,1,-4
3252,3,2,19,27,-996,19,1,1,0
3253,3,2,26,-997,-997,21,63,1,0
3254,3,2,26,30,-996,28,26,0,1
3255,3,1,28,-997,-997,27,6,1,-4
3256,3,1,32,36,-996,30,27,1,-4
3257,3,1,-998,-998,-998,42,-998,-998,-4
3258,3,1,23,27,-996,22,4,1,-4
3259,2,2,14,18,19,-999,-997,-997,0
3260,2,2,15,17,-996,-999,-997,-997,0
3261,2,1,20,21,23,-999,-997,-997,-4
3262,3,2,-998,-998,-998,-999,-998,-998,-4
3263,3,1,-998,-998,-998,29,-998,-998,-4
3264,1,1,20,26,30,25,48,0,-4
3265,1,1,26,-997,-997,35,115,0,-4
3266,1,2,-998,-998,-998,-999,-998,-998,0
3267,1,1,-998,-998,-998,-999,-998,-998,-4
3268,1,2,20,22,23,19,10,1,0
3269,1,2,27,-997,-997,-999,-997,-997,1
3270,1,1,-998,-998,-998,28,-998,-998,-4
3271,3,1,20,22,37,39,224,0,-4
3272,3,1,18,23,-996,19,4,0,-4
3273,1,2,22,25,43,-999,-997,-997,0
3274,1,1,23,28,30,20,33,1,-4
3275,3,1,-998,-998,-998,-999,-998,-998,-4
3276,3,2,-998,-998,-998,-999,-998,-998,0
3277,3,1,-998,-998,-998,34,-998,-998,-4
3278,3,2,33,-997,-997,32,16,1,0
3279,3,1,-998,-998,-998,27,-998,-998,-4
3280,3,2,35,36,38,21,170,1,0
3281,1,1,-998,-998,-998,27,-998,-998,-4
3282,1,1,33,33,39,27,70,1,-4
3283,1,1,-998,-998,-998,-999,-998,-998,-4
3284,3,1,-998,-998,-998,27,-998,-998,-4
3285,1,2,-998,-998,-998,-999,-998,-998,0
3286,1,2,27,30,36,22,60,1,0
3287,3,2,19,33,35,19,3,1,2
3288,1,2,18,19,-996,17,7,1,0
3289,3,1,26,28,-996,24,18,1,-4
3290,3,1,28,30,-996,24,49,1,-4
3291,3,2,29,32,-996,27,33,1,0
3292,3,2,34,-997,-997,26,102,1,1
