"R0000100","R0214700","R0214800","R9908100","R9908200","R9908300","R9908600","R9909700","R9909800","R9910400"
6793,1,2,-998,-998,-998,26,-998,-998,1
6794,1,1,21,-997,-997,24,36,0,-4
6795,1,1,28,31,31,-999,-997,-997,-4
6796,1,1,19,21,-996,18,11,1,-4
6797,1,2,15,-997,-997,-999,-997,-997,-4
6798,1,2,-998,-998,-998,-999,-998,-998,-4
6799,2,1,29,-3,-996,-999,-997,-997,-4
6800,1,1,26,31,-996,19,81,1,-4
6801,1,1,-998,-998,-998,-999,-998,-998,-4
6802,2,1,-998,-998,-998,-999,-998,-998,-4
6803,1,1,23,26,27,21,21,1,-4
6804,2,2,-998,-998,-998,14,-998,-998,0
6805,1,1,19,23,27,18,4,1,-4
6806,1,1,21,26,29,20,9,1,-4
6807,1,2,17,22,25,22,62,0,1
6808,1,1,16,23,-996,-999,-997,-997,-4
6809,1,1,28,-997,-997,-999,-997,-997,-4
6810,1,2,19,-997,-997,-999,-997,-997,0
6811,1,1,25,31,-996,20,60,1,-4
6812,1,2,-998,-998,-998,-999,-998,-998,0
6813,2,1,-998,-998,-998,-999,-998,-998,-4
6814,2,2,23,-997,-997,-999,-997,-997,0
6815,1,1,40,42,45,40,5,1,-4
6816,1,2,27,28,-996,23,37,1,0
6817,1,2,30,32,-996,27,43,1,2
6818,1,2,-998,-998,-998,-999,-998,-998,0
6819,2,1,35,-997,-997,-3,-999,-999,-4
6820,1,2,-998,-998,-998,26,-998,-998,1
6821,3,1,-998,-998,-998,-999,-998,-998,-4
6822,3,2,-998,-998,-998,23,-998,-998,0
6823,1,2,-998,-998,-998,-999,-998,-998,0
6824,1,1,21,32,-996,18,27,1,-4
6825,1,2,16,25,-996,17,4,0,3
6826,1,2,33,36,-996,30,38,1,0
6827,3,1,25,-997,-997,24,16,1,-4
6828,1,2,15,16,20,36,259,0,3
6829,1,2,24,28,37,22,21,1,0
6830,3,2,-998,-998,-998,-3,-998,-998,0
6831,3,2,-998,-998,-998,27,-998,-998,0
6832,1,2,22,23,-996,-999,-997,-997,-4
6833,2,1,28,30,-996,-999,-997,-997,-4
6834,2,1,20,-997,-997,-999,-997,-997,-4
6835,1,2,31,-997,-997,25,74,1,1
6836,1,1,-998,-998,-998,-999,-998,-998,-4
6837,2,1,17,23,-996,22,52,0,-4
6838,2,1,36,-997,-997,32,45,1,-4
6839,2,2,28,30,33,27,13,1,0
6840,2,1,18,-997,-997,-999,-997,-997,-4
6841,2,1,-998,-998,-998,-999,-998,-998,-4
6842,2,2,27,30,32,22,50,1,0
6843,2,1,33,38,-996,28,61,1,-4
6844,2,1,-998,-998,-998,40,-998,-998,-4
6845,2,2,21,22,24,20,2,1,0
6846,2,1,-3,-997,-997,-999,-997,-997,-4
6847,2,2,17,20,21,20,45,0,0
6848,1,2,-998,-998,-998,-999,-998,-998,0
6849,2,1,20,22,32,-999,-997,-997,-4
6850,2,1,22,-997,-997,27,65,0,-4
6851,2,1,16,19,24,27,139,0,-4
6852,2,2,39,44,-996,28,133,1,2
6853,2,1,34,-997,-997,32,25,1,-4
6854,2,2,20,20,-996,20,6,0,0
6855,2,2,-998,-998,-998,21,-998,-998,0
6856,1,2,26,30,32,25,6,1,-4
6857,1,1,23,30,36,29,77,0,-4
6858,2,2,15,16,17,16,10,0,0
6859,2,1,34,-997,-997,38,59,0,-4
6860,2,1,26,27,-996,23,37,1,-4
6861,2,1,39,-997,-997,20,229,1,-4
6862,2,2,20,27,31,18,25,1,1
6863,2,1,21,26,29,20,11,1,-4
6864,2,1,23,24,-996,-999,-997,-997,-4
6865,2,1,30,-997,-997,-999,-997,-997,-4
6866,2,2,18,-997,-997,-999,-997,-997,-4
6867,2,1,37,-997,-997,-999,-997,-997,-4
6868,2,1,17,-997,-997,27,112,0,-4
6869,2,2,-998,-998,-998,-3,-998,-998,0
6870,2,2,29,31,-996,30,15,0,0
6871,2,1,-3,-997,-997,-999,-997,-997,-4
6872,2,1,31,-997,-997,-999,-997,-997,-4
6873,2,1,23,27,-996,-3,-999,-999,-4
6874,3,2,-998,-998,-998,20,-998,-998,0
6875,1,2,21,-997,-997,-3,-999,-999,1
6876,2,2,21,25,-996,24,31,0,0
6877,1,2,-998,-998,-998,-999,-998,-998,0
6878,2,1,20,28,39,20,4,1,-4
6879,2,2,-998,-998,-998,-999,-998,-998,0
6880,1,2,31,33,-996,28,27,1,0
6881,2,2,26,34,40,-3,-999,-999,0
6882,2,1,18,28,33,41,265,0,-4
6883,2,1,25,29,34,33,98,0,-4
6884,1,1,23,25,28,23,2,1,-4
6885,1,2,22,30,-996,20,25,1,1
6886,1,1,29,31,-996,24,64,1,-4
6887,1,2,37,-997,-997,41,49,0,0
6888,1,1,29,-997,-997,26,38,1,-4
6889,1,1,-998,-998,-998,37,-998,-998,-4
6890,1,2,19,27,-996,20,15,0,0
6891,1,2,23,27,-996,22,9,1,0
6892,1,1,30,32,43,30,5,1,-4
6893,1,2,-998,-998,-998,-999,-998,-998,0
6894,2,1,29,34,-996,22,79,1,-4
6895,2,2,-998,-998,-998,-999,-998,-998,0
6896,2,1,31,41,43,26,58,1,-4
6897,2,1,25,27,-996,24,23,1,-4
6898,2,1,-998,-998,-998,-999,-998,-998,-4
6899,2,1,15,16,-996,33,217,0,-4
6900,2,1,-998,-998,-998,-999,-998,-998,-4
6901,2,2,28,-997,-997,-999,-997,-997,0
6902,2,1,23,-997,-997,-999,-997,-997,-4
6903,2,1,21,-997,-997,27,71,0,-4
6904,2,1,28,-997,-997,-999,-997,-997,-4
6905,2,2,38,-997,-997,-999,-997,-997,0
6906,2,1,20,23,-996,21,9,0,-4
6907,2,1,23,-997,-997,27,43,0,-4
6908,2,1,20,23,-996,24,51,0,-4
6909,2,1,20,-997,-997,31,136,0,-4
6910,1,1,29,-997,-997,34,60,0,-4
6911,1,1,25,34,38,25,3,1,-4
6912,2,1,-998,-998,-998,36,-998,-998,-4
6913,2,2,29,33,38,30,12,0,2
6914,2,1,34,-997,-997,33,12,1,-4
6915,1,2,42,-997,-997,21,258,1,0
6916,3,2,18,19,21,19,14,0,2
6917,3,2,21,28,-996,21,3,1,0
6918,3,1,25,-997,-997,-999,-997,-997,-4
6919,3,2,22,26,-996,-999,-997,-997,1
6920,3,2,17,19,20,25,95,0,1
6921,3,2,-998,-998,-998,21,-998,-998,0
6922,3,1,-998,-998,-998,-999,-998,-998,-4
6923,3,2,-998,-998,-998,22,-998,-998,0
6924,3,1,22,25,-996,21,20,1,-4
6925,3,2,-998,-998,-998,25,-998,-998,0
6926,3,1,-998,-998,-998,-999,-998,-998,-4
6927,3,1,14,15,19,26,145,0,-4
6928,3,1,16,-997,-997,16,3,1,-4
6929,3,2,-998,-998,-998,26,-998,-998,0
6930,1,2,21,24,28,-999,-997,-997,0
6931,1,2,23,-997,-997,-999,-997,-997,0
6932,2,2,-998,-998,-998,-999,-998,-998,0
6933,2,2,25,-997,-997,-3,-999,-999,0
6934,2,2,-998,-998,-998,-999,-998,-998,0
6935,3,1,21,25,-996,21,7,1,-4
6936,3,2,-998,-998,-998,-999,-998,-998,0
6937,3,2,23,24,-996,22,15,1,1
6938,1,1,28,33,-996,25,41,1,-4
6939,1,2,34,38,-996,32,23,1,1
6940,1,2,28,31,-996,27,13,1,0
6941,1,1,-998,-998,-998,-999,-998,-998,-4
6942,1,1,26,28,-996,25,9,1,-4
6943,3,2,17,19,-996,28,130,0,1
6944,3,2,-998,-998,-998,-999,-998,-998,-4
6945,3,2,23,27,-996,22,15,1,0
6946,2,1,21,-997,-997,20,2,1,-4
6947,2,1,25,38,-996,38,151,0,-4
6948,2,2,22,28,-996,-3,-999,-999,0
6949,2,2,-998,-998,-998,25,-998,-998,0
6950,2,2,19,24,38,21,25,0,1
6951,1,2,28,30,-996,24,47,1,0
6952,2,2,19,22,-996,20,12,0,0
6953,2,2,21,22,27,26,67,0,0
6954,1,1,21,22,-996,20,6,1,-4
6955,1,1,28,31,-996,26,21,1,-4
6956,3,2,22,24,26,20,23,1,0
6957,2,2,28,30,-996,25,33,1,0
6958,1,1,20,21,22,41,247,0,-4
6959,1,1,20,22,27,27,82,0,-4
6960,1,1,19,21,28,18,7,1,-4
6961,2,1,24,28,29,28,47,0,-4
6962,2,2,17,19,20,17,3,0,-4
6963,3,2,18,20,25,-999,-997,-997,3
6964,2,1,23,32,35,25,17,0,-4
6965,3,2,19,20,21,22,35,0,0
6966,2,2,18,28,33,35,201,0,1
6967,2,2,18,22,26,-999,-997,-997,0
6968,2,2,34,-997,-997,23,132,1,0
6969,2,1,21,25,-996,-999,-997,-997,-4
6970,2,2,18,-997,-997,-3,-999,-999,0
6971,2,2,20,26,32,21,8,0,0
6972,2,1,22,26,28,24,24,0,-4
6973,3,2,-998,-998,-998,-999,-998,-998,0
6974,3,1,30,-997,-997,29,6,1,-4
6975,3,1,-998,-998,-998,-999,-998,-998,-4
6976,3,2,-998,-998,-998,32,-998,-998,0
6977,3,2,-998,-998,-998,-999,-998,-998,-4
6978,3,2,-998,-998,-998,23,-998,-998,0
6979,3,2,-998,-998,-998,-999,-998,-998,-4
6980,3,2,-998,-998,-998,23,-998,-998,0
6981,3,2,-998,-998,-998,-999,-998,-998,0
6982,3,2,-998,-998,-998,-999,-998,-998,0
6983,3,2,27,29,-996,27,8,1,0
6984,3,2,-998,-998,-998,30,-998,-998,0
6985,3,2,-998,-998,-998,28,-998,-998,0
6986,3,2,-998,-998,-998,-999,-998,-998,0
6987,3,1,25,27,31,24,15,1,-4
6988,2,1,23,28,32,26,27,0,-4
6989,2,2,20,24,-996,-999,-997,-997,0
6990,2,2,-998,-998,-998,-999,-998,-998,0
6991,2,1,30,30,34,24,64,1,-4
6992,2,2,21,24,27,42,256,0,0
6993,2,1,17,22,27,40,273,0,-4
6994,2,2,17,-997,-997,-999,-997,-997,1
6995,2,2,16,17,18,16,0,1,0
6996,2,1,27,28,32,27,5,1,-4
6997,2,2,-998,-998,-998,-999,-998,-998,4
6998,2,1,43,-997,-997,28,179,1,-4
6999,2,2,-998,-998,-998,-999,-998,-998,2
7000,2,2,24,26,29,-3,-999,-999,0
7001,3,1,23,29,-996,23,5,1,-4
7002,2,2,19,25,27,28,116,0,0
7003,2,1,30,-997,-997,40,122,0,-4
7004,2,1,24,27,31,24,6,1,-4
7005,2,2,-998,-998,-998,33,-998,-998,1
7006,3,2,18,21,24,20,26,0,0
7007,3,1,-998,-998,-998,-999,-998,-998,-4
7008,2,1,23,25,28,-3,-999,-999,-4
7009,2,1,15,17,17,-999,-997,-997,-4
7010,2,1,23,27,42,23,8,0,-4
7011,3,1,-998,-998,-998,27,-998,-998,-4
7012,3,2,19,-997,-997,19,6,1,0
7013,3,1,30,-997,-997,23,86,1,-4
7014,3,1,-998,-998,-998,24,-998,-998,-4
7015,3,2,16,17,21,16,7,1,0
7016,3,2,29,-997,-997,20,99,1,0
7017,3,2,-998,-998,-998,-999,-998,-998,0
7018,1,1,-3,-997,-997,-999,-997,-997,-4
7019,3,2,26,28,-996,26,8,1,0
7020,3,2,23,-997,-997,-999,-997,-997,0
7021,3,2,30,-997,-997,24,65,1,0
7022,3,2,18,20,23,22,44,0,0
7023,3,1,19,26,-996,20,5,0,-4
7024,3,2,-998,-998,-998,24,-998,-998,0
7025,1,1,-998,-998,-998,24,-998,-998,-4
7026,3,1,20,-997,-997,20,4,1,-4
7027,3,1,18,-997,-997,26,96,0,-4
7028,3,2,21,24,-996,-999,-997,-997,0
7029,3,1,-998,-998,-998,-999,-998,-998,-4
7030,3,2,21,-997,-997,-999,-997,-997,0
7031,3,2,19,23,-996,21,25,0,0
7032,3,2,20,-997,-997,21,14,0,0
7033,3,1,23,24,26,23,1,1,-4
7034,3,2,20,23,25,17,36,1,0
7035,3,1,23,25,-996,22,12,1,-4
7036,3,2,-998,-998,-998,-999,-998,-998,0
7037,3,1,23,24,-996,23,1,1,-4
7038,3,2,20,22,-996,18,20,1,0
7039,3,2,21,23,27,23,24,0,0
7040,3,2,-998,-998,-998,-999,-998,-998,0
7041,3,1,19,-997,-997,19,11,1,-4
7042,3,2,17,-997,-997,-3,-999,-999,0
7043,3,1,23,25,-996,20,28,1,-4
7044,3,1,17,19,21,17,7,1,-4
7045,3,2,17,20,21,17,7,1,0
7046,1,2,18,19,24,17,9,1,0
7047,1,1,23,25,30,23,9,1,-4
7048,1,2,40,-997,-997,38,25,1,0
7049,1,2,18,23,37,18,7,1,1
7050,1,2,-998,-998,-998,21,-998,-998,0
7051,3,2,17,-997,-997,19,23,0,0
7052,3,2,20,-997,-997,19,9,1,0
7053,3,2,17,18,19,16,5,1,2
7054,1,2,23,-997,-997,41,214,0,0
7055,3,2,21,-997,-997,20,11,1,0
7056,3,1,-998,-998,-998,24,-998,-998,-4
7057,3,1,26,28,-996,25,13,1,-4
7058,3,2,21,-997,-997,-999,-997,-997,0
7059,3,1,-998,-998,-998,-999,-998,-998,-4
7060,3,1,-998,-998,-998,-999,-998,-998,-4
7061,3,1,-998,-998,-998,26,-998,-998,-4
7062,3,1,24,26,28,25,9,0,-4
7063,3,1,-998,-998,-998,19,-998,-998,-4
7064,2,2,20,32,-996,-999,-997,-997,0
7065,2,2,16,25,25,45,350,0,0
7066,1,2,16,17,19,17,15,0,1
7067,2,2,-998,-998,-998,-999,-998,-998,0
7068,2,1,22,27,28,23,13,0,-4
7069,2,1,-998,-998,-998,-999,-998,-998,-4
7070,2,1,19,21,-996,19,1,0,-4
7071,2,1,27,-997,-997,-999,-997,-997,-4
7072,2,1,27,32,33,24,47,1,-4
7073,2,2,21,26,28,23,24,0,1
7074,2,2,19,27,-996,-999,-997,-997,1
7075,2,2,27,30,-996,25,27,1,0
7076,2,1,-998,-998,-998,24,-998,-998,-4
7077,2,2,21,23,24,32,139,0,0
7078,2,1,19,21,-996,42,269,0,-4
7079,2,1,20,27,-996,23,29,0,-4
7080,2,1,18,23,33,44,309,0,-4
7081,2,2,23,29,-996,23,2,0,1
7082,2,1,24,-997,-997,43,233,0,-4
7083,2,1,15,16,24,22,87,0,-4
7084,2,2,28,29,32,24,40,1,0
7085,2,2,20,21,27,20,6,1,0
7086,2,2,30,31,34,26,48,1,0
7087,2,1,28,-997,-997,-999,-997,-997,-4
7088,2,2,18,21,24,18,3,0,0
7089,2,2,17,20,21,42,297,0,0
7090,2,1,-998,-998,-998,26,-998,-998,-4
7091,2,1,-998,-998,-998,-999,-998,-998,-4
7092,2,2,17,-997,-997,-999,-997,-997,0
7093,2,1,-998,-998,-998,33,-998,-998,-4
7094,2,2,17,22,24,-3,-999,-999,0
7095,2,2,-998,-998,-998,-999,-998,-998,0
7096,2,2,-998,-998,-998,27,-998,-998,0
7097,2,2,16,-997,-997,-3,-999,-999,1
7098,3,2,17,26,-996,17,8,1,0
7099,2,1,34,37,-996,28,66,1,-4
7100,2,1,-998,-998,-998,-999,-998,-998,-4
7101,2,1,22,30,32,24,16,0,-4
7102,2,2,25,26,-996,25,1,0,0
7103,2,1,20,25,-996,24,51,0,-4
7104,2,1,35,39,-996,30,68,1,-4
7105,2,2,21,29,-996,20,13,1,0
7106,2,2,33,-997,-997,31,20,1,0
7107,2,2,-998,-998,-998,-999,-998,-998,0
7108,3,1,-998,-998,-998,-999,-998,-998,-4
7109,3,1,-998,-998,-998,19,-998,-998,-4
7110,3,1,25,-997,-997,-999,-997,-997,-4
7111,3,2,21,21,-996,17,52,1,0
7112,3,1,21,-997,-997,21,2,0,-4
7113,2,1,20,22,25,-999,-997,-997,-4
7114,2,1,43,-997,-997,30,157,1,-4
7115,2,2,20,21,-996,-999,-997,-997,0
7116,2,2,17,21,23,20,36,0,0
7117,2,1,-998,-998,-998,-999,-998,-998,-4
7118,2,2,35,-997,-997,35,7,1,0
7119,2,1,27,-997,-997,26,9,1,-4
7120,2,2,26,-997,-997,-999,-997,-997,0
7121,2,1,-998,-998,-998,32,-998,-998,-4
7122,2,1,23,28,32,24,12,0,-4
7123,2,2,24,25,32,-999,-997,-997,0
7124,2,2,17,27,-996,22,65,0,0
