"","Subject1Tag","Subject2Tag","ExtendedID","R","RelationshipPath","Intell_1","Strength_1","Orientation_1","Intell_2","Strength_2","Orientation_2"
"1039",230600,230700,2306,0.5,1,11.194,-0.485567119,-1,8.791,NA,NA
"1040",230900,231000,2309,NA,1,27.015,0.6871693869,-1,31.605,0.965207941,-1
"1041",231200,231300,2312,NA,1,97.015,NA,NA,49.802,0.6871693869,-1
"1042",231400,231500,2314,NA,1,61.328,0.0094076986,1,4.263,0.965207941,-1
"1043",231800,231900,2318,NA,1,61.993,-0.128161715,0,19.582,-1.041644227,-1
"1044",232200,232300,2322,0.5,1,63.353,0.0094076986,1,39.111,1.0313583431,0
"1045",232600,232700,2326,0.5,1,28.79,-1.379335208,-1,65.774,-1.379335208,0
"1046",232800,232900,2328,0.5,1,86.148,0.0094076986,-1,69.687,0.614300512,0
"1047",233100,233200,2331,NA,1,97.755,1.0313583431,0,71.851,-0.248263425,-1
"1048",233500,233600,2335,0.75,1,69.564,0.4091308328,1,77.766,-0.485567119,1
"1049",233800,233900,2338,0.5,1,78.315,0.965207941,-1,98.849,0.0094076986,1
"1050",234100,234200,2341,0.5,1,78.245,-0.804340534,-1,45.976,NA,NA
"1051",234300,234400,2343,0.5,1,51.182,0.965207941,1,9.97,0.965207941,1
"1052",234800,234900,2348,0.25,1,2.093,-1.379335208,-1,4.375,NA,NA
"1053",235000,235100,2350,0.5,1,44.263,NA,NA,29.414,0.171827139,-1
"1054",235400,235500,2354,0.5,1,12.891,-1.062011658,1,7.025,NA,NA
"1055",235400,235600,2354,0.5,1,12.891,-1.062011658,1,9.737,0.6871693869,-1
"1056",235500,235600,2354,0.5,1,7.025,NA,NA,9.737,0.6871693869,-1
"1057",235700,235800,2357,NA,1,28.15,NA,NA,1.655,NA,NA
"1058",235900,236000,2359,0.5,1,7.5,-0.363882539,-1,43.07,-0.54666941,-1
"1059",235900,236100,2359,0.5,1,7.5,-0.363882539,-1,3.283,0.707536817,-1
"1060",236000,236100,2359,0.5,1,43.07,-0.54666941,-1,3.283,0.707536817,-1
"1061",236900,237000,2369,0.5,1,49.737,0.0094076986,1,58.737,0.6871693869,-1
"1062",236900,237100,2369,0.5,1,49.737,0.0094076986,1,73.239,NA,NA
"1063",237000,237100,2369,0.5,1,58.737,0.6871693869,-1,73.239,NA,NA
"1064",237700,237800,2377,0.5,1,20.582,-1.796393039,0,59.534,NA,NA
"1065",237900,238000,2379,0.5,1,54.611,NA,NA,73.886,0.6871693869,1
"1066",237900,238100,2379,NA,1,54.611,NA,NA,47.888,-1.597721336,-1
"1067",238000,238100,2379,NA,1,73.886,0.6871693869,1,47.888,-1.597721336,-1
"1068",238200,238300,2382,0.5,1,44.078,-0.962277377,0,45.054,-1.379335208,-1
"1069",238200,238400,2382,0.5,1,44.078,-0.962277377,0,32.469,-1.796393039,0
"1070",238300,238400,2382,0.5,1,45.054,-1.379335208,-1,32.469,-1.796393039,0
"1071",238500,238600,2385,0.5,1,65.8,-0.268630856,1,57.65,-0.21981515,0
"1072",238500,238700,2385,0.5,1,65.8,-0.268630856,1,15.697,0.1972426808,0
"1073",238600,238700,2385,0.5,1,57.65,-0.21981515,0,15.697,0.1972426808,0
"1074",239200,239300,2392,0.5,1,17.534,0.1310922787,1,49.268,0.0094076986,1
"1075",239500,239600,2395,0.5,1,2.857,-1.796393039,NA,6.227,-1.179104695,-1
"1076",239500,239700,2395,0.5,1,2.857,-1.796393039,NA,4.622,-0.128161715,0
"1077",239600,239700,2395,0.5,1,6.227,-1.179104695,-1,4.622,-0.128161715,0
"1078",239900,240000,2399,0.5,1,22.029,0.6871693869,-1,83.187,-1.379335208,0
"1079",240100,240200,2401,NA,1,26.892,-0.54666941,-1,55.438,1.0313583431,1
"1080",240300,240400,2403,NA,1,9.333,0.4091308328,-1,34.726,-1.319682781,-1
"1081",240500,240600,2405,NA,1,5.543,0.171827139,-1,6.249,-1.796393039,0
"1082",240800,240900,2408,NA,1,19.348,1.0313583431,-1,52.806,NA,NA
"1083",241100,241200,2411,0.5,1,46.715,NA,NA,35.114,0.1972426808,1
"1084",241300,241400,2413,0.5,1,14.248,-0.54666941,1,20.904,NA,NA
"1085",241600,241700,2416,0.5,1,23.714,0.614300512,1,23.088,0.965207941,1
"1086",241600,241800,2416,NA,1,23.714,0.614300512,1,34.796,0.6871693869,-1
"1087",241700,241800,2416,NA,1,23.088,0.965207941,1,34.796,0.6871693869,-1
"1088",241900,242000,2419,0.25,1,24.569,-1.379335208,-0.5,32.849,0.614300512,-1
"1089",242300,242400,2423,0.5,1,40.135,0.614300512,1,76.175,0.6871693869,1
"1090",242500,242600,2425,0.5,1,7.627,0.4091308328,-1,32.946,-0.54666941,-1
"1091",242500,242700,2425,0.5,1,7.627,0.4091308328,-1,47.464,0.6871693869,-1
"1092",242600,242700,2425,0.5,1,32.946,-0.54666941,-1,47.464,0.6871693869,-1
"1093",242800,242900,2428,NA,1,96.956,NA,NA,90.785,NA,NA
"1094",243100,243200,2431,0.5,1,42.202,NA,NA,75.425,NA,NA
"1095",243100,243300,2431,0.5,1,42.202,NA,NA,78.543,0.6871693869,1
"1096",243200,243300,2431,0.5,1,75.425,NA,NA,78.543,0.6871693869,1
"1097",243600,243700,2436,0.5,1,44.875,0.614300512,0,79.569,-0.54666941,1
"1098",243600,243800,2436,0.5,1,44.875,0.614300512,0,88.511,0.614300512,1
"1099",243700,243800,2436,0.5,1,79.569,-0.54666941,1,88.511,0.614300512,1
"1100",243600,243900,2436,0.25,1,44.875,0.614300512,0,68.273,0.6871693869,1
"1101",243800,243900,2436,0.25,1,88.511,0.614300512,1,68.273,0.6871693869,1
"1102",243700,243900,2436,0.25,1,79.569,-0.54666941,1,68.273,0.6871693869,1
"1103",243700,244000,2436,0.25,1,79.569,-0.54666941,1,58.833,NA,NA
"1104",243600,244000,2436,0.25,1,44.875,0.614300512,0,58.833,NA,NA
"1105",243800,244000,2436,0.25,1,88.511,0.614300512,1,58.833,NA,NA
"1106",243900,244000,2436,0.5,1,68.273,0.6871693869,1,58.833,NA,NA
"1107",244100,244200,2441,NA,1,42.222,-1.409886353,0,45.63,0.965207941,1
"1108",244300,244400,2443,0.5,1,56.491,0.614300512,-1,55.573,0.0094076986,-1
"1109",244600,244700,2446,NA,1,3.106,NA,NA,48.144,0.1972426808,0
"1110",244900,245000,2449,NA,1,15.845,1.0313583431,1,39.399,-0.15871286,-1
"1111",245100,245200,2451,NA,1,57.518,-0.21981515,1,41.091,-1.409886353,0
"1112",245500,245600,2455,NA,1,35.708,NA,NA,28.404,NA,NA
"1113",245900,246000,2459,0.5,1,26.828,-0.268630856,1,38.338,0.6871693869,-1
"1114",246300,246400,2463,0.5,1,94.463,0.2874462527,1,84.734,1.0313583431,0.5
"1115",246300,246500,2463,0.5,1,94.463,0.2874462527,1,95.56,0.2874462527,1
"1116",246400,246500,2463,0.5,1,84.734,1.0313583431,0.5,95.56,0.2874462527,1
"1117",246600,246700,2466,0.5,1,19.489,0.4091308328,-1,58.711,NA,NA
"1118",247000,247100,2470,0.5,1,67.455,0.6871693869,1,38.305,0.227793826,-1
"1119",247400,247500,2474,0.5,1,84.254,0.2874462527,1,74.784,-0.962277377,0
"1120",247400,247600,2474,0.5,1,84.254,0.2874462527,1,8.43,NA,NA
"1121",247500,247600,2474,0.5,1,74.784,-0.962277377,0,8.43,NA,NA
"1122",247800,247900,2478,0.5,1,37.129,-0.268630856,-1,69.48,-1.796393039,0
"1123",247800,248000,2478,0.5,1,37.129,-0.268630856,-1,75.99,0.0094076986,-1
"1124",247900,248000,2478,0.5,1,69.48,-1.796393039,0,75.99,0.0094076986,-1
"1125",248100,248200,2481,NA,1,20.238,-0.545219546,-1,25.665,-1.041644227,-1
"1126",248400,248500,2484,0.5,1,61.373,-0.268630856,-1,25.739,-0.783973103,-1
"1127",248600,248700,2486,0.5,1,28.136,-1.796393039,0,22.216,-1.379335208,0
"1128",248900,249000,2489,0.5,1,57.85,0.6871693869,1,52.356,0.0094076986,1
"1129",248900,249100,2489,0.5,1,57.85,0.6871693869,1,64.709,0.965207941,1
"1130",249000,249100,2489,0.5,1,52.356,0.0094076986,1,64.709,0.965207941,1
"1131",249900,250000,2499,NA,1,NA,NA,NA,34.544,NA,NA
"1132",250200,250300,2502,0.5,1,88.459,0.6871693869,1,72.816,NA,NA
"1133",250800,250900,2508,0.5,1,94.069,-0.21981515,1,84.042,0.965207941,1
"1134",250800,251000,2508,0.5,1,94.069,-0.21981515,1,80.41,0.4091308328,1
"1135",250900,251000,2508,0.5,1,84.042,0.965207941,1,80.41,0.4091308328,1
"1136",251100,251200,2511,0.5,1,78.703,NA,NA,42.884,0.1310922787,-1
"1137",251100,251300,2511,0.5,1,78.703,NA,NA,32.682,0.6871693869,-1
"1138",251200,251300,2511,0.5,1,42.884,0.1310922787,-1,32.682,0.6871693869,-1
"1139",251400,251500,2514,0.5,1,73.711,0.6871693869,-1,76.886,NA,NA
"1140",251600,251700,2516,0.5,1,66.867,0.0094076986,1,76.005,0.965207941,1
"1141",251800,251900,2518,NA,1,81.543,1.0313583431,-1,66.996,NA,NA
"1142",252200,252300,2522,NA,1,50.21,0.6871693869,1,90.558,0.0094076986,1
"1143",252600,252700,2526,0.5,1,58.333,-0.189264005,-1,9.203,-0.962277377,0
"1144",252800,252900,2528,0.5,1,13.091,1.0313583431,0,28.439,-0.992828522,-1
"1145",252800,253000,2528,0.5,1,13.091,1.0313583431,0,18.716,-0.268630856,-1
"1146",252900,253000,2528,0.5,1,28.439,-0.992828522,-1,18.716,-0.268630856,-1
"1147",253100,253200,2531,NA,1,70.955,NA,NA,85.019,NA,NA
"1148",253100,253300,2531,NA,1,70.955,NA,NA,81.045,0.4091308328,1
"1149",253200,253300,2531,NA,1,85.019,NA,NA,81.045,0.4091308328,1
"1150",253500,253600,2535,NA,1,24.83,-0.21981515,-1,30.397,0.0094076986,-1
"1151",253700,253800,2537,0.5,1,35.987,-0.268630856,1,3.243,-0.636872981,0
"1152",253700,253900,2537,0.5,1,35.987,-0.268630856,1,29.224,0.965207941,1
"1153",253800,253900,2537,0.5,1,3.243,-0.636872981,0,29.224,0.965207941,1
"1154",253700,254000,2537,0.5,1,35.987,-0.268630856,1,30.17,NA,NA
"1155",253800,254000,2537,0.5,1,3.243,-0.636872981,0,30.17,NA,NA
"1156",253900,254000,2537,0.5,1,29.224,0.965207941,1,30.17,NA,NA
"1157",254100,254200,2541,0.5,1,98.399,0.0094076986,-1,62.877,-0.248263425,-1
"1158",254300,254400,2543,0.5,1,35.478,-1.319682781,1,38.63,0.614300512,-1
"1159",254900,255000,2549,0.5,1,92.726,-0.268630856,1,65.344,0.614300512,0.5
"1160",254900,255100,2549,0.5,1,92.726,-0.268630856,1,99.523,0.614300512,1
"1161",255000,255100,2549,0.5,1,65.344,0.614300512,0.5,99.523,0.614300512,1
"1162",254900,255200,2549,0.5,1,92.726,-0.268630856,1,86.171,0.965207941,-1
"1163",255000,255200,2549,0.5,1,65.344,0.614300512,0.5,86.171,0.965207941,-1
"1164",255100,255200,2549,0.5,1,99.523,0.614300512,1,86.171,0.965207941,-1
"1165",255300,255400,2553,0.5,1,72.096,-0.824707964,1,39.097,NA,NA
"1166",255600,255700,2556,0.5,1,70.61,-0.54666941,1,93.207,-0.268630856,1
"1167",256300,256400,2563,0.5,1,83.187,NA,NA,30.568,-0.21981515,0
"1168",256300,256500,2563,0.5,1,83.187,NA,NA,97.161,-0.268630856,1
"1169",256400,256500,2563,0.5,1,30.568,-0.21981515,0,97.161,-0.268630856,1
"1170",256800,256900,2568,NA,1,76.751,0.0094076986,1,88.401,-0.248263425,-1
"1171",257000,257100,2570,0.5,1,75.897,0.1972426808,1,90.805,NA,NA
"1172",258000,258100,2580,0.5,1,64.668,0.6871693869,1,42.748,-1.796393039,0
"1173",258200,258300,2582,0.5,1,20.223,-1.319682781,1,52.606,NA,NA
"1174",258200,258400,2582,0.5,1,20.223,-1.319682781,1,10.007,-0.545219546,0
"1175",258300,258400,2582,0.5,1,52.606,NA,NA,10.007,-0.545219546,0
"1176",258500,258600,2585,0.5,1,51.366,-1.379335208,0,42.596,NA,NA
"1177",258800,258900,2588,0.5,1,97.318,0.0094076986,1,94.663,0.965207941,1
"1178",259000,259100,2590,0.5,1,87.121,0.1972426808,-0.5,66.724,-0.268630856,-1
"1179",259000,259200,2590,0.5,1,87.121,0.1972426808,-0.5,43.541,1.0313583431,-1
"1180",259100,259200,2590,0.5,1,66.724,-0.268630856,-1,43.541,1.0313583431,-1
"1181",259500,259600,2595,NA,1,19.489,0.1310922787,1,15.43,0.6871693869,1
"1182",259700,259800,2597,0.5,1,50.916,0.2874462527,1,17.817,-0.763605673,-1
"1183",259900,260000,2599,0.5,1,12.767,0.6871693869,-1,91.908,NA,NA
"1184",260300,260400,2603,0.25,1,86.396,0.2874462527,-1,74.37,NA,NA
"1185",261100,261200,2611,NA,1,71.378,1.0313583431,0,29.62,-0.636872981,0
"1186",261400,261500,2614,0.5,1,23.741,0.965207941,1,76.118,0.0094076986,1
"1187",261600,261700,2616,0.5,1,56.648,0.6871693869,1,2.497,NA,NA
"1188",261800,261900,2618,NA,1,NA,NA,NA,52.931,0.965207941,1
"1189",262000,262100,2620,0.5,1,67.777,0.965207941,1,NA,-0.268630856,1
"1190",262000,262200,2620,0.5,1,67.777,0.965207941,1,93.856,0.4091308328,1
"1191",262100,262200,2620,0.5,1,NA,-0.268630856,1,93.856,0.4091308328,1
"1192",262400,262500,2624,0.5,1,95.078,-0.545219546,0,60.77,0.6716534994,1
"1193",263100,263200,2631,0.5,1,69.118,-0.268630856,-1,47.268,NA,NA
"1194",263700,263800,2637,0.5,1,91.219,0.6871693869,1,61.133,NA,NA
"1195",263900,264000,2639,NA,1,20.581,0.171827139,-1,41.277,-1.379335208,0
"1196",264300,264400,2643,0.5,1,43.783,NA,NA,36.729,NA,NA
"1197",264300,264500,2643,0.5,1,43.783,NA,NA,8.642,-0.545219546,0
"1198",264400,264500,2643,0.5,1,36.729,NA,NA,8.642,-0.545219546,0
"1199",264600,264700,2646,0.5,1,74.779,0.6871693869,-1,47.616,0.965207941,-1
"1200",264600,264800,2646,0.5,1,74.779,0.6871693869,-1,46.315,NA,NA
"1201",264700,264800,2646,0.5,1,47.616,0.965207941,-1,46.315,NA,NA
"1202",264900,265000,2649,0.5,1,98.587,-0.085843985,1,57.532,-0.545219546,0
"1203",264900,265100,2649,0.5,1,98.587,-0.085843985,1,44.873,-1.062011658,-1
"1204",265000,265100,2649,0.5,1,57.532,-0.545219546,0,44.873,-1.062011658,-1
"1205",264900,265200,2649,0.5,1,98.587,-0.085843985,1,53.648,0.614300512,0
"1206",265000,265200,2649,0.5,1,57.532,-0.545219546,0,53.648,0.614300512,0
"1207",265100,265200,2649,0.5,1,44.873,-1.062011658,-1,53.648,0.614300512,0
"1208",265300,265400,2653,0.5,1,4.107,-1.157831463,0,17.893,-1.379335208,0
"1209",265300,265500,2653,0.5,1,4.107,-1.157831463,0,7.355,-1.796393039,0
"1210",265400,265500,2653,0.5,1,17.893,-1.379335208,0,7.355,-1.796393039,0
"1211",265600,265700,2656,0.5,1,24.11,0.6871693869,-1,9.052,NA,NA
"1212",265800,265900,2658,0.5,1,4.014,-0.962277377,NA,13.369,-1.409886353,0
"1213",266100,266200,2661,0.5,1,7.37,-0.21981515,NA,32.449,-1.379335208,0
"1214",266500,266600,2665,0.5,1,21.392,-0.783973103,-1,1.722,-0.126578845,1
"1215",266800,266900,2668,0.5,1,25.561,NA,NA,8.169,-0.15871286,-1
"1216",266800,267000,2668,0.5,1,25.561,NA,NA,30.126,NA,NA
"1217",266900,267000,2668,0.75,1,8.169,-0.15871286,-1,30.126,NA,NA
"1218",267300,267400,2673,0.5,1,3.536,NA,NA,NA,-0.545219546,0
"1219",267300,267500,2673,0.5,1,3.536,NA,NA,16.569,-1.796393039,0
"1220",267400,267500,2673,0.5,1,NA,-0.545219546,0,16.569,-1.796393039,0
"1221",267600,267700,2676,0.5,1,2.64,NA,NA,30.421,0.718201162,NA
"1222",268100,268200,2681,0.5,1,5.686,-1.796393039,0,5.464,0.1310922787,-1
"1223",268100,268300,2681,0.5,1,5.686,-1.796393039,0,1.949,-0.128161715,-1
"1224",268200,268300,2681,0.5,1,5.464,0.1310922787,-1,1.949,-0.128161715,-1
"1225",268500,268600,2685,NA,1,87.232,-0.54666941,-1,96.006,NA,NA
"1226",268700,268800,2687,0.5,1,34.539,-0.962277377,0,74.478,0.6871693869,1
"1227",269200,269300,2692,0.5,1,13.303,0.4091308328,-1,11.426,-0.128161715,NA
"1228",269200,269400,2692,0.5,1,13.303,0.4091308328,-1,57.714,0.965207941,-1
"1229",269300,269400,2692,0.5,1,11.426,-0.128161715,NA,57.714,0.965207941,-1
"1230",269500,269600,2695,0.5,1,63.262,0.1972426808,NA,47.892,0.2874462527,-1
"1231",269800,269900,2698,0.5,1,2.09,-0.268630856,1,7.961,0.6448516572,0
"1232",269800,270000,2698,0.5,1,2.09,-0.268630856,1,2.758,-0.21981515,0
"1233",269900,270000,2698,0.5,1,7.961,0.6448516572,0,2.758,-0.21981515,0
"1234",270100,270200,2701,0.5,1,25.652,-0.21981515,1,73.187,0.6871693869,1
"1235",270100,270300,2701,0.5,1,25.652,-0.21981515,1,56.056,NA,NA
"1236",270200,270300,2701,0.5,1,73.187,0.6871693869,1,56.056,NA,NA
"1237",270100,270400,2701,0.5,1,25.652,-0.21981515,1,43.536,-1.041644227,1
"1238",270200,270400,2701,0.5,1,73.187,0.6871693869,1,43.536,-1.041644227,1
"1239",270300,270400,2701,0.5,1,56.056,NA,NA,43.536,-1.041644227,1
"1240",270600,270700,2706,0.5,1,22.776,-1.319682781,-1,12.32,-0.485567119,1
"1241",270800,270900,2708,0.5,1,13.404,-0.085843985,-1,34.134,-1.796393039,0
"1242",270800,271000,2708,0.5,1,13.404,-0.085843985,-1,6.748,-1.062011658,-1
"1243",270900,271000,2708,0.5,1,34.134,-1.796393039,0,6.748,-1.062011658,-1
"1244",271700,271800,2717,0.5,1,10.936,-1.062011658,-1,14.082,-0.21981515,0
"1245",271900,272000,2719,NA,1,8.366,0.1972426808,-1,1.872,-0.54666941,-1
"1246",272100,272200,2721,0.5,1,3.167,-0.128161715,-1,17.373,-0.505934549,1
"1247",273300,273400,2733,0.5,1,3.877,0.171827139,-1,18.418,0.6871693869,-1
"1248",273300,273500,2733,0.5,1,3.877,0.171827139,-1,13.939,0.1972426808,0
"1249",273400,273500,2733,0.5,1,18.418,0.6871693869,-1,13.939,0.1972426808,0
"1250",273600,273700,2736,0.5,1,62.998,-1.041644227,-1,76.513,0.614300512,-0.5
"1251",273800,273900,2738,0.5,1,46.571,0.4091308328,1,82.385,0.614300512,0
"1252",273800,274000,2738,0.5,1,46.571,0.4091308328,1,67.494,-0.21981515,-0.5
"1253",273900,274000,2738,0.5,1,82.385,0.614300512,0,67.494,-0.21981515,-0.5
"1254",274100,274200,2741,NA,1,50.562,-0.085843985,-1,66.725,-0.54666941,-1
"1255",274400,274500,2744,0.5,1,37.729,0.1972426808,0,52.01,-1.319682781,-1
"1256",275000,275100,2750,NA,1,18.88,0.4294982629,-1,17.588,NA,NA
"1257",276100,276200,2761,0.5,1,16.131,-0.21981515,0,16.944,0.4091308328,-1
"1258",276300,276400,2763,NA,1,10.405,NA,NA,12.958,-1.796393039,0
"1259",276600,276700,2766,0.5,1,71.977,-0.363882539,1,8.889,0.1972426808,1
"1260",276800,276900,2768,0.5,1,14.687,-0.641921093,-1,7.241,0.227793826,0
"1261",277000,277100,2770,0.5,1,62.129,0.4091308328,-1,30.365,-0.268630856,1
"1262",277000,277200,2770,0.5,1,62.129,0.4091308328,-1,16.598,0.965207941,-1
"1263",277100,277200,2770,0.5,1,30.365,-0.268630856,1,16.598,0.965207941,-1
"1264",277400,277500,2774,0.5,1,68.644,0.0094076986,1,76.999,0.965207941,1
"1265",277400,277600,2774,0.5,1,68.644,0.0094076986,1,84.667,-0.992828522,0
"1266",277500,277600,2774,0.5,1,76.999,0.965207941,1,84.667,-0.992828522,0
"1267",277700,277800,2777,NA,1,16.675,-0.545219546,0,6.881,-1.796393039,NA
"1268",278500,278600,2785,0.5,1,37.739,0.6871693869,1,0.711,0.965207941,1
"1269",278900,279000,2789,NA,1,20.296,NA,NA,NA,0.965207941,-1
"1270",278900,279100,2789,NA,1,20.296,NA,NA,23.558,1.0313583431,0
"1271",279000,279100,2789,NA,1,NA,0.965207941,-1,23.558,1.0313583431,0
"1272",279200,279300,2792,0.5,1,4.728,-1.379335208,0,8.78,NA,NA
"1273",279200,279400,2792,0.5,1,4.728,-1.379335208,0,5.211,-1.379335208,0
"1274",279300,279400,2792,0.5,1,8.78,NA,NA,5.211,-1.379335208,0
"1275",279500,279600,2795,0.5,1,4.002,-0.21981515,NA,8.31,NA,NA
"1276",279500,279700,2795,0.5,1,4.002,-0.21981515,NA,4.598,0.965207941,-1
"1277",279600,279700,2795,0.5,1,8.31,NA,NA,4.598,0.965207941,-1
"1278",279800,279900,2798,NA,1,9.809,-0.21981515,1,4.999,NA,NA
"1279",280100,280200,2801,0.5,1,90.597,0.1972426808,0,65.61,0.4091308328,-1
"1280",280300,280400,2803,0.5,1,18.985,0.965207941,-1,32.049,-0.763605673,-1
"1281",280900,281000,2809,0.5,1,86.026,0.965207941,1,49.671,-0.268630856,1
"1282",280900,281100,2809,0.5,1,86.026,0.965207941,1,24.308,0.6871693869,1
"1283",281000,281100,2809,0.5,1,49.671,-0.268630856,1,24.308,0.6871693869,1
"1284",280900,281200,2809,0.5,1,86.026,0.965207941,1,14.151,NA,NA
"1285",281000,281200,2809,0.5,1,49.671,-0.268630856,1,14.151,NA,NA
"1286",281100,281200,2809,0.5,1,24.308,0.6871693869,1,14.151,NA,NA
"1287",281300,281400,2813,0.5,1,86.52,0.4294982629,1,71.795,-0.763605673,1
"1288",281300,281500,2813,0.5,1,86.52,0.4294982629,1,53.908,-0.526301979,-1
"1289",281400,281500,2813,0.5,1,71.795,-0.763605673,1,53.908,-0.526301979,-1
"1290",282000,282100,2820,0.5,1,28.29,NA,NA,79.618,-0.763605673,1
"1291",282300,282400,2823,0.5,1,62.369,0.1972426808,0,45.396,NA,NA
"1292",282300,282500,2823,0.5,1,62.369,0.1972426808,0,36.159,NA,NA
"1293",282400,282500,2823,0.75,1,45.396,NA,NA,36.159,NA,NA
"1294",282800,282900,2828,0.5,1,18.908,-1.379335208,0,4.517,0.965207941,1
"1295",283300,283400,2833,NA,1,69.924,NA,NA,63.797,NA,NA
"1296",283500,283600,2835,NA,1,33.755,NA,NA,44.916,NA,NA
"1297",283900,284000,2839,0.5,1,73.761,0.1972426808,1,95.131,-0.526301979,-1
"1298",284500,284600,2845,0.5,1,100,0.6871693869,-1,98.767,NA,NA
"1299",284500,284700,2845,0.5,1,100,0.6871693869,-1,99.445,0.614300512,-1
"1300",284600,284700,2845,0.75,1,98.767,NA,NA,99.445,0.614300512,-1
"1301",284800,284900,2848,0.5,1,97.137,0.614300512,-1,91.68,-0.268630856,-1
"1302",285000,285100,2850,0.5,1,98.492,0.0094076986,-1,96.763,-0.248263425,-1
"1303",285400,285500,2854,0.5,1,71.491,0.2874462527,1,58.761,-1.041644227,-1
"1304",285600,285700,2856,0.5,1,56.854,-0.545219546,0,32.422,NA,NA
"1305",285600,285800,2856,0.5,1,56.854,-0.545219546,0,84.767,1.0313583431,0
"1306",285700,285800,2856,0.5,1,32.422,NA,NA,84.767,1.0313583431,0
"1307",285900,286000,2859,NA,1,90.096,NA,NA,84.78,NA,NA
"1308",286200,286300,2862,0.5,1,58.954,NA,NA,41.306,0.614300512,0
"1309",286400,286500,2864,0.5,1,32.795,0.227793826,1,14.338,-1.379335208,0
"1310",286400,286600,2864,0.5,1,32.795,0.227793826,1,57.774,1.0313583431,1
"1311",286500,286600,2864,0.5,1,14.338,-1.379335208,0,57.774,1.0313583431,1
"1312",286400,286700,2864,0.5,1,32.795,0.227793826,1,27.951,0.1972426808,0
"1313",286500,286700,2864,0.5,1,14.338,-1.379335208,0,27.951,0.1972426808,0
"1314",286600,286700,2864,0.5,1,57.774,1.0313583431,1,27.951,0.1972426808,0
"1315",286800,286900,2868,0.5,1,56.211,0.1972426808,1,61.979,NA,NA
"1316",286800,287000,2868,0.5,1,56.211,0.1972426808,1,74.671,-0.268630856,1
"1317",286900,287000,2868,0.5,1,61.979,NA,NA,74.671,-0.268630856,1
"1318",286800,287100,2868,0.5,1,56.211,0.1972426808,1,56.887,0.4091308328,-1
"1319",286900,287100,2868,0.5,1,61.979,NA,NA,56.887,0.4091308328,-1
"1320",287000,287100,2868,0.5,1,74.671,-0.268630856,1,56.887,0.4091308328,-1
"1321",287200,287300,2872,0.5,1,92.257,0.6871693869,1,99.157,0.0094076986,1
"1322",287900,288000,2879,0.5,1,27.641,-0.21981515,NA,42.864,-0.962277377,0
"1323",287900,288100,2879,0.5,1,27.641,-0.21981515,NA,40.672,NA,NA
"1324",288000,288100,2879,0.5,1,42.864,-0.962277377,0,40.672,NA,NA
"1325",288200,288300,2882,NA,1,18.286,-1.379335208,0,78.966,NA,NA
"1326",288200,288400,2882,NA,1,18.286,-1.379335208,0,42.648,1.0313583431,0
"1327",288300,288400,2882,0.5,1,78.966,NA,NA,42.648,1.0313583431,0
"1328",288700,288800,2887,NA,1,42.708,NA,NA,55.411,NA,NA
"1329",289000,289100,2890,NA,1,57.082,NA,NA,14.598,NA,NA
"1330",289400,289500,2894,0.5,1,94.588,-0.54666941,1,81.941,-0.268630856,1
"1331",289400,289600,2894,0.5,1,94.588,-0.54666941,1,85.579,1.0313583431,1
"1332",289500,289600,2894,0.5,1,81.941,-0.268630856,1,85.579,1.0313583431,1
"1333",290100,290200,2901,0.5,1,98.23,NA,NA,98.731,0.6871693869,-1
"1334",290100,290300,2901,0.5,1,98.23,NA,NA,90.931,0.2874462527,-1
"1335",290200,290300,2901,0.5,1,98.731,0.6871693869,-1,90.931,0.2874462527,-1
"1336",290500,290600,2905,0.5,1,82.751,0.2874462527,1,84.155,0.965207941,-1
"1337",290700,290800,2907,0.5,1,82.82,NA,NA,91.836,1.0313583431,1
"1338",290700,290900,2907,0.5,1,82.82,NA,NA,96.535,0.227793826,1
"1339",290800,290900,2907,0.5,1,91.836,1.0313583431,1,96.535,0.227793826,1
"1340",291100,291200,2911,0.5,1,4.106,0.4091308328,-1,36.386,-0.085843985,-1
"1341",291100,291300,2911,0.5,1,4.106,0.4091308328,-1,12.978,0.4091308328,-1
"1342",291200,291300,2911,0.5,1,36.386,-0.085843985,-1,12.978,0.4091308328,-1
"1343",291800,291900,2918,0.5,1,53.239,0.614300512,0,18.256,0.1972426808,-1
"1344",291800,292000,2918,0.5,1,53.239,0.614300512,0,52.232,0.1310922787,-1
"1345",291900,292000,2918,0.5,1,18.256,0.1972426808,-1,52.232,0.1310922787,-1
"1346",291800,292100,2918,0.5,1,53.239,0.614300512,0,39.227,-0.085843985,1
"1347",291900,292100,2918,0.5,1,18.256,0.1972426808,-1,39.227,-0.085843985,1
"1348",292000,292100,2918,0.5,1,52.232,0.1310922787,-1,39.227,-0.085843985,1
"1349",292300,292400,2923,0.5,1,57.962,-1.041644227,1,57.653,NA,NA
"1350",292500,292600,2925,NA,1,98.916,NA,NA,93.305,NA,NA
"1351",292500,292700,2925,NA,1,98.916,NA,NA,88.659,NA,NA
"1352",292600,292700,2925,NA,1,93.305,NA,NA,88.659,NA,NA
"1353",293000,293100,2930,NA,1,70.097,-0.21981515,0,NA,NA,NA
"1354",293200,293300,2932,0.5,1,1.11,NA,NA,3.573,-1.600838954,NA
"1355",293200,293400,2932,0.5,1,1.11,NA,NA,18.123,NA,NA
