"","Subject1Tag","Subject2Tag","ExtendedID","R","RelationshipPath","Intell_1","Strength_1","Orientation_1","Intell_2","Strength_2","Orientation_2"
"4528",953700,953800,9537,0.5,1,4.809,-0.404617399,-1,5.856,-0.15871286,0
"4529",953700,953900,9537,0.5,1,4.809,-0.404617399,-1,0.115,-0.363882539,-1
"4530",953800,953900,9537,0.5,1,5.856,-0.15871286,0,0.115,-0.363882539,-1
"4531",954000,954100,9540,0.5,1,34.599,0.965207941,-1,30.795,-1.062011658,-1
"4532",954300,954400,9543,0.5,1,76.66,-1.379335208,0,64.141,0.6871693869,-1
"4533",954700,954800,9547,0.5,1,16.22,NA,NA,29.033,0.1310922787,-1
"4534",955000,955100,9550,0.5,1,33.099,-0.085843985,-1,40.534,NA,NA
"4535",955200,955300,9552,0.5,1,19.746,0.1921945691,-1,12.281,-0.146946275,-1
"4536",955400,955500,9554,NA,1,19.242,0.4091308328,-1,27.231,-0.363882539,-1
"4537",955700,955800,9557,0.5,1,12.792,-0.21981515,0,1.216,0.965207941,-1
"4538",955700,955900,9557,0.5,1,12.792,-0.21981515,0,2.371,0.4091308328,-1
"4539",955800,955900,9557,0.5,1,1.216,0.965207941,-1,2.371,0.4091308328,-1
"4540",955800,956000,9557,0.5,1,1.216,0.965207941,-1,35.894,0.1972426808,-1
"4541",955900,956000,9557,0.5,1,2.371,0.4091308328,-1,35.894,0.1972426808,-1
"4542",955700,956000,9557,0.5,1,12.792,-0.21981515,0,35.894,0.1972426808,-1
"4543",956200,956300,9562,NA,1,94.731,NA,NA,95.064,NA,NA
"4544",956300,956400,9562,NA,1,95.064,NA,NA,99.878,NA,NA
"4545",956200,956400,9562,0.75,1,94.731,NA,NA,99.878,NA,NA
"4546",956800,956900,9568,0.5,1,36.031,0.0094076986,-1,18.582,0.2583449713,0
"4547",957100,957200,9571,NA,1,NA,NA,NA,54.672,0.6871693869,-1
"4548",957800,957900,9578,0.5,1,47.674,-0.106211415,-1,37.621,0.4091308328,-1
"4549",957800,958000,9578,0.5,1,47.674,-0.106211415,-1,54.916,0.1972426808,0
"4550",957900,958000,9578,0.5,1,37.621,0.4091308328,-1,54.916,0.1972426808,0
"4551",959200,959300,9592,NA,1,63.865,NA,NA,84.387,NA,NA
"4552",959300,959400,9592,NA,1,84.387,NA,NA,61.202,NA,NA
"4553",959200,959400,9592,0.75,1,63.865,NA,NA,61.202,NA,NA
"4554",960000,960100,9600,NA,1,6.316,NA,NA,10.717,NA,NA
"4555",960000,960200,9600,NA,1,6.316,NA,NA,4.134,NA,NA
"4556",960100,960200,9600,NA,1,10.717,NA,NA,4.134,NA,NA
"4557",960500,960600,9605,0.5,1,14.241,0.965207941,-1,38.695,NA,NA
"4558",960600,960700,9605,0.5,1,38.695,NA,NA,57.216,0.614300512,0
"4559",960500,960700,9605,0.5,1,14.241,0.965207941,-1,57.216,0.614300512,0
"4560",961200,961300,9612,NA,1,16.143,NA,NA,20.368,NA,NA
"4561",961200,961400,9612,NA,1,16.143,NA,NA,12.912,NA,NA
"4562",961300,961400,9612,NA,1,20.368,NA,NA,12.912,NA,NA
"4563",962500,962600,9625,NA,1,46.61,NA,NA,26.834,NA,NA
"4564",962700,962800,9627,0.5,1,49.875,0.1972426808,-0.5,0.192,-0.106211415,-1
"4565",962900,963000,9629,NA,1,27.072,NA,NA,42.592,NA,NA
"4566",963400,963500,9634,0.5,1,41.184,-1.796393039,0,88.889,-1.379335208,0
"4567",963700,963800,9637,0.5,1,20.084,0.2874462527,1,63.977,0.614300512,1
"4568",963700,963900,9637,0.5,1,20.084,0.2874462527,1,7.432,-0.962277377,0
"4569",963800,963900,9637,0.5,1,63.977,0.614300512,1,7.432,-0.962277377,0
"4570",964100,964200,9641,0.5,1,54.165,0.1972426808,0,84.3,NA,NA
"4571",964400,964500,9644,0.5,1,26.249,0.0094076986,-1,NA,0.0094076986,1
"4572",964500,964600,9644,0.5,1,NA,0.0094076986,1,52.329,0.6871693869,1
"4573",964400,964600,9644,0.5,1,26.249,0.0094076986,-1,52.329,0.6871693869,1
"4574",964900,965000,9649,NA,1,20.031,NA,NA,24.989,NA,NA
"4575",965200,965300,9652,NA,1,20.597,NA,NA,37.344,NA,NA
"4576",965700,965800,9657,NA,1,40.469,NA,NA,88.692,NA,NA
"4577",966000,966100,9660,0.5,1,46.917,0.6871693869,1,51.764,0.0094076986,1
"4578",966500,966600,9665,0.5,1,28.498,0.6871693869,-1,44.676,NA,NA
"4579",966700,966800,9667,0.5,1,100,0.965207941,1,NA,-0.128161715,1
"4580",967300,967400,9673,0.25,1,20.692,0.6871693869,-1,NA,0.6871693869,-1
"4581",968000,968100,9680,0.5,1,2.388,-1.796393039,0,2.064,-0.21981515,-1
"4582",968200,968300,9682,0.5,1,40.253,-0.268630856,-1,24.867,-1.379335208,-1
"4583",968200,968400,9682,0.5,1,40.253,-0.268630856,-1,24.094,0.965207941,-1
"4584",968300,968400,9682,0.5,1,24.867,-1.379335208,-1,24.094,0.965207941,-1
"4585",968300,968500,9682,0.5,1,24.867,-1.379335208,-1,1.391,0.6871693869,-1
"4586",968400,968500,9682,0.5,1,24.094,0.965207941,-1,1.391,0.6871693869,-1
"4587",968200,968500,9682,0.5,1,40.253,-0.268630856,-1,1.391,0.6871693869,-1
"4588",968900,969000,9689,NA,1,11.794,NA,NA,58.941,NA,NA
"4589",969400,969500,9694,NA,1,94.377,NA,NA,98.203,NA,NA
"4590",969400,969600,9694,NA,1,94.377,NA,NA,99.812,NA,NA
"4591",969500,969600,9694,NA,1,98.203,NA,NA,99.812,NA,NA
"4592",970400,970500,9704,NA,1,62.764,NA,NA,NA,NA,NA
"4593",970600,970700,9706,0.5,1,69.978,0.707536817,-1,35.834,0.4091308328,-1
"4594",971400,971500,9714,NA,1,77.453,NA,NA,76.722,NA,NA
"4595",971400,971600,9714,NA,1,77.453,NA,NA,96.99,NA,NA
"4596",971500,971600,9714,0.75,1,76.722,NA,NA,96.99,NA,NA
"4597",971500,971700,9714,NA,1,76.722,NA,NA,85.724,NA,NA
"4598",971600,971700,9714,NA,1,96.99,NA,NA,85.724,NA,NA
"4599",971400,971700,9714,NA,1,77.453,NA,NA,85.724,NA,NA
"4600",972000,972100,9720,NA,1,40.289,NA,NA,37.876,NA,NA
"4601",972300,972400,9723,NA,1,100,NA,NA,97.52,NA,NA
"4602",972500,972600,9725,NA,1,80.758,NA,NA,91.265,NA,NA
"4603",973000,973100,9730,NA,1,33.717,NA,NA,4.928,NA,NA
"4604",973000,973200,9730,NA,1,33.717,NA,NA,60.915,NA,NA
"4605",973100,973200,9730,NA,1,4.928,NA,NA,60.915,NA,NA
"4606",973400,973500,9734,NA,1,76.908,NA,NA,84.09,NA,NA
"4607",973700,973800,9737,0.75,1,97.509,NA,NA,96.139,NA,NA
"4608",973900,974000,9739,NA,1,99.224,NA,NA,13.723,NA,NA
"4609",974200,974300,9742,NA,1,79.759,NA,NA,89.183,NA,NA
"4610",974400,974500,9744,NA,1,57.183,NA,NA,79.165,NA,NA
"4611",975700,975800,9757,0.5,1,5.797,0.6871693869,-1,13.246,0.6871693869,-1
"4612",976000,976100,9760,0.25,1,9.714,0.2874462527,-1,57.841,-0.763605673,1
"4613",976400,976500,9764,0.5,1,26.672,0.6871693869,-1,21.655,NA,NA
"4614",976600,976700,9766,NA,1,20.838,0.965207941,-1,7.618,-0.363882539,-1
"4615",977200,977300,9772,NA,1,71.954,-1.379335208,0,13.651,NA,NA
"4616",977600,977700,9776,0.5,1,14.556,0.965207941,-1,87.993,0.965207941,-1
"4617",978300,978400,9783,0.5,1,91.677,NA,NA,53.239,-0.248263425,1
"4618",978900,979000,9789,0.5,1,61.388,0.614300512,0,23.728,0.1972426808,-1
"4619",979500,979600,9795,NA,1,32.539,NA,NA,59.808,NA,NA
"4620",979800,979900,9798,NA,1,26.337,NA,NA,49.608,NA,NA
"4621",980400,980500,9804,NA,1,NA,NA,NA,9.52,NA,NA
"4622",980800,980900,9808,NA,1,38.963,NA,NA,13.71,-0.21981515,0
"4623",981100,981200,9811,0.25,1,11.406,-0.824707964,-1,1.936,-0.21981515,0
"4624",981100,981300,9811,0.25,1,11.406,-0.824707964,-1,14.117,-0.54666941,-1
"4625",981200,981300,9811,0.25,1,1.936,-0.21981515,0,14.117,-0.54666941,-1
"4626",981100,981400,9811,0.25,1,11.406,-0.824707964,-1,12.916,-0.085843985,-1
"4627",981200,981400,9811,0.25,1,1.936,-0.21981515,0,12.916,-0.085843985,-1
"4628",981300,981400,9811,0.5,1,14.117,-0.54666941,-1,12.916,-0.085843985,-1
"4629",981500,981600,9815,0.5,1,9.963,-1.796393039,0,3.57,-1.409886353,0
"4630",981600,981700,9815,0.5,1,3.57,-1.409886353,0,13.068,-0.992828522,NA
"4631",981500,981700,9815,0.5,1,9.963,-1.796393039,0,13.068,-0.992828522,NA
"4632",982000,982100,9820,0.5,1,71.877,0.965207941,-1,30.996,NA,NA
"4633",982000,982200,9820,0.5,1,71.877,0.965207941,-1,47.067,-1.796393039,NA
"4634",982100,982200,9820,0.5,1,30.996,NA,NA,47.067,-1.796393039,NA
"4635",982300,982400,9823,0.5,1,30.966,0.6871693869,-1,32.201,0.614300512,1
"4636",982500,982600,9825,0.5,1,24.501,-1.796393039,0,19.474,0.1972426808,-1
"4637",982500,982700,9825,0.5,1,24.501,-1.796393039,0,4.037,NA,NA
"4638",982600,982700,9825,0.5,1,19.474,0.1972426808,-1,4.037,NA,NA
"4639",982900,983000,9829,0.5,1,74.962,0.0094076986,-1,22.026,-1.379335208,0
"4640",983600,983700,9836,0.5,1,12.427,NA,NA,22.757,-1.796393039,0
"4641",983900,984000,9839,0.5,1,37.277,0.4091308328,-1,34.791,0.6871693869,-1
"4642",983900,984100,9839,0.5,1,37.277,0.4091308328,-1,13.16,-0.485567119,1
"4643",984000,984100,9839,0.5,1,34.791,0.6871693869,-1,13.16,-0.485567119,1
"4644",984300,984400,9843,0.5,1,11.121,-1.796393039,0,18.736,0.0094076986,-1
"4645",984500,984600,9845,0.5,1,1.812,1.0313583431,1,32.788,0.965207941,1
"4646",984500,984700,9845,0.5,1,1.812,1.0313583431,1,41.708,-0.128161715,0
"4647",984600,984700,9845,0.5,1,32.788,0.965207941,1,41.708,-0.128161715,0
"4648",985300,985400,9853,0.5,1,3.04,-1.796393039,0,22.882,-1.796393039,0
"4649",985400,985500,9853,0.5,1,22.882,-1.796393039,0,76.221,0.614300512,0
"4650",985300,985500,9853,0.5,1,3.04,-1.796393039,0,76.221,0.614300512,0
"4651",985900,986000,9859,NA,1,23.07,NA,NA,19.008,0.4091308328,-1
"4652",986600,986700,9866,NA,1,90.349,NA,NA,21.985,NA,NA
"4653",987100,987200,9871,0.5,1,48.132,0.965207941,-1,30.417,0.965207941,-1
"4654",987900,988000,9879,0.25,1,43.527,0.614300512,NA,19.165,-1.319682781,-1
"4655",988400,988500,9884,0.5,1,23.341,-0.126578845,-1,15.035,-0.21981515,0
"4656",988400,988600,9884,0.5,1,23.341,-0.126578845,-1,13.593,-0.54666941,-1
"4657",988500,988600,9884,0.5,1,15.035,-0.21981515,0,13.593,-0.54666941,-1
"4658",989000,989100,9890,0.5,1,NA,0.965207941,1,NA,NA,NA
"4659",989600,989700,9896,0.5,1,81.673,0.6871693869,-1,91.635,-0.268630856,-1
"4660",989600,989800,9896,0.5,1,81.673,0.6871693869,-1,84.588,NA,NA
"4661",989700,989800,9896,0.75,1,91.635,-0.268630856,-1,84.588,NA,NA
"4662",990100,990200,9901,0.5,1,39.609,0.6871693869,-1,26.934,-0.128161715,0
"4663",990500,990600,9905,0.5,1,54.011,-0.085843985,-1,10.778,-1.796393039,0
"4664",990700,990800,9907,NA,1,3.03,NA,NA,9.893,NA,NA
"4665",990700,990900,9907,NA,1,3.03,NA,NA,1.801,NA,NA
"4666",990800,990900,9907,NA,1,9.893,NA,NA,1.801,NA,NA
"4667",990800,991000,9907,NA,1,9.893,NA,NA,11.255,NA,NA
"4668",990900,991000,9907,NA,1,1.801,NA,NA,11.255,NA,NA
"4669",990700,991000,9907,NA,1,3.03,NA,NA,11.255,NA,NA
"4670",991100,991200,9911,0.75,1,10.091,NA,NA,27.438,-0.505934549,-1
"4671",991500,991600,9915,NA,1,0,-1.319682781,-1,NA,0.6871693869,1
"4672",991800,991900,9918,NA,1,0,-1.796393039,0,2.175,NA,NA
"4673",992200,992300,9922,NA,1,25.589,0.6871693869,-1,12.466,-0.54666941,1
"4674",992800,992900,9928,0.5,1,25.137,0.6871693869,-1,34.064,-1.041644227,-1
"4675",993700,993800,9937,0.5,1,NA,-0.268630856,1,21.903,0.965207941,1
"4676",994100,994200,9941,NA,1,6.72,-0.545219546,NA,NA,NA,NA
"4677",994300,994400,9943,NA,1,19.001,NA,NA,12.667,NA,NA
"4678",994700,994800,9947,NA,1,3.416,NA,NA,18.376,NA,NA
"4679",995000,995100,9950,0.5,1,13.843,0.6871693869,-1,15.516,0.0094076986,-1
"4680",995000,995200,9950,0.5,1,13.843,0.6871693869,-1,9.581,0.6871693869,1
"4681",995100,995200,9950,0.5,1,15.516,0.0094076986,-1,9.581,0.6871693869,1
"4682",995400,995500,9954,0.5,1,1.379,NA,NA,1.414,-0.545219546,0
"4683",995400,995600,9954,0.5,1,1.379,NA,NA,5.978,NA,NA
"4684",995500,995600,9954,0.5,1,1.414,-0.545219546,0,5.978,NA,NA
"4685",995400,995700,9954,0.5,1,1.379,NA,NA,6.887,-1.379335208,1
"4686",995500,995700,9954,0.5,1,1.414,-0.545219546,0,6.887,-1.379335208,1
"4687",995600,995700,9954,0.5,1,5.978,NA,NA,6.887,-1.379335208,1
"4688",996100,996200,9961,0.5,1,56.887,0.965207941,1,47.997,NA,NA
"4689",996300,996400,9963,NA,1,23.628,-1.319682781,-1,11.409,1.0313583431,-1
"4690",997000,997100,9970,0.5,1,14.742,0.4091308328,-1,49.904,-0.641921093,-1
"4691",997200,997300,9972,0.5,1,1.536,0.6871693869,-1,0.368,NA,NA
"4692",997200,997400,9972,0.5,1,1.536,0.6871693869,-1,3.814,-0.128161715,0
"4693",997300,997400,9972,0.5,1,0.368,NA,NA,3.814,-0.128161715,0
"4694",997600,997700,9976,0.5,1,12.842,-0.126578845,-1,1.351,-0.783973103,-1
"4695",998000,998100,9980,0.5,1,7.561,NA,NA,21.327,-0.15871286,0
"4696",998000,998200,9980,0.5,1,7.561,NA,NA,9.16,0.6871693869,-1
"4697",998100,998200,9980,0.5,1,21.327,-0.15871286,0,9.16,0.6871693869,-1
"4698",999000,999100,9990,NA,1,25.181,NA,NA,9.671,NA,NA
"4699",999700,999800,9997,0.5,1,7.562,-0.15871286,0,2.047,-0.545219546,0
"4700",1000100,1000200,10001,0.5,1,71.665,-1.796393039,0,48.623,0.0094076986,1
"4701",1000300,1000400,10003,0.5,1,19.006,NA,NA,52.693,-1.041644227,-1
"4702",1000500,1000600,10005,0.5,1,NA,-0.763605673,1,41.658,0.614300512,0
"4703",1000600,1000700,10005,0.5,1,41.658,0.614300512,0,28.858,0.1921945691,-1
"4704",1000500,1000700,10005,0.5,1,NA,-0.763605673,1,28.858,0.1921945691,-1
"4705",1000800,1000900,10008,0.5,1,89.517,-0.992828522,-1,53.889,0.2874462527,1
"4706",1001300,1001400,10013,NA,1,10.039,NA,NA,63.48,NA,NA
"4707",1001900,1002000,10019,NA,1,46.112,NA,NA,12.577,NA,NA
"4708",1001900,1002100,10019,NA,1,46.112,NA,NA,31.293,NA,NA
"4709",1002000,1002100,10019,NA,1,12.577,NA,NA,31.293,NA,NA
"4710",1002200,1002300,10022,0.5,1,4.786,-1.379335208,NA,NA,-0.545219546,0
"4711",1002600,1002700,10026,0.5,1,5.794,0.1972426808,-1,1.431,-0.54666941,1
"4712",1002800,1002900,10028,NA,1,21.743,-0.545219546,-1,6.106,-1.796393039,0
"4713",1003000,1003100,10030,0.5,1,11.488,-0.824707964,1,1.348,-1.379335208,1
"4714",1003000,1003200,10030,0.5,1,11.488,-0.824707964,1,11.357,-0.641921093,-1
"4715",1003100,1003200,10030,0.5,1,1.348,-1.379335208,1,11.357,-0.641921093,-1
"4716",1003400,1003500,10034,NA,1,5.179,NA,NA,34.697,NA,NA
"4717",1004400,1004500,10044,NA,1,19.996,NA,NA,26.804,NA,NA
"4718",1004600,1004700,10046,0.5,1,15.56,NA,NA,30.329,-0.268630856,-1
"4719",1004800,1004900,10048,0.5,1,1.837,-0.54666941,-1,5.787,NA,NA
"4720",1004800,1005000,10048,0.5,1,1.837,-0.54666941,-1,7.543,NA,NA
"4721",1004900,1005000,10048,0.5,1,5.787,NA,NA,7.543,NA,NA
"4722",1004900,1005100,10048,0.5,1,5.787,NA,NA,23.525,0.171827139,-1
"4723",1005000,1005100,10048,0.5,1,7.543,NA,NA,23.525,0.171827139,-1
"4724",1004800,1005100,10048,0.5,1,1.837,-0.54666941,-1,23.525,0.171827139,-1
"4725",1005200,1005300,10052,0.5,1,42.769,-0.268630856,-1,42.848,NA,NA
"4726",1005200,1005400,10052,0.5,1,42.769,-0.268630856,-1,37.273,-0.54666941,-1
"4727",1005300,1005400,10052,0.5,1,42.848,NA,NA,37.273,-0.54666941,-1
"4728",1005700,1005800,10057,0.5,1,54.802,-0.085843985,-1,29.832,NA,NA
"4729",1006100,1006200,10061,NA,1,10.545,-1.379335208,0,12.257,0.1972426808,-1
"4730",1006300,1006400,10063,NA,1,79.49,NA,NA,47.137,NA,NA
"4731",1006700,1006800,10067,0.5,1,42.792,0.4091308328,-1,60.209,0.1972426808,0
"4732",1006900,1007000,10069,0.5,1,29.281,-0.54666941,1,65.368,0.6871693869,1
